Nr komisji;Siedziba;TERYT Gminy;Gmina;Powiat;Województwo;Nr okręgu;Liczba komisji;Liczba uwzględnionych komisji;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie);Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;W tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list;W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;KOMITET WYBORCZY NOWA LEWICA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;KOMITET WYBORCZY POLSKA JEST JEDNA;KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU;KOMITET WYBORCZY NORMALNY KRAJ;KOMITET WYBORCZY ANTYPARTIA;KOMITET WYBORCZY RUCH NAPRAWY POLSKI;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA
3;Świetlica Wiejska, Mleczno 12, 59-305 Rudna;21103;gm. Rudna;lubiński;dolnośląskie;1;1;1;686;730;142;544;0;544;2;5;0;0;0;0;0;0;544;0;0;544;21;19;2;0;523;36;60;48;220;54;102;3;;;;;
4;Świetlica Wiejska, Kębłów 14a, 59-305 Rudna;21103;gm. Rudna;lubiński;dolnośląskie;1;1;1;466;500;113;353;0;353;5;1;0;0;0;0;0;0;353;0;3;350;0;0;0;0;350;20;43;21;141;27;96;2;;;;;
5;Świetlica Wiejska, Kliszów 15, 59-305 Rudna;21103;gm. Rudna;lubiński;dolnośląskie;1;1;1;324;349;62;262;0;262;0;2;0;0;0;0;0;0;262;0;0;262;6;2;4;0;256;11;28;11;143;21;36;6;;;;;
6;Świetlica Wiejska, Chobienia rynek Rynek 6, 59-305 Rudna;21103;gm. Rudna;lubiński;dolnośląskie;1;1;1;364;389;113;251;0;251;1;4;0;0;0;0;0;0;251;0;0;251;8;6;2;0;243;14;17;21;116;21;49;5;;;;;
7;Szkoła Podstawowa im. Bohaterów Westerplatte w Chobieni, Chobienia ul. Szkolna 2, 59-305 Rudna;21103;gm. Rudna;lubiński;dolnośląskie;1;1;1;475;507;84;391;0;391;0;1;0;0;0;0;0;0;391;0;0;391;13;12;1;0;378;21;41;45;120;38;111;2;;;;;
8;Świetlica Wiejska, Gwizdanów 3 A, 59-305 Rudna;21103;gm. Rudna;lubiński;dolnośląskie;1;1;1;373;400;69;304;1;305;0;2;1;0;0;0;0;1;305;1;0;305;8;6;2;0;297;14;33;22;149;22;56;1;;;;;
9;Świetlica Wiejska, Koźlice 19 A, 59-305 Rudna;21103;gm. Rudna;lubiński;dolnośląskie;1;1;1;286;284;43;243;1;244;0;2;1;0;0;0;0;1;244;1;0;244;9;6;3;0;235;9;47;23;69;10;77;0;;;;;
10;Świetlica Wiejska, Orsk 9, 59-305 Rudna;21103;gm. Rudna;lubiński;dolnośląskie;1;1;1;233;245;57;176;0;176;0;0;0;0;0;0;0;0;176;0;0;176;7;7;0;0;169;4;13;10;86;17;34;5;;;;;
11;Świetlica Wiejska, Górzyn 19 A, 59-305 Rudna;21103;gm. Rudna;lubiński;dolnośląskie;1;1;1;332;353;106;226;0;226;0;2;0;0;0;0;0;0;226;0;0;226;14;9;5;0;212;15;24;9;127;14;22;1;;;;;
12;Świetlica Wiejska, Radoszyce 53, 59-305 Rudna;21103;gm. Rudna;lubiński;dolnośląskie;1;1;1;273;289;59;214;0;214;0;3;0;0;0;0;0;0;214;0;0;214;14;7;7;0;200;19;13;16;116;7;23;6;;;;;
13;Świetlica Wiejska, Naroczyce 48/1, 59-305 Rudna;21103;gm. Rudna;lubiński;dolnośląskie;1;1;1;303;313;85;218;0;218;0;1;0;0;0;0;0;0;218;0;0;218;4;2;2;0;214;19;17;13;111;15;36;3;;;;;
1;Zespół Szkolno-Przedszkolny w Ścinawie, ul. Lipowa 1, 59-330 Ścinawa;21104;gm. Ścinawa;lubiński;dolnośląskie;1;1;1;1200;1292;209;991;0;991;2;15;0;0;0;0;0;0;991;0;0;991;34;14;20;0;957;32;106;74;420;68;233;24;;;;;
2;Centrum Turystyki i Kultury w Ścinawie, ul. Tadeusza Kościuszki 1, 59-330 Ścinawa;21104;gm. Ścinawa;lubiński;dolnośląskie;1;1;1;1412;1549;317;1095;0;1095;0;24;0;0;0;0;0;0;1095;0;0;1095;18;14;4;0;1077;48;83;79;513;52;294;8;;;;;
3;Zespół Szkolno-Przedszkolny w Ścinawie, ul. Królowej Jadwigi 9, 59-330 Ścinawa;21104;gm. Ścinawa;lubiński;dolnośląskie;1;1;1;1123;1179;290;833;0;833;5;21;0;0;0;0;0;0;833;0;0;833;12;8;4;0;821;28;77;54;422;44;183;13;;;;;
4;Szkoła Podstawowa w Tymowej, Tymowa 71, 59-330 Ścinawa;21104;gm. Ścinawa;lubiński;dolnośląskie;1;1;1;717;776;178;539;0;539;1;9;0;0;0;0;0;0;539;0;0;539;4;2;2;0;535;25;49;27;308;36;81;9;;;;;
5;Świetlica Wiejska, Przychowa 21E, 59-330 Ścinawa;21104;gm. Ścinawa;lubiński;dolnośląskie;1;1;1;232;247;61;171;0;171;0;6;0;0;0;0;0;0;171;0;0;171;1;0;1;0;170;3;14;11;85;13;37;7;;;;;
6;Centrum Turystyki i Kultury w Ścinawie, ul. Tadeusza Kościuszki 1, 59-330 Ścinawa;21104;gm. Ścinawa;lubiński;dolnośląskie;1;1;1;404;438;129;275;0;275;1;11;0;0;0;0;0;0;275;0;0;275;13;11;2;0;262;19;36;24;100;22;53;8;;;;;
7;Świetlica Wiejska, Parszowice 74B, 59-330 Ścinawa;21104;gm. Ścinawa;lubiński;dolnośląskie;1;1;1;354;379;99;255;0;255;1;6;0;0;0;0;0;0;255;0;0;255;3;2;1;0;252;11;21;15;137;12;46;10;;;;;
8;Świetlica Wiejska, Zaborów 50, 59-330 Ścinawa;21104;gm. Ścinawa;lubiński;dolnośląskie;1;1;1;647;695;189;458;0;458;0;15;0;0;0;0;0;0;458;0;0;458;17;9;8;0;441;23;29;26;272;30;50;11;;;;;
9;Świetlica Wiejska, Dziesław 27, 59-330 Ścinawa;21104;gm. Ścinawa;lubiński;dolnośląskie;1;1;1;233;238;66;167;0;167;1;1;0;0;0;0;0;0;167;0;0;167;7;5;2;0;160;10;15;6;106;7;14;2;;;;;
10;Świetlica Wiejska, Lasowice 29, 59-330 Ścinawa;21104;gm. Ścinawa;lubiński;dolnośląskie;1;1;1;182;182;51;131;0;131;0;0;0;0;0;0;0;0;131;0;0;131;8;8;0;0;123;7;13;10;55;11;25;2;;;;;
11;Świetlica Wiejska, Wielowieś 31, 59-330 Ścinawa;21104;gm. Ścinawa;lubiński;dolnośląskie;1;1;1;314;335;82;232;0;232;0;4;0;0;0;0;0;0;232;0;0;232;4;4;0;0;228;7;10;7;173;6;24;1;;;;;
1;Szkoła Podstawowa nr 2 im. Kombatantów Ziemi Gryfowskiej, ul. Uczniowska 11, 59-620 Gryfów Śląski;21201;gm. Gryfów Śląski;lwówecki;dolnośląskie;1;1;1;881;944;232;649;2;651;1;6;2;0;0;0;0;2;651;2;0;651;10;4;6;0;641;18;64;100;189;37;219;14;;;;;
2;Szkoła Podstawowa nr 1 im. Bohaterów Łużyckiej Brygady WOP, ul. Uczniowska 17, 59-620 Gryfów Śląski;21201;gm. Gryfów Śląski;lwówecki;dolnośląskie;1;1;1;1034;1113;251;783;2;785;1;6;2;0;0;0;0;2;784;2;0;784;7;4;3;0;777;21;116;112;220;32;253;23;;;;;
3;Klub Seniora, ul. Kolejowa 45, 59-620 Gryfów Śląski;21201;gm. Gryfów Śląski;lwówecki;dolnośląskie;1;1;1;1336;1417;385;951;1;952;0;9;1;0;0;0;0;1;952;1;0;952;15;9;6;0;937;21;134;102;261;33;360;26;;;;;
4;Urząd Gminy i Miasta, rynek Rynek 1, 59-620 Gryfów Śląski;21201;gm. Gryfów Śląski;lwówecki;dolnośląskie;1;1;1;1177;1258;405;772;1;773;3;9;1;1;0;0;0;0;772;0;0;772;33;9;24;0;739;30;80;96;259;33;232;9;;;;;
5;Szkoła Podstawowa, Rząsiny 95, 59-620 Gryfów Śląski;21201;gm. Gryfów Śląski;lwówecki;dolnośląskie;1;1;1;402;415;121;281;0;281;0;5;0;0;0;0;0;0;281;0;0;281;19;15;4;0;262;8;38;33;102;15;59;7;;;;;
6;Stowarzyszenie na Rzecz Osób Niepełnosprawnych „Mocni”, Ubocze 169, 59-620 Gryfów Śląski;21201;gm. Gryfów Śląski;lwówecki;dolnośląskie;1;1;1;874;918;212;662;0;662;0;1;0;0;0;0;0;0;662;0;0;662;11;5;6;0;651;25;79;69;256;51;157;14;;;;;
7;Świetlica wiejska, Krzewie Wielkie 83, 59-620 Gryfów Śląski;21201;gm. Gryfów Śląski;lwówecki;dolnośląskie;1;1;1;217;230;75;142;0;142;0;0;0;0;0;0;0;0;142;0;0;142;3;1;2;0;139;1;22;13;63;13;24;3;;;;;
8;Świetlica wiejska, Młyńsko 27A, 59-620 Gryfów Śląski;21201;gm. Gryfów Śląski;lwówecki;dolnośląskie;1;1;1;196;210;61;135;0;135;0;3;0;0;0;0;0;0;135;0;0;135;7;4;3;0;128;6;19;10;38;11;43;1;;;;;
9;Świetlica wiejska, Proszówka 70, 59-620 Gryfów Śląski;21201;gm. Gryfów Śląski;lwówecki;dolnośląskie;1;1;1;191;202;49;142;0;142;0;0;0;0;0;0;0;0;142;0;0;142;1;1;0;0;141;3;16;16;47;8;51;0;;;;;
10;Świetlica wiejska, Wieża 8, 59-620 Gryfów Śląski;21201;gm. Gryfów Śląski;lwówecki;dolnośląskie;1;1;1;280;287;66;214;0;214;0;1;0;0;0;0;0;0;214;0;0;214;4;2;2;0;210;12;26;28;47;11;77;9;;;;;
1;Internat Zespołu Szkół w Lubomierzu, pl. Kościelny 5, 59-623 Lubomierz;21202;gm. Lubomierz;lwówecki;dolnośląskie;1;1;1;1390;1479;475;915;0;915;3;24;0;0;0;0;0;0;915;0;0;915;17;8;9;0;898;20;93;80;313;54;319;19;;;;;
2;Szkoła Podstawowa w Pławnej, Pławna Górna 23, 59-623 Lubomierz;21202;gm. Lubomierz;lwówecki;dolnośląskie;1;1;1;611;649;218;393;0;393;1;10;0;0;0;0;0;0;393;0;0;393;24;12;12;0;369;6;48;37;132;16;128;2;;;;;
3;Zespół Szkolno-Przedszkolny w Lubomierzu Oddział Przedszkolny w Pasieczniku, Pasiecznik 92, 59-623 Lubomierz;21202;gm. Lubomierz;lwówecki;dolnośląskie;1;1;1;461;490;145;316;0;316;0;4;0;0;0;0;0;0;316;0;0;316;14;12;2;0;302;6;33;29;132;23;79;0;;;;;
4;Świetlica Wiejska w Chmieleniu, Chmieleń 80, 59-623 Lubomierz;21202;gm. Lubomierz;lwówecki;dolnośląskie;1;1;1;610;639;196;414;0;414;2;3;0;0;0;0;0;0;414;0;0;414;17;10;7;0;397;14;64;35;134;32;106;12;;;;;
5;Świetlica Wiejska w Wojciechowie, Wojciechów 57, 59-623 Lubomierz;21202;gm. Lubomierz;lwówecki;dolnośląskie;1;1;1;490;523;146;344;0;344;1;3;0;0;0;0;0;0;344;0;0;344;6;3;3;0;338;14;47;42;112;26;94;3;;;;;
6;Świetlica Wiejska w Olesznej Podgórskiej, Oleszna Podgórska 67A, 59-623 Lubomierz;21202;gm. Lubomierz;lwówecki;dolnośląskie;1;1;1;354;380;137;217;0;217;0;0;0;0;0;0;0;0;217;0;0;217;18;6;12;0;199;8;34;13;90;17;33;4;;;;;
7;Świetlica Wiejska w Golejowie, Golejów 71, 59-623 Lubomierz;21202;gm. Lubomierz;lwówecki;dolnośląskie;1;1;1;162;162;52;110;0;110;0;1;0;0;0;0;0;0;110;0;0;110;6;6;0;0;104;3;28;6;30;4;33;0;;;;;
1;Ratusz, pl. Wolności 1, 59-600 Lwówek Śląski;21203;gm. Lwówek Śląski;lwówecki;dolnośląskie;1;1;1;1434;1538;360;1074;2;1076;3;17;2;0;0;2;0;0;1073;0;0;1073;21;16;5;0;1052;30;151;113;344;58;349;7;;;;;
2;Hala Sportowa, al. Wojska Polskiego 1, 59-600 Lwówek Śląski;21203;gm. Lwówek Śląski;lwówecki;dolnośląskie;1;1;1;713;739;188;525;0;525;2;2;0;0;0;0;0;0;524;0;0;524;12;10;2;0;512;5;67;57;154;16;203;10;;;;;
3;Zespół Szkół Ogólnokształcących i Zawodowych, ul. Henryka Brodatego 1, 59-600 Lwówek Śląski;21203;gm. Lwówek Śląski;lwówecki;dolnośląskie;1;1;1;800;871;152;648;0;648;0;19;0;0;0;0;0;0;648;0;0;648;5;3;2;0;643;11;78;71;148;41;282;12;;;;;
4;Lwówecki Ośrodek Kultury, ul. Przyjaciół Żołnierza 5, 59-600 Lwówek Śląski;21203;gm. Lwówek Śląski;lwówecki;dolnośląskie;1;1;1;742;790;195;547;0;547;1;3;0;0;0;0;0;0;547;0;0;547;14;11;3;0;533;15;76;54;155;25;200;8;;;;;
5;Szkoła Podstawowa nr 1, ul. Jana Pawła II 35, 59-600 Lwówek Śląski;21203;gm. Lwówek Śląski;lwówecki;dolnośląskie;1;1;1;1648;1730;384;1264;2;1266;6;8;2;1;0;0;0;1;1265;1;1;1264;18;8;10;0;1246;21;190;125;334;45;509;22;;;;;
6;Szkoła Podstawowa nr 3, ul. Pałacowa 11, 59-600 Lwówek Śląski;21203;gm. Lwówek Śląski;lwówecki;dolnośląskie;1;1;1;792;846;204;588;1;589;2;8;1;0;0;0;0;1;589;1;0;589;8;6;2;0;581;16;89;47;170;33;211;15;;;;;
7;Lwówecka Biblioteka Publiczna Filia w Sobocie, Sobota 51, 59-600 Lwówek Śląski;21203;gm. Lwówek Śląski;lwówecki;dolnośląskie;1;1;1;734;772;261;473;0;473;3;6;0;0;0;0;0;0;473;0;0;473;11;6;5;0;462;10;92;51;168;21;105;15;;;;;
8;Szkoła Podstawowa nr 3 w Lwówku Śląskim Filia w Zbylutowie, Zbylutów 133, 59-600 Lwówek Śląski;21203;gm. Lwówek Śląski;lwówecki;dolnośląskie;1;1;1;770;822;247;523;0;523;4;4;0;0;0;0;0;0;523;0;0;523;12;8;4;0;511;27;95;51;190;44;93;11;;;;;
9;Świetlica Wiejska w Chmielnie, Chmielno 63B, 59-600 Lwówek Śląski;21203;gm. Lwówek Śląski;lwówecki;dolnośląskie;1;1;1;680;727;225;455;1;456;0;5;1;1;0;0;0;0;455;0;0;455;8;1;7;0;447;10;87;33;174;26;108;9;;;;;
10;Lwówecka Biblioteka Publiczna Filia w Kotliskach, Kotliska 26, 59-600 Lwówek Śląski;21203;gm. Lwówek Śląski;lwówecki;dolnośląskie;1;1;1;414;442;106;308;0;308;1;0;0;0;0;0;0;0;308;0;0;308;15;10;5;0;293;5;81;12;112;21;56;6;;;;;
11;Świetlica Wiejska w Niwnicach, Niwnice 97, 59-600 Lwówek Śląski;21203;gm. Lwówek Śląski;lwówecki;dolnośląskie;1;1;1;742;799;280;462;0;462;0;3;0;0;0;0;0;0;462;0;0;462;21;15;6;0;441;21;79;36;171;19;107;8;;;;;
