"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"GÓRSKA Anna - KW NOWA LEWICA";"DRELICH Dariusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"BUTZA Sławomir Łukasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"MĘCZYKOWSKI Dariusz Franciszek - KWW DARIUSZA MĘCZYKOWSKIEGO"
9;"Szkoła Podstawowa im. ks. prałata Józefa Bigusa, ul. Tuchomska 15, 80-297 Banino";220508;"gm. Żukowo";"kartuski";"pomorskie";1;1;1039;407;255;224
10;"Szkoła Podstawowa im. Jana Pawła II, Leźno ul. Aleja Lipowa 44, 80-298 Gdańsk-Kokoszki";220508;"gm. Żukowo";"kartuski";"pomorskie";1;1;657;371;206;193
11;"Szkoła Podstawowa im. Więźniów Obozu Stutthof, Niestępowo ul. Raduńska 62, 83-331 Przyjaźń";220508;"gm. Żukowo";"kartuski";"pomorskie";1;1;307;254;120;127
12;"Szkoła Podstawowa im. Jana Pawła II, ul. Szkolna 2, 83-331 Przyjaźń";220508;"gm. Żukowo";"kartuski";"pomorskie";1;1;586;374;204;185
13;"Szkoła Podstawowa im. ks. dr Stanisława Sychowskiego, Skrzeszewo ul. Dworska 3, 83-331 Przyjaźń";220508;"gm. Żukowo";"kartuski";"pomorskie";1;1;313;218;132;121
14;"Szkoła Podstawowa im. Remusa, Glincz ul. Brzozowa 6, 83-330 Żukowo";220508;"gm. Żukowo";"kartuski";"pomorskie";1;1;411;306;183;166
15;"Szkoła Podstawowa im. Jana Pawła II, Borkowo ul. Szkolna 2, 83-330 Żukowo";220508;"gm. Żukowo";"kartuski";"pomorskie";1;1;410;236;122;122
16;"Szkoła Podstawowa nr 1 im. Obrońców Wybrzeża, ul. Gdańska 66, 83-330 Żukowo";220508;"gm. Żukowo";"kartuski";"pomorskie";1;1;667;447;234;245
17;"Szkoła Podstawowa nr 1 im. Obrońców Wybrzeża, ul. Gdyńska 7, 83-330 Żukowo";220508;"gm. Żukowo";"kartuski";"pomorskie";1;1;398;356;132;152
18;"Szkoła Podstawowa nr 2 im. Jana Heweliusza, ul. Armii Krajowej 2e, 83-330 Żukowo";220508;"gm. Żukowo";"kartuski";"pomorskie";1;1;410;293;149;142
19;"Szkoła Podstawowa nr 2 im. Jana Heweliusza, ul. Armii Krajowej 2e, 83-330 Żukowo";220508;"gm. Żukowo";"kartuski";"pomorskie";1;1;671;406;174;211
20;"Remiza Ochotniczej Straży Pożarnej, ul. Św. Floriana 16, 83-331 Sulmin";220508;"gm. Żukowo";"kartuski";"pomorskie";1;1;223;90;63;49
21;"Świetlica Wiejska, ul. Dębowa 8, 83-331 Łapino Kartuskie";220508;"gm. Żukowo";"kartuski";"pomorskie";1;1;143;96;43;29
22;"Budynek świetlicy wiejskiej w Babim Dole, Babi Dół 15, 83-330 Babi Dół";220508;"gm. Żukowo";"kartuski";"pomorskie";1;1;36;33;17;24
23;"Budynek świetlicy wiejskiej w Rutkach, Rutki 4, 83-330 Rutki";220508;"gm. Żukowo";"kartuski";"pomorskie";1;1;45;52;21;21
24;"Budynek świetlicy wiejskiej w Widlinie, ul. Szlachecka 6, 83-331 Widlino";220508;"gm. Żukowo";"kartuski";"pomorskie";1;1;23;79;22;17
1;"Zespół Szkolno-Przedszkolny nr 1 w Kościerzynie, ul. 8 Marca 1, 83-400 Kościerzyna";220601;"m. Kościerzyna";"kościerski";"pomorskie";1;1;487;356;131;317
2;"Szkoła Podstawowa nr 6 w Kościerzynie, ul. Marii Skłodowskiej-Curie 19, 83-400 Kościerzyna";220601;"m. Kościerzyna";"kościerski";"pomorskie";1;1;348;262;54;226
3;"Szkoła Podstawowa nr 6 w Kościerzynie, ul. Marii Skłodowskiej-Curie 19, 83-400 Kościerzyna";220601;"m. Kościerzyna";"kościerski";"pomorskie";1;1;435;336;79;285
4;"Szkoła Podstawowa nr 6 w Kościerzynie, ul. Marii Skłodowskiej-Curie 19, 83-400 Kościerzyna";220601;"m. Kościerzyna";"kościerski";"pomorskie";1;1;557;335;123;383
5;"Szkoła Podstawowa nr 6 w Kościerzynie, ul. Marii Skłodowskiej-Curie 19, 83-400 Kościerzyna";220601;"m. Kościerzyna";"kościerski";"pomorskie";1;1;462;236;69;236
6;"Sala Sportowa SOKOLNIA, ul. Władysława Sikorskiego 21, 83-400 Kościerzyna";220601;"m. Kościerzyna";"kościerski";"pomorskie";1;1;472;279;107;273
7;"Szkoła Podstawowa nr 4 w Kościerzynie, ul. Szkolna 1, 83-400 Kościerzyna";220601;"m. Kościerzyna";"kościerski";"pomorskie";1;1;559;347;129;337
8;"Zespół Szkolno-Przedszkolny nr 2 w Kościerzynie, ul. Strzelecka 1, 83-400 Kościerzyna";220601;"m. Kościerzyna";"kościerski";"pomorskie";1;1;380;260;69;244
9;"Powiatowy Zespół Szkół Nr 1 w Kościerzynie, ul. Władysława Sikorskiego 1, 83-400 Kościerzyna";220601;"m. Kościerzyna";"kościerski";"pomorskie";1;1;392;222;86;226
10;"Zespół Szkolno-Przedszkolny nr 3 w Kościerzynie, ul. Mestwina II 3, 83-400 Kościerzyna";220601;"m. Kościerzyna";"kościerski";"pomorskie";1;1;425;295;112;296
11;"Państwowa Szkoła Muzyczna w Kościerzynie, ul. Dworcowa 12, 83-400 Kościerzyna";220601;"m. Kościerzyna";"kościerski";"pomorskie";1;1;415;294;102;341
12;"Szpital Specjalistyczny, ul. Alojzego Piechowskiego 36, 83-400 Kościerzyna";220601;"m. Kościerzyna";"kościerski";"pomorskie";1;1;61;62;11;26
1;"Zespół Kształcenia i Wychowania, ul. Wyzwolenia 20, 83-425 Dziemiany";220602;"gm. Dziemiany";"kościerski";"pomorskie";1;1;282;473;127;208
2;"Szkoła Podstawowa im. gen. Stanisława Sosabowskiego, Kalisz ul. Pomorska 8, 83-425 Dziemiany";220602;"gm. Dziemiany";"kościerski";"pomorskie";1;1;140;230;67;121
3;"Zespół Kształcenia i Wychowania, ul. Wyzwolenia 20, 83-425 Dziemiany";220602;"gm. Dziemiany";"kościerski";"pomorskie";1;1;76;116;34;55
4;"Świetlica Wiejska, Trzebuń 24, 83-425 Dziemiany";220602;"gm. Dziemiany";"kościerski";"pomorskie";1;1;54;121;21;46
5;"Świetlica wiejska, Piechowice 18, 83-425 Dziemiany";220602;"gm. Dziemiany";"kościerski";"pomorskie";1;1;41;112;24;40
1;"Sala Sportowa w Karsinie, ul. Parkowa 10, 83-440 Karsin";220603;"gm. Karsin";"kościerski";"pomorskie";1;1;317;594;201;271
2;"Szkoła Podstawowa w Wielu, ul. Wicka Rogali 7, 83-441 Wiele";220603;"gm. Karsin";"kościerski";"pomorskie";1;1;375;505;164;255
3;"Szkoła Podstawowa w Osowie, ul. Wielewska 23, 83-440 Osowo";220603;"gm. Karsin";"kościerski";"pomorskie";1;1;64;212;51;107
4;"Dom Strażaka, Wdzydze Tucholskie 60, 83-442 Wdzydze Tucholskie";220603;"gm. Karsin";"kościerski";"pomorskie";1;1;56;53;22;41
5;"Dom Pomocy Społecznej w Cisewiu, Cisewie 35, 83-440 Cisewie";220603;"gm. Karsin";"kościerski";"pomorskie";1;1;6;11;3;1
1;"Szkoła Podstawowa w Wielkim Klinczu, ul. Szkolna 22, 83-423 Wielki Klincz";220604;"gm. Kościerzyna";"kościerski";"pomorskie";1;1;290;423;133;390
2;"Sala wiejska w Niedamowie, Niedamowo 44A, 83-423 Niedamowo";220604;"gm. Kościerzyna";"kościerski";"pomorskie";1;1;108;204;40;145
3;"Zespół Szkolno-Przedszkolny w Nowym Klinczu, ul. Spacerowa 25, 83-400 Nowy Klincz";220604;"gm. Kościerzyna";"kościerski";"pomorskie";1;1;119;150;59;132
4;"Sala wiejska w Nowej Wsi Kościerskiej, ul. Parkowa 4, 83-400 Nowa Wieś Kościerska";220604;"gm. Kościerzyna";"kościerski";"pomorskie";1;1;187;171;55;127
5;"Zespół Kształcenia w Łubianie, ul. Szkolna 1, 83-407 Łubiana";220604;"gm. Kościerzyna";"kościerski";"pomorskie";1;1;462;399;154;265
6;"Sala Wiejska w Skorzewie, ul. gen. Antoniego Zdrojewskiego 1, 83-400 Skorzewo";220604;"gm. Kościerzyna";"kościerski";"pomorskie";1;1;224;326;142;234
7;"Zespół Szkół w Wąglikowicach, ul. Kościerska 8, 83-406 Wąglikowice";220604;"gm. Kościerzyna";"kościerski";"pomorskie";1;1;214;236;71;121
8;"Szkoła Podstawowa w Kaliskach, ul. Szkolna 7, 83-400 Kaliska Kościerskie";220604;"gm. Kościerzyna";"kościerski";"pomorskie";1;1;89;69;39;71
9;"Kompleks Wypoczynkowy ""SZARLOTA"", Szarlota 11, 83-400 Szarlota";220604;"gm. Kościerzyna";"kościerski";"pomorskie";1;1;248;145;68;115
10;"Sala Wiejska w Kornem, ul. Młyńska 22, 83-407 Korne";220604;"gm. Kościerzyna";"kościerski";"pomorskie";1;1;159;186;68;157
11;"Sala wiejska w Dobrogoszczu, Dobrogoszcz 89, 83-400 Dobrogoszcz";220604;"gm. Kościerzyna";"kościerski";"pomorskie";1;1;73;94;30;53
12;"Szkoła Podstawowa w Wielkim Podlesiu, Wielki Podleś 12A, 83-423 Wielki Podleś";220604;"gm. Kościerzyna";"kościerski";"pomorskie";1;1;132;249;74;158
13;"Sala wiejska w Małym Klinczu, Mały Klincz 16A, 83-400 Mały Klincz";220604;"gm. Kościerzyna";"kościerski";"pomorskie";1;1;134;104;41;133
14;"Sala wiejska w Kłobuczynie, ul. Strażacka 1, 83-315 Kłobuczyno";220604;"gm. Kościerzyna";"kościerski";"pomorskie";1;1;106;94;20;77
15;"Sala wiejska w Kościerskiej Hucie, Kościerska Huta 104, 83-400 Kościerska Huta";220604;"gm. Kościerzyna";"kościerski";"pomorskie";1;1;100;71;15;71
1;"Gminny Ośrodek Kultury, Sportu i Rekreacji w Liniewie, ul. Dworcowa 3, 83-420 Liniewo";220605;"gm. Liniewo";"kościerski";"pomorskie";1;1;225;230;68;227
2;"Szkoła Podstawowa w Wysinie im. Ks. Józefa Sobisza, ul. Wyzwolenia 4/6, 83-421 Wysin";220605;"gm. Liniewo";"kościerski";"pomorskie";1;1;84;172;36;152
3;"Szkoła Podstawowa w Głodowie, Głodowo 16, 83-412 Głodowo";220605;"gm. Liniewo";"kościerski";"pomorskie";1;1;62;117;36;70
4;"Zespół Oświatowy w Garczynie, Garczyn 11, 83-420 Liniewo";220605;"gm. Liniewo";"kościerski";"pomorskie";1;1;43;29;8;49
5;"Świetlica wiejska, Lubieszyn 27C, 83-420 Liniewo";220605;"gm. Liniewo";"kościerski";"pomorskie";1;1;35;43;12;71
6;"Świetlica wiejska, Iłownica 9a, 83-412 Głodowo";220605;"gm. Liniewo";"kościerski";"pomorskie";1;1;33;34;8;48
7;"Świetlica wiejska, Orle 13a, 83-420 Liniewo";220605;"gm. Liniewo";"kościerski";"pomorskie";1;1;64;93;27;115
8;"Świetlica wiejska, Sobącz 33, 83-422 Sobącz";220605;"gm. Liniewo";"kościerski";"pomorskie";1;1;55;43;15;34
1;"Urząd Gminy Lipusz, ul. Wybickiego 27, 83-424 Lipusz";220606;"gm. Lipusz";"kościerski";"pomorskie";1;1;205;317;83;162
2;"Gminny Ośrodek Kultury Sportu i Rekreacji, ul. Młyńska 12, 83-424 Lipusz";220606;"gm. Lipusz";"kościerski";"pomorskie";1;1;173;300;70;111
3;"Ochotnicza Straż Pożarna, ul. Młyńska 18, 83-424 Lipusz";220606;"gm. Lipusz";"kościerski";"pomorskie";1;1;173;282;105;117
1;"Szkoła Podstawowa im. dra Aleksandra Majkowskiego w Nowej Karczmie, ul. Szkolna 4, 83-404 Nowa Karczma";220607;"gm. Nowa Karczma";"kościerski";"pomorskie";1;1;238;204;55;349
2;"Gminny Ośrodek Kultury Sportu i Rekreacji w Nowej Karczmie, ul. Szkolna 5, 83-404 Nowa Karczma";220607;"gm. Nowa Karczma";"kościerski";"pomorskie";1;1;85;84;22;190
3;"Szkoła Podstawowa w Lubaniu im. Braci Czarlińskich, ul. Braci Czarlińskich 23, 83-422 Lubań";220607;"gm. Nowa Karczma";"kościerski";"pomorskie";1;1;138;119;46;184
4;"Muzeum Hymnu Narodowego w Będominie, Będomin 16, 83-422 Będomin";220607;"gm. Nowa Karczma";"kościerski";"pomorskie";1;1;74;73;26;96
5;"Zespół Szkół w Grabowie Kościerskim, ul. Starowiejska 68, 83-403 Grabowo Kościerskie";220607;"gm. Nowa Karczma";"kościerski";"pomorskie";1;1;118;192;48;208
6;"Szkoła Podstawowa, Szatarpy 15, 83-421 Szatarpy";220607;"gm. Nowa Karczma";"kościerski";"pomorskie";1;1;91;107;34;144
7;"Świetlica wiejska, ul. Jana Pawła II 22, 83-422 Nowy Barkoczyn";220607;"gm. Nowa Karczma";"kościerski";"pomorskie";1;1;107;180;45;205
8;"Przedszkole Samorządowe przy Zespole Szkół w Grabowie Kościerskim, ul. Starowiejska 68, 83-403 Grabowo Kościerskie";220607;"gm. Nowa Karczma";"kościerski";"pomorskie";1;1;39;92;20;83
1;"Zespół Kształcenia i Wychowania, ul. Tysiąclecia 25, 83-430 Stara Kiszewa";220608;"gm. Stara Kiszewa";"kościerski";"pomorskie";1;1;293;253;123;266
2;"Świetlica, Górne Maliki 1, 83-430 Stara Kiszewa";220608;"gm. Stara Kiszewa";"kościerski";"pomorskie";1;1;76;188;56;115
3;"Świetlica, Stary Bukowiec 25, 83-431 Stary Bukowiec";220608;"gm. Stara Kiszewa";"kościerski";"pomorskie";1;1;109;215;24;119
4;"Zespół Szkół, Stare Polaszki 33, 83-433 Stare Polaszki";220608;"gm. Stara Kiszewa";"kościerski";"pomorskie";1;1;155;300;100;205
5;"Urząd Gminy, ul. Ogrodowa 1, 83-430 Stara Kiszewa";220608;"gm. Stara Kiszewa";"kościerski";"pomorskie";1;1;223;245;103;162
6;"Świetlica wiejska, Konarzyny 73a, 83-430 Stara Kiszewa";220608;"gm. Stara Kiszewa";"kościerski";"pomorskie";1;1;101;128;28;47
