"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"FEDOROWICZ Grzegorz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"OSTROWSKI Krzysztof Jan - KW PRAWO I SPRAWIEDLIWOŚĆ";"JURGA Michał Aleksander - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"PRZYBYLSKI Dawid Krzysztof - KWW RDIP";"PIASECKI Mirosław - KWW M. PIASECKIEGO KANDYDATA NA SENATORA RP"
15;"Szkoła Podstawowa im. Jana Pawła II w Dąbrowie, Dąbrowa ul. Śremska 2, 63-100 Śrem";302604;"gm. Śrem";"śremski";"wielkopolskie";1;1;383;142;106;20;125
16;"Szkoła Podstawowa im. Powstańców Wielkopolskich w Pyszącej, Pysząca ul. Śremska 12, 63-100 Śrem";302604;"gm. Śrem";"śremski";"wielkopolskie";1;1;442;313;128;37;67
17;"Szkoła Podstawowa im. hrabiego Władysława Zamoyskiego w Nochowie, Nochowo ul. Szkolna 5, 63-100 Śrem";302604;"gm. Śrem";"śremski";"wielkopolskie";1;1;732;389;192;51;119
18;"Świetlica wsi Błociszewo, Błociszewo ul. Kasztanowa 3, 63-100 Śrem";302604;"gm. Śrem";"śremski";"wielkopolskie";1;1;183;178;63;10;40
19;"Świetlica wsi Wyrzeka, Wyrzeka ul. Ks. P. Wawrzyniaka 13, 63-100 Śrem";302604;"gm. Śrem";"śremski";"wielkopolskie";1;1;131;171;55;10;64
20;"Świetlica wsi Mechlin, Mechlin ul. Szkolna 36, 63-100 Śrem";302604;"gm. Śrem";"śremski";"wielkopolskie";1;1;245;124;63;15;53
21;"Świetlica wsi Mórka, Mórka ul. Wiatrakowa 3, 63-100 Śrem";302604;"gm. Śrem";"śremski";"wielkopolskie";1;1;103;56;31;12;15
22;"Świetlica wsi Góra, Góra 24, 63-100 Śrem";302604;"gm. Śrem";"śremski";"wielkopolskie";1;1;42;60;16;2;5
23;"Świetlica wsi Szymanowo, Szymanowo ul. Leśna 10, 63-100 Śrem";302604;"gm. Śrem";"śremski";"wielkopolskie";1;1;64;33;24;7;22
24;"Dom Pomocy Społecznej w Psarskiem, Psarskie ul. Owocowa 8, 63-100 Śrem";302604;"gm. Śrem";"śremski";"wielkopolskie";1;1;12;34;8;5;6
25;"Zakład Opiekuńczo-Leczniczy w Śremie, ul. Promenada 7, 63-100 Śrem";302604;"gm. Śrem";"śremski";"wielkopolskie";1;1;11;8;7;8;5
26;"Dom Pomocy Społecznej w Śremie, ul. Farna 16, 63-100 Śrem";302604;"gm. Śrem";"śremski";"wielkopolskie";1;1;3;14;4;3;3
27;"Szpital Powiatowy im. Tadeusza Malińskiego w Śremie sp. z o. o., ul. Józefa Chełmońskiego 1, 63-100 Śrem";302604;"gm. Śrem";"śremski";"wielkopolskie";1;1;26;14;2;7;3
1;"Sala Gimnastyczna Zespołu Szkolno-Przedszkolnego w Kołaczkowie, ul. Krakowska 1, 62-306 Kołaczkowo";303001;"gm. Kołaczkowo";"wrzesiński";"wielkopolskie";1;1;273;191;54;35;9
2;"Szkoła Podstawowa w Sokolnikach, ul. Leśna 1, 62-305 Sokolniki";303001;"gm. Kołaczkowo";"wrzesiński";"wielkopolskie";1;1;193;260;49;22;17
3;"Świetlica wiejska we Wszemborzu, Wszembórz 70 A, 62-306 Kołaczkowo";303001;"gm. Kołaczkowo";"wrzesiński";"wielkopolskie";1;1;99;157;41;18;3
4;"Świetlica wiejska w Bieganowie, Bieganowo 35, 62-305 Sokolniki";303001;"gm. Kołaczkowo";"wrzesiński";"wielkopolskie";1;1;229;253;43;15;13
5;"Szkoła Podstawowa w Grabowie Królewskim, Grabowo Królewskie 1, 62-306 Kołaczkowo";303001;"gm. Kołaczkowo";"wrzesiński";"wielkopolskie";1;1;168;190;50;6;16
6;"Świetlica Wiejska w Borzykowie, ul. Piaskowa 1, 62-307 Borzykowo";303001;"gm. Kołaczkowo";"wrzesiński";"wielkopolskie";1;1;195;123;30;23;19
7;"Świetlica Wiejska w Gorazdowie, Gorazdowo 22B, 62-305 Sokolniki";303001;"gm. Kołaczkowo";"wrzesiński";"wielkopolskie";1;1;122;146;21;11;6
1;"Miłosławskie Centrum Kultury, ul. Różowa 6, 62-320 Miłosław";303002;"gm. Miłosław";"wrzesiński";"wielkopolskie";1;1;547;418;132;46;45
2;"Zespół Szkolno-Przedszkolny, Bugaj 7, 62-320 Miłosław";303002;"gm. Miłosław";"wrzesiński";"wielkopolskie";1;1;209;152;43;7;18
3;"Świetlica Wiejska, Mikuszewo 48 B, 62-320 Miłosław";303002;"gm. Miłosław";"wrzesiński";"wielkopolskie";1;1;161;144;48;21;15
4;"Szkoła Podstawowa, ul. Szkolna 18, 62-322 Orzechowo";303002;"gm. Miłosław";"wrzesiński";"wielkopolskie";1;1;545;505;107;42;60
5;"Świetlica Wiejska, Czeszewo ul. Słoneczna 25, 62-322 Orzechowo";303002;"gm. Miłosław";"wrzesiński";"wielkopolskie";1;1;188;179;48;19;18
6;"Świetlica Wiejska, Biechowo 1, 62-320 Miłosław";303002;"gm. Miłosław";"wrzesiński";"wielkopolskie";1;1;206;143;43;14;8
7;"Urząd Gminy, ul. Wrzesińska 19, 62-320 Miłosław";303002;"gm. Miłosław";"wrzesiński";"wielkopolskie";1;1;342;219;55;22;22
8;"Świetlica Wiejska, Białe Piątkowo 14A, 62-320 Miłosław";303002;"gm. Miłosław";"wrzesiński";"wielkopolskie";1;1;69;84;11;5;2
9;"Świetlica Wiejska, Lipie 1, 62-320 Miłosław";303002;"gm. Miłosław";"wrzesiński";"wielkopolskie";1;1;48;47;12;5;6
10;"Świetlica Wiejska, Pałczyn 19, 62-320 Miłosław";303002;"gm. Miłosław";"wrzesiński";"wielkopolskie";1;1;52;66;28;6;10
11;"Świetlica Wiejska, Gorzyce 19, 62-320 Miłosław";303002;"gm. Miłosław";"wrzesiński";"wielkopolskie";1;1;42;48;15;4;4
1;"Zespół Szkół w Nekli , sala gimnastyczna, ul. Klemensa Szczepańskiego 7, 62-330 Nekla";303003;"gm. Nekla";"wrzesiński";"wielkopolskie";1;1;1047;413;181;47;72
2;"Zespół Szkół w Nekli, sala widowiskowo-sportowa, ul. Klemensa Szczepańskiego 7, 62-330 Nekla";303003;"gm. Nekla";"wrzesiński";"wielkopolskie";1;1;844;413;160;66;76
3;"Zespół Szkół w Zasutowie, Zasutowo ul. Kwiatowa 5, 62-330 Nekla";303003;"gm. Nekla";"wrzesiński";"wielkopolskie";1;1;308;187;89;28;21
4;"Zespół Szkół w Targowej Górce, Targowa Górka ul. Karola Karśnickiego 2, 62-330 Nekla";303003;"gm. Nekla";"wrzesiński";"wielkopolskie";1;1;326;270;74;36;24
1;"Centrum Kultury, Sportu i Promocji, ul. Kilińskiego 15, 62-310 Pyzdry";303004;"gm. Pyzdry";"wrzesiński";"wielkopolskie";1;1;438;388;95;25;21
2;"Przedszkole Publiczne, ul. Jana Pawła II 10, 62-310 Pyzdry";303004;"gm. Pyzdry";"wrzesiński";"wielkopolskie";1;1;392;340;92;16;22
3;"Środowiskowy Dom Samopomocy, Pietrzyków 49, 62-310 Pyzdry";303004;"gm. Pyzdry";"wrzesiński";"wielkopolskie";1;1;75;112;15;8;12
4;"Budynek po dawnej szkole podstawowej, Wrąbczynkowskie Holendry 13, 62-310 Pyzdry";303004;"gm. Pyzdry";"wrzesiński";"wielkopolskie";1;1;129;220;38;13;8
5;"Samorządowa Szkoła Podstawowa, Górne Grądy 2, 62-310 Pyzdry";303004;"gm. Pyzdry";"wrzesiński";"wielkopolskie";1;1;145;154;41;16;17
6;"Samorządowa Szkoła Podstawowa, Lisewo 108, 62-310 Pyzdry";303004;"gm. Pyzdry";"wrzesiński";"wielkopolskie";1;1;55;148;26;0;9
7;"Świetlica Wiejska w Ratajach, Rataje 22, 62-310 Pyzdry";303004;"gm. Pyzdry";"wrzesiński";"wielkopolskie";1;1;145;116;22;5;15
8;"Warsztaty Terapii Zajęciowej, Ruda Komorska 1, 62-310 Pyzdry";303004;"gm. Pyzdry";"wrzesiński";"wielkopolskie";1;1;46;117;17;7;12
1;"Ratusz, ul. Ratuszowa 1, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;625;296;115;27;38
2;"Urząd Stanu Cywilnego, ul. Fryderyka Chopina 9, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;469;260;97;14;23
3;"Wrzesińskie Obiekty Sportowo-Rekreacyjne, ul. Świętokrzyska 14 - 16, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;1121;521;176;29;53
4;"Samorządowa Szkoła Podstawowa nr 1, ul. Szkolna 1, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;1143;304;169;40;64
5;"Samorządowa Szkoła Podstawowa nr 3, ul. Kosynierów 32, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;705;367;131;33;32
6;"Samorządowa Szkoła Podstawowa nr 3, ul. Kosynierów 32, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;729;265;119;33;36
7;"Liceum Ogólnokształcące, ul. Witkowska 1, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;488;221;68;22;20
8;"Zespół Szkół Politechnicznych, ul. Wojska Polskiego 1, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;576;259;102;23;31
9;"Samorządowa Szkoła Podstawowa nr 6, ul. Słowackiego 41, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;1207;420;190;50;72
10;"Samorządowa Szkoła Podstawowa nr 6, ul. Stefana Batorego 8, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;560;361;66;26;40
11;"Wrzesińska Spółdzielnia Mieszkaniowa, ul. Kilińskiego 10, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;605;295;89;26;26
12;"Zespół Szkół Technicznych i Ogólnokształcących, ul. Kaliska 2a, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;757;381;109;37;46
13;"Zespół Szkół Technicznych i Ogólnokształcących, ul. Kaliska 2a, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;644;322;100;30;41
14;"Samorządowa Szkoła Podstawowa nr 2, ul. Kościuszki 24, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;784;408;110;40;47
15;"Dom Młodzieżowy, Sokołowo ul. Szlachecka 1, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;232;184;48;16;9
16;"Samorządowa Szkoła Podstawowa, ul. ks. Twardego 22, 62-301 Marzenin";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;243;301;56;18;18
17;"Zespół Szkół Społecznych, Grzybowo 32, 62-309 Grzybowo";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;137;86;38;8;12
18;"Świetlica, Gutowo Małe ul. Centralna 22, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;274;132;44;9;17
19;"Wiejski Dom Kultury, Sędziwojewo 69, 62-302 Węgierki";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;197;121;41;14;10
20;"Świetlica, Psary Polskie 126, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;382;188;80;16;14
21;"Świetlica, Psary Małe ul. Długa 18, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;527;223;87;18;21
22;"Świetlica, Chocicza Wielka 21, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;149;115;36;7;13
23;"Wiejski Dom Kultury, Obłaczkowo 102, 62-323 Chwalibogowo";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;209;131;31;9;6
24;"Samorządowa Szkoła Podstawowa, Chwalibogowo 38, 62-323 Chwalibogowo";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;150;221;46;13;17
25;"Samorządowa Szkoła Podstawowa, ul. Kaliska 1a, 62-303 Kaczanowo";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;380;184;78;16;25
26;"Świetlica, Bierzglinek ul. Klonowa 39, 62-303 Kaczanowo";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;496;243;110;19;31
27;"Świetlica, Gozdowo 57, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;230;88;11;3;10
28;"Wiejski Dom Kultury, ul. Wrzesińska 30, 62-302 Węgierki";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;207;182;37;20;11
29;"Świetlica w Bierzglinie, Bierzglin 27, 62-302 Węgierki";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;93;68;13;4;10
30;"Niepubliczne Przedszkole , , Grzybek'' w Kleparzu, Kleparz 30, 62-309 Grzybowo";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;42;52;11;1;4
31;"Świetlica wiejska w Nowej Wsi Królewskiej, Nowa Wieś Królewska 12, 62-304 Nowa Wieś Królewska";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;75;75;17;4;5
32;"Samorządowa Szkoła Podstawowa w Nowym Folwarku, Nowy Folwark ul. Nowa 5, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;261;127;29;5;12
33;"Świetlica wiejska w Osowie, Osowo 10A, 62-304 Nowa Wieś Królewska";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;61;40;22;5;3
34;"Samorządowa Szkoła Podstawowa w Otocznej, Otoczna 12, 62-302 Węgierki";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;76;64;15;3;6
35;"Świetlica wiejska w Słomowie, Słomowo 39, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;167;106;30;11;3
36;"Świetlica wiejska w Sobiesierniach, Sobiesiernie 17, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;60;82;17;6;1
37;"Świetlica wiejska w Sołecznie, Sołeczno 29, 62-302 Węgierki";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;70;37;8;1;4
38;"Szpital Powiatowy we Wrześni Sp. z o. o., ul. Słowackiego 2, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;21;24;2;1;3
39;"Dom Pomocy Społecznej, ul. Szkolna 25, 62-300 Września";303005;"gm. Września";"wrzesiński";"wielkopolskie";1;1;6;1;1;1;0
