"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"RADO Michał Marcin - KW BEZPARTYJNI SAMORZĄDOWCY";"UJAZDOWSKI Kazimierz Michał - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"OBREMSKI Jarosław Wojciech - KW PRAWO I SPRAWIEDLIWOŚĆ"
1;"SPZOZ Ośrodek Rehabilitacji Dzieci Niepełnosprawnych, ul. Osiedle Kazimierza Wielkiego 25, 56-200 Góra";20401;"gm. Góra";"górowski";"dolnośląskie";1;1;140;364;303
2;"Ośrodek Pomocy Społecznej, ul. Poznańska 23, 56-200 Góra";20401;"gm. Góra";"górowski";"dolnośląskie";1;1;148;620;359
3;"Szkoła Podstawowa Nr 3, ul. Podwale 20, 56-200 Góra";20401;"gm. Góra";"górowski";"dolnośląskie";1;1;171;486;424
4;"Szkoła Podstawowa Nr 1, ul. Szkolna 2, 56-200 Góra";20401;"gm. Góra";"górowski";"dolnośląskie";1;1;86;361;209
5;"Szkoła Podstawowa Nr 3, ul. Poznańska 2, 56-200 Góra";20401;"gm. Góra";"górowski";"dolnośląskie";1;1;90;271;183
6;"Zespół Żłobek i Klub Dziecięcy, ul. Piastów 34, 56-200 Góra";20401;"gm. Góra";"górowski";"dolnośląskie";1;1;95;261;244
7;"Szkoła Podstawowa Nr 1, ul. Marii Konopnickiej 2, 56-200 Góra";20401;"gm. Góra";"górowski";"dolnośląskie";1;1;394;763;181
8;"Filia biblioteczna, Czernina ul. Rynek 8, 56-200 Góra";20401;"gm. Góra";"górowski";"dolnośląskie";1;1;108;235;254
9;"Świetlica Wiejska, Kłoda Górowska 45, 56-200 Góra";20401;"gm. Góra";"górowski";"dolnośląskie";1;1;45;136;200
10;"Świetlica Wiejska, Stara Góra 33A, 56-200 Góra";20401;"gm. Góra";"górowski";"dolnośląskie";1;1;119;336;323
11;"Zespół Szkoła Podstawowa i Przedszkole, Witoszyce 10, 56-200 Góra";20401;"gm. Góra";"górowski";"dolnośląskie";1;1;79;234;236
12;"Przedszkole Publiczne, Glinka 6, 56-200 Góra";20401;"gm. Góra";"górowski";"dolnośląskie";1;1;80;172;166
13;"Świetlica Wiejska, Ślubów 22A, 56-200 Góra";20401;"gm. Góra";"górowski";"dolnośląskie";1;1;42;79;74
1;"Dom Kultury, Luboszyce 15, 56-209 Jemielno";20402;"gm. Jemielno";"górowski";"dolnośląskie";1;1;68;148;184
2;"Urząd Gminy Jemielno, Jemielno 81, 56-209 Jemielno";20402;"gm. Jemielno";"górowski";"dolnośląskie";1;1;90;135;218
3;"Świetlica Wiejska, Psary 44, 56-209 Jemielno";20402;"gm. Jemielno";"górowski";"dolnośląskie";1;1;47;109;197
4;"Świetlica Wiejska, Kietlów 1, 56-209 Jemielno";20402;"gm. Jemielno";"górowski";"dolnośląskie";1;1;26;28;105
1;"Zespół Szkół w Sicinach, Siciny 78, 56-215 Niechlów";20403;"gm. Niechlów";"górowski";"dolnośląskie";1;1;120;201;327
2;"Gminny Ośrodek Kultury, ul. Dworcowa 9, 56-215 Niechlów";20403;"gm. Niechlów";"górowski";"dolnośląskie";1;1;126;168;314
3;"Świetlica wiejska, Lipowiec 16, 56-215 Niechlów";20403;"gm. Niechlów";"górowski";"dolnośląskie";1;1;53;124;328
4;"Świetlica wiejska w Naratowie, Naratów 21, 56-215 Niechlów";20403;"gm. Niechlów";"górowski";"dolnośląskie";1;1;74;134;191
1;"Szkoła Podstawowa, Czarnoborsko 10, 56-210 Wąsosz";20404;"gm. Wąsosz";"górowski";"dolnośląskie";1;1;88;222;311
2;"Ośrodek Pomocy Społecznej, ul. Krzywa 11, 56-210 Wąsosz";20404;"gm. Wąsosz";"górowski";"dolnośląskie";1;1;209;669;468
3;"Zespół Placówek Kultury, ul. Zacisze 10D, 56-210 Wąsosz";20404;"gm. Wąsosz";"górowski";"dolnośląskie";1;1;41;88;77
4;"Szkoła Podstawowa, Pobiel 75, 56-210 Wąsosz";20404;"gm. Wąsosz";"górowski";"dolnośląskie";1;1;48;82;108
5;"Świetlica wiejska, Kamień Górowski 8A, 56-210 Wąsosz";20404;"gm. Wąsosz";"górowski";"dolnośląskie";1;1;68;135;222
6;"Świetlica Wiejska, Cieszkowice 41, 56-210 Wąsosz";20404;"gm. Wąsosz";"górowski";"dolnośląskie";1;1;30;62;59
7;"Świetlica Wiejska, Czeladź Wielka 48, 56-210 Wąsosz";20404;"gm. Wąsosz";"górowski";"dolnośląskie";1;1;28;70;133
8;"Świetlica Wiejska, Lubiel 37, 56-210 Wąsosz";20404;"gm. Wąsosz";"górowski";"dolnośląskie";1;1;39;64;133
1;"Szkoła Podstawowa w Cieszkowie, ul. Grunwaldzka 3, 56-330 Cieszków";21301;"gm. Cieszków";"milicki";"dolnośląskie";1;1;237;642;627
2;"Świetlica wiejska w Trzebicku, Trzebicko 33, 56-330 Cieszków";21301;"gm. Cieszków";"milicki";"dolnośląskie";1;1;55;101;165
3;"Szkoła Podstawowa w Pakosławsku, Pakosławsko 58, 56-330 Cieszków";21301;"gm. Cieszków";"milicki";"dolnośląskie";1;1;83;265;246
1;"Centrum Edukacyjno-Turystyczno-Sportowe w Krośnicach, ul. Sanatoryjna 19, 56-320 Krośnice";21302;"gm. Krośnice";"milicki";"dolnośląskie";1;1;205;524;449
2;"Szkoła Podstawowa im. Piastów Śląskich w Bukowicach, ul. Wrocławska 43, 56-321 Bukowice";21302;"gm. Krośnice";"milicki";"dolnośląskie";1;1;250;621;704
3;"Szkoła Podstawowa im. Edmunda Bojanowskiego w Kuźnicy Czeszyckiej, Kuźnica Czeszycka 1, 56-320 Kuźnica Czeszycka";21302;"gm. Krośnice";"milicki";"dolnośląskie";1;1;103;234;256
4;"Świetlica środowiskowa i wiejska w Wierzchowicach, ul. Kościelna 15, 56-320 Wierzchowice";21302;"gm. Krośnice";"milicki";"dolnośląskie";1;1;107;265;295
5;"Dom Pomocy Społecznej, ul. Kwiatowa 9, 56-320 Krośnice";21302;"gm. Krośnice";"milicki";"dolnośląskie";1;1;9;12;23
1;"Świetlica Środowiskowa, ul. Aleja Lipowa 1, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;185;536;410
2;"Szkoła Podstawowa Nr 1 w Miliczu, ul. Armii Krajowej 7, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;266;982;567
3;"Zespół Szkół w Miliczu, ul. Trzebnicka 4, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;84;357;194
4;"Szkoła Podstawowa Nr 2 w Miliczu, ul. Mikołaja Kopernika 18, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;198;799;472
5;"Nadleśnictwo Państwowe w Miliczu, ul. Trzebnicka 18, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;104;469;305
6;"Świetlica Wiejska, Bartniki 29, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;37;78;125
7;"Szkoła Podstawowa w Czatkowicach, Czatkowice ul. Szosowa 2, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;60;143;112
8;"Świetlica Wiejska w Gądkowicach, Gądkowice 45a, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;79;133;189
9;"Świetlica Wiejska w Ostrowąsach, Ostrowąsy 31, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;51;76;123
10;"Świetlica Wiejska w Potaszni, Potasznia 12, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;50;132;181
11;"Szkoła Podstawowa w Nowym Zamku, Nowe Grodzisko 9, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;41;90;105
12;"Świetlica Wiejska we Wszewilkach, Wszewilki 51, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;75;210;129
13;"Szkoła Podstawowa w Dunkowej, Dunkowa 1, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;41;58;101
14;"Szkoła Podstawowa w Sułowie, Sułów ul. Szkolna 6, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;155;410;409
15;"Świetlica Wiejska w Sławoszowicach, Sławoszowice ul. 3 Maja 12a, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;101;302;195
16;"Świetlica Wiejska w Piękocinie, Piękocin 38, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;26;46;101
17;"Świetlica Wiejska w Olszy, Olsza 3a, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;29;88;120
18;"Świetlica Wiejska, Kaszowo 34, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;41;89;87
19;"Szkoła Podstawowa im. Wandy Rutkiewicz, Wziąchowo Wielkie 47, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;24;64;93
20;"Świetlica Wiejska w Gogołowicach, Gogołowice 26, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;15;62;72
21;"Świetlica Wiejska, Stawiec 23B, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;32;82;77
22;"Świetlica Wiejska, Piotrkosice 49, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;15;50;67
23;"Świetlica Wiejska, Słączno 2a, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;24;77;100
24;"Świetlica Wiejska, Miłosławice 19c, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;24;51;65
25;"Świetlica Wiejska, Świętoszyn 17a, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;40;85;101
26;"Świetlica Wiejska w Miłochowicach, Miłochowice 16, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;40;107;85
27;"Świetlica Wiejska, Pracze 11, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;46;117;90
28;"Milickie Centrum Medyczne sp. z o. o., ul. Grzybowa 1, 56-300 Milicz";21303;"gm. Milicz";"milicki";"dolnośląskie";1;1;14;38;33
1;"Zespół Szkół Zawodowych im. Marii Skłodowskiej-Curie w Oleśnicy, ul. Wojska Polskiego 67/69, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;152;523;277
2;"Szkoła Podstawowa nr 2 im. Jana Kilińskiego w Oleśnicy, ul. św. Jadwigi 1a, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;117;328;248
3;"Szkoła Podstawowa nr 2 im. Jana Kilińskiego w Oleśnicy, ul. św. Jadwigi 1a, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;123;405;239
4;"Urząd Miasta Oleśnicy, rynek Rynek 1, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;125;504;350
5;"Szkoła Podstawowa nr 7 im. Jana Pawła II w Oleśnicy, ul. 11 Listopada 10, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;154;397;304
6;"Miejski Ośrodek Kultury i Sztuki, ul. Jana Kochanowskiego 4, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;138;397;309
7;"Szkoła Podstawowa nr 4 im. Romana Podoskiego w Oleśnicy, ul. Ignacego Paderewskiego 2, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;138;401;256
8;"Szkoła Podstawowa nr 1 im. Książąt Oleśnickich w Oleśnicy, ul. Armii Krajowej 47, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;127;484;263
9;"Szkoła Podstawowa nr 4 im. Romana Podoskiego w Oleśnicy, ul. Ignacego Paderewskiego 2, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;105;382;287
10;"Szkoła Podstawowa nr 3 im. Podróżników i Odkrywców Polskich w Oleśnicy, ul. Jana Kochanowskiego 8, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;157;392;291
11;"Zespół Szkolno-Przedszkolny Nr 1 w Oleśnicy, ul. gen. Franciszka Kleeberga 4, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;134;474;358
12;"Zespół Szkolno-Przedszkolny Nr 1 w Oleśnicy, ul. gen. Franciszka Kleeberga 4, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;136;529;247
13;"Spółdzielczy Dom Kultury KORELAT w Oleśnicy, ul. Jana Kochanowskiego 5, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;152;546;331
14;"Hala Sportowa OKR Atol w Oleśnicy, ul. Jana Kochanowskiego 2, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;190;676;337
15;"Cech Rzemiosł Różnych oraz Małej i Średniej Przedsiębiorczości w Oleśnicy, ul. Wrocławska 41 - 43, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;166;620;351
16;"Oleśnicka Biblioteka Publiczna, ul. Mikołaja Reja 10, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;189;629;335
17;"Szkoła Podstawowa nr 8 im. Noblistów Polskich w Oleśnicy, ul. Wiejska 35, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;124;531;236
18;"Szkoła Podstawowa nr 7 im. Jana Pawła II w Oleśnicy (wejście od ul. Chopina), ul. Juliusza Słowackiego 4, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;121;396;314
19;"Zespół Szkół Zawodowych im. Marii Skłodowskiej-Curie w Oleśnicy, ul. Wojska Polskiego 67/69, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;168;649;262
20;"Przedszkole nr 6 w Oleśnicy, ul. Kazimierza Wielkiego 7, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;184;607;262
21;"Szkoła Podstawowa nr 3 im. Podróżników i Odkrywców Polskich w Oleśnicy, ul. Jana Kochanowskiego 8, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;189;812;353
22;"Powiatowy Zespół Szpitali-Szpital w Oleśnicy, ul. Armii Krajowej 1, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;14;23;14
23;"Zakład Karny nr 1 we Wrocławiu Oddział Zewnętrzny w Oleśnicy, ul. Wały Jagiellońskie 1, 56-400 Oleśnica";21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";1;1;18;73;20
1;"Centrum Usług Wspólnych w Bierutowie, ul. Kolejowa 7, 56-420 Bierutów";21402;"gm. Bierutów";"oleśnicki";"dolnośląskie";1;1;191;689;522
2;"Zespół Szkół Ponadpodstawowych w Bierutowie, ul. Plac Kościelny 2, 56-420 Bierutów";21402;"gm. Bierutów";"oleśnicki";"dolnośląskie";1;1;155;424;393
3;"Szkoła Podstawowa w Wabienicach, Wabienice 92, 56-420 Bierutów";21402;"gm. Bierutów";"oleśnicki";"dolnośląskie";1;1;31;79;99
4;"Szkoła Podstawowa w Zbytowej, Zbytowa 59a, 56-420 Bierutów";21402;"gm. Bierutów";"oleśnicki";"dolnośląskie";1;1;84;128;199
5;"Budynek po szkole w Posadowicach, Posadowice 7, 56-420 Bierutów";21402;"gm. Bierutów";"oleśnicki";"dolnośląskie";1;1;45;66;92
6;"Budynek po szkole w Solnikach Wielkich, Solniki Wielkie 22, 56-420 Bierutów";21402;"gm. Bierutów";"oleśnicki";"dolnośląskie";1;1;53;91;102
7;"Budynek po szkole w Paczkowie, Paczków 24, 56-420 Bierutów";21402;"gm. Bierutów";"oleśnicki";"dolnośląskie";1;1;26;31;57
8;"Świetlica OSP, Gorzesław 25, 56-420 Bierutów";21402;"gm. Bierutów";"oleśnicki";"dolnośląskie";1;1;42;63;82
9;"Świetlica Wiejska, Jemielna 16, 56-420 Bierutów";21402;"gm. Bierutów";"oleśnicki";"dolnośląskie";1;1;14;45;29
10;"Świetlica Wiejska, Karwiniec 22d, 56-420 Bierutów";21402;"gm. Bierutów";"oleśnicki";"dolnośląskie";1;1;36;112;85
11;"Świetlica Wiejska, Kruszowice 34, 56-420 Bierutów";21402;"gm. Bierutów";"oleśnicki";"dolnośląskie";1;1;12;55;36
12;"Szkoła Podstawowa w Wabienicach, Wabienice 92, 56-420 Bierutów";21402;"gm. Bierutów";"oleśnicki";"dolnośląskie";1;1;35;92;82
13;"Świetlica Wiejska, Solniki Małe 7a, 56-420 Bierutów";21402;"gm. Bierutów";"oleśnicki";"dolnośląskie";1;1;23;97;124
14;"Świetlica Wiejska, Zawidowice 39a, 56-420 Bierutów";21402;"gm. Bierutów";"oleśnicki";"dolnośląskie";1;1;22;46;81
1;"Szkoła Podstawowa im. Ireny Sendlerowej, ul. Parkowa 5, 56-410 Dobroszyce";21403;"gm. Dobroszyce";"oleśnicki";"dolnośląskie";1;1;283;873;600
2;"Szkoła Podstawowa im. Ireny Sendlerowej, ul. Parkowa 5, 56-410 Dobroszyce";21403;"gm. Dobroszyce";"oleśnicki";"dolnośląskie";1;1;253;640;541
3;"Szkoła Podstawowa im. Orła Białego, Dobrzeń 9A, 56-410 Dobroszyce";21403;"gm. Dobroszyce";"oleśnicki";"dolnośląskie";1;1;139;339;320
1;"Zespół Szkół w Dziadowej Kłodzie, ul. Słoneczna 5, 56-504 Dziadowa Kłoda";21404;"gm. Dziadowa Kłoda";"oleśnicki";"dolnośląskie";1;1;172;483;263
2;"Szkoła Podstawowa w Miłowicach, Miłowice 27, 56-504 Dziadowa Kłoda";21404;"gm. Dziadowa Kłoda";"oleśnicki";"dolnośląskie";1;1;122;333;307
3;"Świetlica wiejska w Dalborowicach, Dalborowice ul. Namysłowska 19, 56-504 Dziadowa Kłoda";21404;"gm. Dziadowa Kłoda";"oleśnicki";"dolnośląskie";1;1;82;259;215
1;"Miejsko-Gminny Ośrodek Kultury w Międzyborzu, ul. Wrocławska 8, 56-513 Międzybórz";21405;"gm. Międzybórz";"oleśnicki";"dolnośląskie";1;1;107;271;210
2;"Miejsko-Gminny Ośrodek Kultury w Międzyborzu, ul. Wrocławska 8, 56-513 Międzybórz";21405;"gm. Międzybórz";"oleśnicki";"dolnośląskie";1;1;104;345;187
3;"Szkoła Podstawowa im. Jerzego Badury w Międzyborzu, ul. Wrocławska 6 - 6a, 56-513 Międzybórz";21405;"gm. Międzybórz";"oleśnicki";"dolnośląskie";1;1;63;143;142
4;"Świetlica wiejska w Bukowinie Sycowskiej, Bukowina Sycowska 20A, 56-513 Międzybórz";21405;"gm. Międzybórz";"oleśnicki";"dolnośląskie";1;1;98;254;209
5;"Świetlica Wiejska, Klonów 27, 56-513 Międzybórz";21405;"gm. Międzybórz";"oleśnicki";"dolnośląskie";1;1;29;73;77
6;"Świetlica Wiejska, Kraszów 35A, 56-513 Międzybórz";21405;"gm. Międzybórz";"oleśnicki";"dolnośląskie";1;1;45;72;86
1;"Świetlica Wiejska w Bystrem, Bystre ul. Wrocławska 14, 56-400 Oleśnica";21406;"gm. Oleśnica";"oleśnicki";"dolnośląskie";1;1;107;287;188
2;"Szkoła Podstawowa w Ligocie Małej im. UNICEF, Ligota Mała 15, 56-400 Oleśnica";21406;"gm. Oleśnica";"oleśnicki";"dolnośląskie";1;1;179;450;357
3;"Szkoła Podstawowa w Ligocie Polskiej, Ligota Polska 3, 56-400 Oleśnica";21406;"gm. Oleśnica";"oleśnicki";"dolnośląskie";1;1;231;527;426
4;"Świetlica Wiejska w Boguszycach, Boguszyce 118a, 56-400 Oleśnica";21406;"gm. Oleśnica";"oleśnicki";"dolnośląskie";1;1;97;328;266
5;"Szkoła Podstawowa we Wszechświętem, Wszechświęte 16b, 56-400 Oleśnica";21406;"gm. Oleśnica";"oleśnicki";"dolnośląskie";1;1;87;298;245
6;"Szkoła Podstawowa w Smolnej im. Kawalerów Orderu Uśmiechu, Smolna 70, 56-400 Oleśnica";21406;"gm. Oleśnica";"oleśnicki";"dolnośląskie";1;1;215;486;369
7;"Szkoła Podstawowa w Sokołowicach im. Orła Białego, Sokołowice 24, 56-400 Oleśnica";21406;"gm. Oleśnica";"oleśnicki";"dolnośląskie";1;1;231;799;434
8;"Świetlica Wiejska w Smardzowie, Smardzów ul. Wrocławska 12, 56-400 Oleśnica";21406;"gm. Oleśnica";"oleśnicki";"dolnośląskie";1;1;161;425;331
9;"Świetlica Wiejska w Nieciszowie, Nieciszów 5A, 56-400 Oleśnica";21406;"gm. Oleśnica";"oleśnicki";"dolnośląskie";1;1;77;315;126
10;"Powiatowy Dom Pomocy Społecznej w Ostrowinie, Ostrowina 21, 56-400 Oleśnica";21406;"gm. Oleśnica";"oleśnicki";"dolnośląskie";1;1;7;6;22
1;"Publiczne Przedszkole nr 1, ul. Kaliska 8, 56-500 Syców";21407;"gm. Syców";"oleśnicki";"dolnośląskie";1;1;217;829;382
2;"Szkoła Podstawowa nr 2, ul. Adama Mickiewicza 5, 56-500 Syców";21407;"gm. Syców";"oleśnicki";"dolnośląskie";1;1;159;602;382
3;"Biblioteka Publiczna w Sycowie, ul. Kościelna 3A, 56-500 Syców";21407;"gm. Syców";"oleśnicki";"dolnośląskie";1;1;184;793;330
4;"Sala Ślubów Urzędu Stanu Cywilnego w Sycowie, pl. Wolności 7/3, 56-500 Syców";21407;"gm. Syców";"oleśnicki";"dolnośląskie";1;1;173;674;355
5;"Szkoła Podstawowa w Stradomi Wierzchniej, Stradomia Wierzchnia 64, 56-500 Syców";21407;"gm. Syców";"oleśnicki";"dolnośląskie";1;1;71;279;201
6;"Szkoła Podstawowa w Drołtowicach, Drołtowice 12, 56-500 Syców";21407;"gm. Syców";"oleśnicki";"dolnośląskie";1;1;37;110;73
7;"Szkoła Podstawowa w Działoszy, Działosza 62, 56-500 Syców";21407;"gm. Syców";"oleśnicki";"dolnośląskie";1;1;134;285;206
8;"Publiczne Przedszkole nr 2 w Sycowie, ul. Komorowska 2, 56-500 Syców";21407;"gm. Syców";"oleśnicki";"dolnośląskie";1;1;96;410;187
9;"Świetlica wiejska, Ślizów 80d, 56-500 Syców";21407;"gm. Syców";"oleśnicki";"dolnośląskie";1;1;40;160;98
10;"Świetlica wiejska w Wiosce, Wioska 19a, 56-500 Syców";21407;"gm. Syców";"oleśnicki";"dolnośląskie";1;1;97;438;175
11;"Świetlica wiejska w Szczodrowie, Szczodrów 38, 56-500 Syców";21407;"gm. Syców";"oleśnicki";"dolnośląskie";1;1;44;165;128
12;"Świetlica wiejska w Biskupicach, Biskupice 32, 56-500 Syców";21407;"gm. Syców";"oleśnicki";"dolnośląskie";1;1;35;95;61
13;"Świetlica wiejska w Zawadzie, Zawada 12a, 56-500 Syców";21407;"gm. Syców";"oleśnicki";"dolnośląskie";1;1;54;95;84
14;"Powiatowy Zespół Szpitali-Szpital w Sycowie, ul. Oleśnicka 25, 56-500 Syców";21407;"gm. Syców";"oleśnicki";"dolnośląskie";1;1;2;13;15
1;"Szkoła Podstawowa nr 2 im. Jana Pawła II, ul. Stefana Batorego 5, 56-416 Twardogóra";21408;"gm. Twardogóra";"oleśnicki";"dolnośląskie";1;1;244;693;544
2;"Szkoła Podstawowa nr 2 im. Jana Pawła II, ul. św. Jadwigi 7, 56-416 Twardogóra";21408;"gm. Twardogóra";"oleśnicki";"dolnośląskie";1;1;202;669;425
3;"Zakład Gospodarki Mieszkaniowej, ul. 1 Maja 2, 56-416 Twardogóra";21408;"gm. Twardogóra";"oleśnicki";"dolnośląskie";1;1;251;774;539
4;"Szkoła Podstawowa nr 2 im. Jana Pawła II, ul. Stefana Batorego 5, 56-416 Twardogóra";21408;"gm. Twardogóra";"oleśnicki";"dolnośląskie";1;1;105;315;294
5;"Szkoła Podstawowa, Goszcz ul. Szkolna 1, 56-416 Twardogóra";21408;"gm. Twardogóra";"oleśnicki";"dolnośląskie";1;1;228;463;485
6;"Szkoła Podstawowa, Grabowno Wielkie 139a, 56-416 Twardogóra";21408;"gm. Twardogóra";"oleśnicki";"dolnośląskie";1;1;92;193;162
1;"Przedszkole Miejskie Nr 4, ul. 1 Maja 33, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;215;361;251
2;"Szkoła Podstawowa Nr 5, ul. Kamienna 8, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;212;417;278
3;"Oławskie Centrum Rozwoju Społecznego, ul. 3 Maja 18i/u, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;258;477;266
4;"Klub ""Parnas"", ul. 1 Maja 13, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;132;243;212
5;"Stowarzyszenie Pomocy Dzieciom ""Tęcza"" Centrum Terapeutyczno-Rehabilitacyjne, ul. 3 Maja 18k/u, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;143;255;176
6;"Świetlica Środowiskowa, ul. Młyńska 12b, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;250;533;434
7;"Żłobek Miejski, ul. Bolesława Chrobrego 106a, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;159;345;320
8;"Szkoła Podstawowa Nr 6, ul. Sportowa 6, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;326;595;424
9;"Liceum Ogólnokształcące Nr I, pl. Zamkowy 10, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;237;464;330
10;"Ośrodek Kultury, ul. 11 Listopada 27, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;239;448;389
11;"Centrum Kształcenia Zawodowego i Ustawicznego, ul. ks. Franciszka Kutrowskiego 31, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;196;508;271
12;"Centrum Kształcenia Zawodowego i Ustawicznego, ul. ks. Franciszka Kutrowskiego 31, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;210;442;274
13;"Szkoła Podstawowa Nr 4, ul. Władysława Broniewskiego 6, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;399;777;370
14;"Szkoła Podstawowa Nr 4, ul. Władysława Broniewskiego 6, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;457;1053;367
15;"Zespół Szkolno-Przedszkolny Nr 1, ul. Jarosława Iwaszkiewicza 11, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;378;747;383
16;"Zespół Szkolno-Przedszkolny Nr 1, ul. Jarosława Iwaszkiewicza 11, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;198;393;309
17;"Zespół Szkolno-Przedszkolny Nr 1, ul. Jarosława Iwaszkiewicza 11b, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;223;443;321
18;"Zespół Opieki Zdrowotnej w Oławie, ul. Krzysztofa Kamila Baczyńskiego 1, 55-200 Oława";21501;"m. Oława";"oławski";"dolnośląskie";1;1;4;14;7
