"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"CHRZANOWSKI Marek - KW BEZPARTYJNI SAMORZĄDOWCY";"MAZUR Marek Marian - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DOBKOWSKI Wiesław Józef - KW PRAWO I SPRAWIEDLIWOŚĆ";"KWAPISIEWICZ Marek Łukasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"JANOWSKA Małgorzata Monika - KW POLSKA JEST JEDNA"
1;"II Liceum Ogólnokształcące, ul. Czapliniecka 72, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;151;534;352;79;128
2;"II Liceum Ogólnokształcące, ul. Czapliniecka 72, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;110;192;332;79;105
3;"Szkoła Podstawowa Nr 4, ul. Lipowa 11, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;195;435;448;133;168
4;"Szkoła Podstawowa Nr 8, os. osiedle Dolnośląskie 112A, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;168;328;435;88;104
5;"III Liceum Ogólnokształcące, ul. Edwardów 5, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;199;332;391;81;133
6;"III Liceum Ogólnokształcące, ul. Edwardów 5, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;169;405;386;84;109
7;"Przedszkole Samorządowe Nr 5, os. osiedle Dolnośląskie 222a, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;123;387;391;91;106
8;"Zespół Szkolno-Przedszkolny Nr 9, os. osiedle Dolnośląskie 204A, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;137;279;394;89;115
9;"Zespół Szkolno-Przedszkolny Nr 9, os. osiedle Dolnośląskie 204A, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;146;279;382;109;112
10;"Zespół Szkolno-Przedszkolny Nr 9, os. osiedle Dolnośląskie 204A, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;166;270;455;84;109
11;"Przedszkole Samorządowe Nr 2, ul. Ignacego Jana Paderewskiego 3, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;138;320;314;75;101
12;"Szkoła Podstawowa Nr 13, ul. Juliusza Słowackiego 8, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;164;355;354;106;116
13;"Szkoła Podstawowa Nr 13, ul. Juliusza Słowackiego 8, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;178;543;356;136;165
14;"Szkoła Podstawowa Nr 5, ul. Szkolna 10, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;193;328;514;82;180
15;"Przedszkole Samorządowe Nr 6, ul. Witolda Budryka 12, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;137;303;385;91;132
16;"Szkoła Podstawowa Nr 12, ul. Witolda Budryka 7, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;132;295;438;85;116
17;"Szkoła Podstawowa Nr 12, ul. Witolda Budryka 7, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;127;484;322;91;129
18;"Szkoła Podstawowa Nr 1, ul. Dąbrowskiego 11, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;159;516;445;121;135
19;"Szkoła Podstawowa Nr 1, ul. Dąbrowskiego 11, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;149;394;501;83;103
20;"Szkoła Podstawowa Nr 1, ul. Dąbrowskiego 11, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;156;335;546;33;117
21;"Szkoła Podstawowa Nr 3, ul. Sienkiewicza 25, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;208;553;507;126;206
22;"Szkoła Podstawowa Nr 3, ul. Sienkiewicza 25, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;208;389;459;115;127
23;"Urząd Miasta Bełchatowa, ul. Generała Czyżewskiego 7, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;234;470;472;123;163
24;"Przedszkole Samorządowe Nr 4, os. osiedle 1 Maja 8, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;168;334;481;98;120
25;"Miejska i Powiatowa Biblioteka Publiczna, ul. Kościuszki 9, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;143;327;328;60;76
26;"Miejskie Centrum Kultury, pl. Plac Narutowicza 1a, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;143;275;315;82;103
27;"Szpital Wojewódzki im. Jana Pawła II, ul. Czapliniecka 123, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;13;36;68;10;17
28;"Dom Pomocy Społecznej, ul. Dąbrowskiego 2, 97-400 Bełchatów";100101;"m. Bełchatów";"bełchatowski";"łódzkie";1;1;15;5;11;2;4
1;"Zespół Szkolno-Przedszkolny w Dobrzelowie, ul. Górna 7, 97-400 Bełchatów";100102;"gm. Bełchatów";"bełchatowski";"łódzkie";1;1;142;450;518;123;400
2;"Szkoła Podstawowa w Dobiecinie, Korczew 37, 97-400 Bełchatów";100102;"gm. Bełchatów";"bełchatowski";"łódzkie";1;1;76;204;266;76;167
3;"Zespół Szkolno-Przedszkolny w Janowie, Janów 1, 97-400 Bełchatów";100102;"gm. Bełchatów";"bełchatowski";"łódzkie";1;1;71;150;235;67;80
4;"Zespół Szkolno-Przedszkolny w Łękawie, Łękawa 4, 97-400 Bełchatów";100102;"gm. Bełchatów";"bełchatowski";"łódzkie";1;1;42;104;245;52;253
5;"Strażnica Ochotniczej Straży Pożarnej w Oleśniku, Oleśnik 59, 97-400 Bełchatów";100102;"gm. Bełchatów";"bełchatowski";"łódzkie";1;1;130;254;375;93;210
6;"Zespół Szkolno-Przedszkolny w Domiechowicach, Domiechowice ul. Grabowa 80, 97-400 Bełchatów";100102;"gm. Bełchatów";"bełchatowski";"łódzkie";1;1;98;354;433;90;214
7;"Świetlica Wiejska w Mikorzycach, Mikorzyce 2, 97-400 Bełchatów";100102;"gm. Bełchatów";"bełchatowski";"łódzkie";1;1;33;61;100;24;51
8;"Zespół Szkolno-Przedszkolny w Kurnosie Drugim, Kurnos Drugi 175, 97-400 Bełchatów";100102;"gm. Bełchatów";"bełchatowski";"łódzkie";1;1;54;117;189;43;84
9;"Centrum Kultury i Sportu Gminy Bełchatów, Zdzieszulice Dolne 20a, 97-400 Bełchatów";100102;"gm. Bełchatów";"bełchatowski";"łódzkie";1;1;73;163;259;54;138
1;"Szkoła Podstawowa w Wadlewie, Wadlew 59, 97-403 Drużbice";100103;"gm. Drużbice";"bełchatowski";"łódzkie";1;1;40;93;227;33;38
2;"Szkoła Podstawowa w Wadlewie, Wadlew 59, 97-403 Drużbice";100103;"gm. Drużbice";"bełchatowski";"łódzkie";1;1;21;87;204;35;29
3;"Zespół Szkolno-Przedszkolny w Drużbicach, Drużbice 15, 97-403 Drużbice";100103;"gm. Drużbice";"bełchatowski";"łódzkie";1;1;52;144;179;50;47
4;"Zespół Szkolno-Przedszkolny w Drużbicach, Drużbice 15, 97-403 Drużbice";100103;"gm. Drużbice";"bełchatowski";"łódzkie";1;1;50;140;247;50;65
5;"Budynek byłej Szkoły Podstawowej w Suchcicach, Suchcice 61, 97-403 Drużbice";100103;"gm. Drużbice";"bełchatowski";"łódzkie";1;1;39;120;244;39;70
6;"Szkoła Podstawowa w Rasach, Rasy 27, 97-403 Drużbice";100103;"gm. Drużbice";"bełchatowski";"łódzkie";1;1;57;155;268;51;92
1;"Dom Kultury w Żłobnicy, Żłobnica 25, 97-410 Kleszczów";100104;"gm. Kleszczów";"bełchatowski";"łódzkie";1;1;46;99;150;59;23
2;"Szkoła Podstawowa w Kleszczowie, ul. Szkolna 4, 97-410 Kleszczów";100104;"gm. Kleszczów";"bełchatowski";"łódzkie";1;1;122;467;381;127;67
3;"Szkoła Podstawowa w Łękińsku, Łękińsko ul. Szkolna 20, 97-410 Kleszczów";100104;"gm. Kleszczów";"bełchatowski";"łódzkie";1;1;86;252;263;85;28
4;"Publiczne Przedszkole Samorządowe w Łuszczanowicach, Łuszczanowice ul. Turkusowa 8, 97-410 Kleszczów";100104;"gm. Kleszczów";"bełchatowski";"łódzkie";1;1;115;258;315;129;46
5;"Dom Kultury w Czyżowie, Czyżów ul. Stalowa 54, 97-410 Kleszczów";100104;"gm. Kleszczów";"bełchatowski";"łódzkie";1;1;24;49;91;24;9
6;"Dom Kultury w Wolicy, Wolica 120, 97-410 Kleszczów";100104;"gm. Kleszczów";"bełchatowski";"łódzkie";1;1;41;80;138;65;12
7;"Dom Pomocy Społecznej Św. Barbary, ul. Ogrodowa 1, 97-410 Kleszczów";100104;"gm. Kleszczów";"bełchatowski";"łódzkie";1;1;7;3;16;3;5
1;"Zespół Szkół im. Wandy Malczewskiej w Klukach, ul. Szkolna 4, 97-415 Kluki";100105;"gm. Kluki";"bełchatowski";"łódzkie";1;1;114;272;459;103;142
2;"Szkoła Podstawowa im. św. Jana Pawła II w Kaszewicach, Kaszewice 48, 97-415 Kluki";100105;"gm. Kluki";"bełchatowski";"łódzkie";1;1;77;143;392;75;119
3;"Szkoła Podstawowa im. Wandy Malczewskiej w Parznie, Parzno 33, 97-415 Kluki";100105;"gm. Kluki";"bełchatowski";"łódzkie";1;1;56;148;191;56;83
4;"Remiza OSP w Strzyżewicach, Strzyżewice 51, 97-415 Kluki";100105;"gm. Kluki";"bełchatowski";"łódzkie";1;1;19;28;43;9;16
5;"Dom Seniora ""Pomocna Dłoń"" Caritas Archidiecezji Łódzkiej, Kaszewice 11A, 97-415 Kluki";100105;"gm. Kluki";"bełchatowski";"łódzkie";1;1;3;3;8;0;4
1;"Urząd Gminy w Ruścu, ul. Wieluńska 35, 97-438 Rusiec";100106;"gm. Rusiec";"bełchatowski";"łódzkie";1;1;51;160;232;43;80
2;"Gminny Ośrodek Kultury w Ruścu, ul. Koniecpolskiego 5, 97-438 Rusiec";100106;"gm. Rusiec";"bełchatowski";"łódzkie";1;1;53;218;320;60;100
3;"Zespół Szkolno-Przedszkolny w Woli Wiązowej, Wola Wiązowa 42, 97-438 Rusiec";100106;"gm. Rusiec";"bełchatowski";"łódzkie";1;1;55;180;253;59;179
4;"Budynek byłego Domu Dziecka w Dąbrowie Rusieckiej, Dąbrowa Rusiecka 51, 97-438 Rusiec";100106;"gm. Rusiec";"bełchatowski";"łódzkie";1;1;23;75;129;25;85
5;"Budynek byłej Szkoły Podstawowej w Dąbrówkach Kobylańskich, Dąbrówki Kobylańskie 28, 97-438 Rusiec";100106;"gm. Rusiec";"bełchatowski";"łódzkie";1;1;17;85;172;31;109
6;"Ochotnicza Straż Pożarna w Jastrzębicach, Jastrzębice 26A, 97-438 Rusiec";100106;"gm. Rusiec";"bełchatowski";"łódzkie";1;1;12;30;68;12;37
1;"Świetlica Wiejska w Lubcu, Lubiec 61b, 97-420 Szczerców";100107;"gm. Szczerców";"bełchatowski";"łódzkie";1;1;21;56;177;28;46
2;"Zespół Szkół Ponadpodstawowych w Szczercowie, ul. J. Piłsudskiego 66, 97-420 Szczerców";100107;"gm. Szczerców";"bełchatowski";"łódzkie";1;1;48;178;273;53;73
3;"Szkoła Podstawowa w Szczercowie, ul. Łaska 8, 97-420 Szczerców";100107;"gm. Szczerców";"bełchatowski";"łódzkie";1;1;74;279;344;63;119
4;"Urząd Gminy w Szczercowie, ul. Pułaskiego 8, 97-420 Szczerców";100107;"gm. Szczerców";"bełchatowski";"łódzkie";1;1;77;296;350;97;119
5;"Szkoła Podstawowa w Szczercowie, ul. Rzeczna 7, 97-420 Szczerców";100107;"gm. Szczerców";"bełchatowski";"łódzkie";1;1;78;203;505;112;111
6;"Szkoła Podstawowa w Chabielicach, Chabielice-Kolonia 5, 97-420 Szczerców";100107;"gm. Szczerców";"bełchatowski";"łódzkie";1;1;56;125;335;62;65
7;"Szkoła Podstawowa w Osinach, Osiny 13, 97-420 Szczerców";100107;"gm. Szczerców";"bełchatowski";"łódzkie";1;1;41;98;173;40;18
1;"Szkoła Podstawowa, Kociszew 32, 97-425 Zelów";100108;"gm. Zelów";"bełchatowski";"łódzkie";1;1;89;183;302;64;55
2;"Szkoła Podstawowa, Łobudzice 54, 97-425 Zelów";100108;"gm. Zelów";"bełchatowski";"łódzkie";1;1;143;185;325;60;57
3;"Szkoła Podstawowa, Wygiełzów 17, 97-425 Zelów";100108;"gm. Zelów";"bełchatowski";"łódzkie";1;1;131;211;516;67;83
4;"Ochotnicza Straż Pożarna, Pożdżenice 140, 97-425 Zelów";100108;"gm. Zelów";"bełchatowski";"łódzkie";1;1;134;143;228;51;45
5;"Zespół Szkół Ogólnokształcących, ul. Jana Kilińskiego 40, 97-425 Zelów";100108;"gm. Zelów";"bełchatowski";"łódzkie";1;1;135;291;444;79;76
6;"Miejsko-Gminny Ośrodek Pomocy Społecznej, ul. Piotrkowska 12, 97-425 Zelów";100108;"gm. Zelów";"bełchatowski";"łódzkie";1;1;171;324;397;78;68
7;"Szkoła Podstawowa Nr 2, ul. Tadeusza Kościuszki 40/42, 97-425 Zelów";100108;"gm. Zelów";"bełchatowski";"łódzkie";1;1;72;146;162;33;16
8;"Szkoła Podstawowa Nr 2, ul. Tadeusza Kościuszki 40/42, 97-425 Zelów";100108;"gm. Zelów";"bełchatowski";"łódzkie";1;1;150;254;374;62;69
9;"Szkoła Podstawowa Nr 4, ul. Stefana Żeromskiego 53, 97-425 Zelów";100108;"gm. Zelów";"bełchatowski";"łódzkie";1;1;175;261;472;70;78
10;"Szkoła Podstawowa w Bujnach Szlacheckich, Bujny Szlacheckie 51, 97-425 Zelów";100108;"gm. Zelów";"bełchatowski";"łódzkie";1;1;59;123;189;42;30
11;"Dom Pomocy Społecznej, Zabłoty 19, 97-425 Zelów";100108;"gm. Zelów";"bełchatowski";"łódzkie";1;1;2;1;20;2;2
