"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"SZYMAŃSKA Halina Barbara - KW PRAWO I SPRAWIEDLIWOŚĆ";"KOCHAN Magdalena Maria - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI"
5;"Świetlica Spółdzielni Mieszkaniowej, ul. Jana Henryka Dąbrowskiego 15, 74-200 Pyrzyce";321205;"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";1;1;438;518
6;"Szkoła Podstawowa z Oddziałami integracyjnymi, ul. Poznańska 2, 74-200 Pyrzyce";321205;"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";1;1;398;585
7;"Świetlica Osiedla, ul. Słoneczna 11, 74-200 Pyrzyce";321205;"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";1;1;293;475
8;"Szkoła Podstawowa, Żabów 8, 74-200 Pyrzyce";321205;"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";1;1;538;611
9;"Szkoła Podstawowa, Okunica 23, 74-200 Pyrzyce";321205;"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";1;1;278;237
10;"Świetlica Wiejska, Brzesko 119, 74-211 Brzesko";321205;"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";1;1;428;311
11;"Świetlica Wiejska, ul. Główna 42A, 74-230 Mielęcin";321205;"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";1;1;153;116
12;"Świetlica Wiejska, Krzemlin 28, 74-230 Mielęcin";321205;"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";1;1;151;183
13;"Świetlica Wiejska, Nowielin 35B, 74-200 Pyrzyce";321205;"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";1;1;115;83
14;"Szpital Powiatowy w Pyrzycach-sala konferencyjna (wejście C, parter), ul. Jana Pawła II 2, 74-200 Pyrzyce";321205;"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";1;1;16;8
1;"Dom Strażaka, Warnice 36A, 74-201 Warnice";321206;"gm. Warnice";"pyrzycki";"zachodniopomorskie";1;1;308;259
2;"Szkoła Podstawowa, Stary Przylep 60, 74-211 Brzesko";321206;"gm. Warnice";"pyrzycki";"zachodniopomorskie";1;1;252;121
3;"Świetlica Wiejska, Barnim 37B, 74-201 Warnice";321206;"gm. Warnice";"pyrzycki";"zachodniopomorskie";1;1;179;175
4;"Świetlica Wiejska, Obryta 38, 74-201 Warnice";321206;"gm. Warnice";"pyrzycki";"zachodniopomorskie";1;1;128;139
1;"Przedszkole Miejskie Nr 5, ul. Lechicka 11, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;489;1001
2;"Szkoła Podstawowa Nr 7, pl. Plac Majdanek 13, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;382;853
3;"Szkoła Podstawowa Nr 2, os. Osiedle Zachód A5, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;339;757
4;"Szkoła Podstawowa Nr 10, ul. Szkolna 2, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;423;1000
5;"Szkoła Podstawowa Nr 11, os. Osiedle Zachód B15, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;313;596
6;"Szkoła Podstawowa Nr 2, os. Osiedle Zachód A5, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;242;605
7;"Przedszkole Miejskie Nr 4, os. Osiedle Zachód B2, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;355;669
8;"Przedszkole Miejskie Nr 3, os. Osiedle Zachód A18, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;353;567
9;"Zespół Szkół Nr 2, os. Osiedle Zachód B15/a, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;327;621
10;"Przedszkole Miejskie Nr 6, ul. Stanisława Niewiadomskiego 14, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;387;759
11;"Szkoła Podstawowa Nr 4, ul. Wielkopolska 30, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;338;774
12;"OHP-Ośrodek Szkolenia i Wychowania, ul. Jugosłowiańska 22a, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;348;575
13;"Zespół Szkół Budowlano-Technicznych, ul. Ceglana 11, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;365;665
14;"Stargardzkie Centrum Kultury, ul. Marszałka Józefa Piłsudskiego 105, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;320;564
15;"Stargardzkie Centrum Kultury, ul. Marszałka Józefa Piłsudskiego 105, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;320;639
16;"Szkoła Podstawowa Nr 1, ul. Henryka Sienkiewicza 8, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;439;667
17;"Szkoła Podstawowa Nr 1, ul. Henryka Sienkiewicza 8, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;386;876
18;"Szkoła Podstawowa Nr 3, ul. Bolesława Limanowskiego 7, 9, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;445;930
19;"Szkoła Podstawowa Nr 3, ul. Bolesława Limanowskiego 7, 9, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;365;706
20;"Stargardzkie Centrum Kultury, ul. Marszałka Józefa Piłsudskiego 105, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;227;535
21;"Młodzieżowy Dom Kultury, ul. Portowa 3, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;262;670
22;"Państwowa Szkoła Muzyczna I i II stopnia, ul. Kazimierza Wielkiego 13, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;257;528
23;"Szkoła Podstawowa Nr 5, ul. Kuśnierzy 7, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;320;563
24;"II Liceum Ogólnokształcące, ul. Mieszka I 4, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;262;467
25;"Przedszkole Miejskie Nr 2, ul. Mieszka I 2, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;255;426
26;"Przedszkole Miejskie Nr 1, ul. Spichrzowa 6, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;275;601
27;"Muzeum Archeologiczno-Historyczne w Stargardzie, ul. Rynek Staromiejski 2-4, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;291;491
28;"I Liceum Ogólnokształcące, ul. Stanisława Staszica 2, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;281;535
29;"Zespół Szkół w Stargardzie, ul. Popiela 2, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;332;682
30;"Zespół Szkolno-Przedszkolny Nr 1, ul. Armii Krajowej 1, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;394;804
31;"Zespół Szkolno-Przedszkolny Nr 1, ul. Armii Krajowej 1, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;357;913
32;"Zespół Szkolno-Przedszkolny Nr 1, ul. Armii Krajowej 1, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;295;1132
33;"Szkoła Podstawowa Nr 8, ul. Romualda Traugutta 16, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;296;469
34;"Zespół Szkół Nr 5, ul. Jana Śniadeckiego 4 - 6, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;364;785
35;"Samodzielny Publiczny Wielospecjalistyczny Zakład Opieki Zdrowotnej w Stargardzie, ul. Wojska Polskiego 27, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;11;15
36;"Samodzielny Publiczny Wielospecjalistyczny Zakład Opieki Zdrowotnej-Szpital Rehabilitacyjny w Stargardzie, ul. Stanisława Staszica 16, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;14;24
37;"Oddział Zewnętrzny w Stargardzie Aresztu Śledczego w Szczecinie, ul. Aleja Żołnierza 42, 73-110 Stargard";321401;"m. Stargard";"stargardzki";"zachodniopomorskie";1;1;62;285
1;"Hol hali wodowiskowo-sportowej, ul. Henryka Dąbrowskiego 15, 73-120 Chociwel";321402;"gm. Chociwel";"stargardzki";"zachodniopomorskie";1;1;150;247
2;"Sala gimnastyczna hali widowiskowo-sportowej, ul. Henryka Dąbrowskiego 15, 73-120 Chociwel";321402;"gm. Chociwel";"stargardzki";"zachodniopomorskie";1;1;362;592
3;"Hol Zespołu Placówek Oświatowych, ul. Henryka Dąbrowskiego 15, 73-120 Chociwel";321402;"gm. Chociwel";"stargardzki";"zachodniopomorskie";1;1;212;400
4;"Świetlica Wiejska w Kani, Kania 17, 73-120 Chociwel";321402;"gm. Chociwel";"stargardzki";"zachodniopomorskie";1;1;70;110
5;"Świetlica Wiejska w Karkowie, Karkowo 1A, 73-120 Chociwel";321402;"gm. Chociwel";"stargardzki";"zachodniopomorskie";1;1;100;98
6;"Świetlica Wiejska w Lisowie, Lisowo 19C, 73-120 Chociwel";321402;"gm. Chociwel";"stargardzki";"zachodniopomorskie";1;1;117;54
7;"Świetlica Wiejska w Bobrownikach, Bobrowniki 10A, 73-120 Chociwel";321402;"gm. Chociwel";"stargardzki";"zachodniopomorskie";1;1;64;57
8;"Świetlica Wiejska w Starzycach, Starzyce 14, 73-120 Chociwel";321402;"gm. Chociwel";"stargardzki";"zachodniopomorskie";1;1;70;55
9;"Świetlica Wiejska w Długiem, Długie 31, 73-120 Chociwel";321402;"gm. Chociwel";"stargardzki";"zachodniopomorskie";1;1;60;63
1;"Urząd Miejski, ul. Stanisława Staszica 1, 73-130 Dobrzany";321403;"gm. Dobrzany";"stargardzki";"zachodniopomorskie";1;1;479;585
2;"Zespół Szkół Publicznych, Przedszkole, ul. Adama Mickiewicza 43, 73-130 Dobrzany";321403;"gm. Dobrzany";"stargardzki";"zachodniopomorskie";1;1;266;196
3;"Świetlica Wiejska w Kozach, Kozy 16A, 73-130 Dobrzany";321403;"gm. Dobrzany";"stargardzki";"zachodniopomorskie";1;1;121;126
4;"Świetlica Wiejska w Szadzku, Szadzko 18C, 73-130 Dobrzany";321403;"gm. Dobrzany";"stargardzki";"zachodniopomorskie";1;1;86;73
5;"Świetlica Wiejska w Ognicy, Ognica 47, 73-130 Dobrzany";321403;"gm. Dobrzany";"stargardzki";"zachodniopomorskie";1;1;73;57
1;"Gminne Centrum Kultury w Dolicach, ul. Wiejska 4, 73-115 Dolice";321404;"gm. Dolice";"stargardzki";"zachodniopomorskie";1;1;343;545
2;"Szkoła Podstawowa, Dobropole Pyrzyckie 7, 73-115 Dolice";321404;"gm. Dolice";"stargardzki";"zachodniopomorskie";1;1;149;133
3;"budynek po byłej Szkole Podstawowej w Sądowie, Sądów 30, 73-115 Dolice";321404;"gm. Dolice";"stargardzki";"zachodniopomorskie";1;1;136;161
4;"Budynek Remizy Ochotniczej Straży Pożarnej w Kolinie, Kolin 59, 73-115 Dolice";321404;"gm. Dolice";"stargardzki";"zachodniopomorskie";1;1;132;196
5;"Szkoła Podstawowa, Rzeplino 62, 73-115 Dolice";321404;"gm. Dolice";"stargardzki";"zachodniopomorskie";1;1;116;177
6;"budynek po byłej Szkole Podstawowej w Żalęcinie, Żalęcino 11, 73-115 Dolice";321404;"gm. Dolice";"stargardzki";"zachodniopomorskie";1;1;139;159
7;"Świetlica Wiejska w Brzezinie, Brzezina 17 C, 73-115 Dolice";321404;"gm. Dolice";"stargardzki";"zachodniopomorskie";1;1;73;82
8;"Świetlica Wiejska w Warszynie, Warszyn 24 A, 73-115 Dolice";321404;"gm. Dolice";"stargardzki";"zachodniopomorskie";1;1;49;32
9;"Świetlica Wiejska w Przewłokach, Przewłoki 41, 73-115 Dolice";321404;"gm. Dolice";"stargardzki";"zachodniopomorskie";1;1;155;124
10;"Świetlica Wiejska w Krępcewie, Krępcewo 46, 73-115 Dolice";321404;"gm. Dolice";"stargardzki";"zachodniopomorskie";1;1;63;81
11;"Świetlica Wiejska w Bralęcinie, Bralęcin 18, 73-115 Dolice";321404;"gm. Dolice";"stargardzki";"zachodniopomorskie";1;1;72;69
12;"Dom Pomocy Społecznej w Dolicach, ul. Wiśniowa 12, 73-115 Dolice";321404;"gm. Dolice";"stargardzki";"zachodniopomorskie";1;1;9;3
1;"Zespół Szkół w Ińsku, ul. Poprzeczna 1, 73-140 Ińsko";321405;"gm. Ińsko";"stargardzki";"zachodniopomorskie";1;1;378;554
2;"Kino Morena, ul. Przybrzeżna 1, 73-140 Ińsko";321405;"gm. Ińsko";"stargardzki";"zachodniopomorskie";1;1;155;238
3;"Świetlica Wiejska w Storkowie, Storkowo 10, 73-140 Ińsko";321405;"gm. Ińsko";"stargardzki";"zachodniopomorskie";1;1;122;96
1;"Centrum Kultury i Rekreacji w Kobylance, ul. Jeziorna 6, 73-108 Kobylanka";321406;"gm. Kobylanka";"stargardzki";"zachodniopomorskie";1;1;254;974
2;"Szkoła Podstawowa w Reptowie, Reptowo 96a, 73-108 Kobylanka";321406;"gm. Kobylanka";"stargardzki";"zachodniopomorskie";1;1;318;578
3;"Świetlica wiejska, Morzyczyn ul. Oświaty 1, 73-108 Kobylanka";321406;"gm. Kobylanka";"stargardzki";"zachodniopomorskie";1;1;340;857
4;"Szkoła Podstawowa im. Jana Brzechwy w Kunowie, Kunowo 45a, 73-110 Stargard";321406;"gm. Kobylanka";"stargardzki";"zachodniopomorskie";1;1;101;116
5;"Świetlica wiejska, Bielkowo 36, 73-108 Bielkowo";321406;"gm. Kobylanka";"stargardzki";"zachodniopomorskie";1;1;106;179
1;"Świetlicka Wiejska w Dzwonowie, Dzwonowo 24, 73-121 Marianowo";321408;"gm. Marianowo";"stargardzki";"zachodniopomorskie";1;1;121;111
2;"Niepubliczna Szkoła Podstawowa w Gogolewie, Gogolewo 18, 73-121 Marianowo";321408;"gm. Marianowo";"stargardzki";"zachodniopomorskie";1;1;148;180
3;"""Dom Strażaka"" w Marianowie, ul. Stargardzka 55, 73-121 Marianowo";321408;"gm. Marianowo";"stargardzki";"zachodniopomorskie";1;1;293;350
4;"Świetlica Wiejska w Sulinie, Sulino 20, 73-121 Marianowo";321408;"gm. Marianowo";"stargardzki";"zachodniopomorskie";1;1;151;113
1;"Centrum Kultury i Rekreacji, Stara Dąbrowa 30BA, 73-112 Stara Dąbrowa";321409;"gm. Stara Dąbrowa";"stargardzki";"zachodniopomorskie";1;1;345;363
2;"Świetlica Wiejska w Parlinie, Parlino 30a, 73-112 Stara Dąbrowa";321409;"gm. Stara Dąbrowa";"stargardzki";"zachodniopomorskie";1;1;174;191
3;"Publiczna Szkoła Podstawowa, Chlebówko 9, 73-112 Stara Dąbrowa";321409;"gm. Stara Dąbrowa";"stargardzki";"zachodniopomorskie";1;1;154;129
4;"Świetlica Wiejska w Storkówku, Storkówko 3, 73-112 Stara Dąbrowa";321409;"gm. Stara Dąbrowa";"stargardzki";"zachodniopomorskie";1;1;73;72
5;"Świetlica Wiejska w Chlebowie, Chlebowo 5/1, 73-112 Stara Dąbrowa";321409;"gm. Stara Dąbrowa";"stargardzki";"zachodniopomorskie";1;1;59;81
1;"Zespół Szkolno-Przedszkolny w Sownie, ul. Szkolna 4, 73-109 Sowno";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;160;311
2;"Szkoła Podstawowa im. Mikołaja Kopernika w Pęzinie, Pęzino 66, 73-131 Pęzino";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;193;207
3;"Świetlica Wiejska w Krąpielu, Krąpiel 12b, 73-131 Krąpiel";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;163;139
4;"Szkoła Podstawowa w Strachocinie, Strachocin 26, 73-110 Strachocin";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;124;261
5;"Budynek Kurii w Witkowie Drugim, ul. Starowiejska 37, 73-102 Witkowo Drugie";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;170;353
6;"Budynek po byłej Szkole Podstawowej w Koszewie, Koszewo 2, 73-102 Koszewo";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;99;106
7;"Szkoła Podstawowa im. Jana Pawła II w Grzędzicach, ul. Gryfa 6, 73-110 Grzędzice";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;306;1139
8;"Szkoła Podstawowa im. Janusza Korczaka w Małkocinie, Małkocin 54, 73-110 Małkocin";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;143;202
9;"Centrum Kultury i Sportu w Barzkowicach, Barzkowice 33/1, 73-134 Barzkowice";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;101;146
10;"Świetlica Wiejska w Żarowie, ul. Długa 47, 73-110 Żarowo";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;256;548
11;"Świetlica Wiejska w Trzebiatowie, Trzebiatów 12, 73-131 Trzebiatów";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;58;62
12;"Świetlica Wiejska w Ulikowie, Ulikowo 36, 73-131 Ulikowo";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;103;97
13;"Świetlica Wiejska w Tychowie, Tychowo 19A, 73-110 Tychowo";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;118;140
14;"Siedziba Spółdzielczej Agrofirmy Witkowo, ul. Papieża Jana Pawła II 4, 73-102 Witkowo Pierwsze";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;96;112
15;"Świetlica Wiejska w Strzyżnie, Strzyżno 7, 73-102 Strzyżno";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;99;82
16;"Filia Biblioteki Publicznej Gminy Stargard w Skalinie, Skalin 26, 73-102 Skalin";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;101;222
17;"Świetlica Wiejska w Lipniku, ul. Lipowa 12A, 73-110 Lipnik";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;85;231
18;"Świetlica Wiejska w Klępinie, Klępino 32a, 73-110 Klępino";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;140;182
19;"Świetlica Wiejska w Grabowie, Grabowo 43a, 73-110 Grabowo";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;120;173
20;"Świetlica Wiejska w Kiczarowie, Kiczarowo 18a, 73-110 Kiczarowo";321410;"gm. Stargard";"stargardzki";"zachodniopomorskie";1;1;67;91
1;"Gminny Dom Kultury, ul. Kardynała Augusta Hlonda 1, 73-132 Suchań";321411;"gm. Suchań";"stargardzki";"zachodniopomorskie";1;1;267;414
2;"Świetlica Wiejska, Wapnica 17A, 73-132 Suchań";321411;"gm. Suchań";"stargardzki";"zachodniopomorskie";1;1;200;185
3;"Świetlica Wiejska, Brudzewice 70B, 73-131 Pęzino";321411;"gm. Suchań";"stargardzki";"zachodniopomorskie";1;1;182;154
4;"Gminny Dom Kultury, ul. Kardynała Augusta Hlonda 1, 73-132 Suchań";321411;"gm. Suchań";"stargardzki";"zachodniopomorskie";1;1;240;179
1;"Szkoła Podstawowa, ul. Mieszczańska 2, 72-210 Dobra";321801;"gm. Dobra";"łobeski";"zachodniopomorskie";1;1;421;526
2;"Urząd Miejski, ul. Rynek 1, 72-210 Dobra";321801;"gm. Dobra";"łobeski";"zachodniopomorskie";1;1;220;143
3;"Szkoła Podstawowa, Wojtaszyce 39, 72-210 Dobra";321801;"gm. Dobra";"łobeski";"zachodniopomorskie";1;1;119;145
4;"Świetlica Wiejska w Tuczach, Tucze 53A, 72-210 Dobra";321801;"gm. Dobra";"łobeski";"zachodniopomorskie";1;1;65;44
1;"Przedszkole Miejskie Nr 1, ul. Mickiewicza 11, 73-150 Łobez";321802;"gm. Łobez";"łobeski";"zachodniopomorskie";1;1;326;645
2;"Szkoła Podstawowa Nr 1, ul. Bema 6, 73-150 Łobez";321802;"gm. Łobez";"łobeski";"zachodniopomorskie";1;1;332;542
3;"Szkoła Podstawowa Nr 3, ul. Kościuszki 17, 73-150 Łobez";321802;"gm. Łobez";"łobeski";"zachodniopomorskie";1;1;296;536
4;"Łobeski Dom Kultury, ul. Niepodległości 52, 73-150 Łobez";321802;"gm. Łobez";"łobeski";"zachodniopomorskie";1;1;139;228
5;"Hala Widowiskowo-Sportowa, ul. Orzeszkowej 7, 73-150 Łobez";321802;"gm. Łobez";"łobeski";"zachodniopomorskie";1;1;360;649
6;"Centrum Usług Społecznych w Łobzie, pl. Spółdzielców 2, 73-150 Łobez";321802;"gm. Łobez";"łobeski";"zachodniopomorskie";1;1;160;259
7;"Środowiskowy Dom Samopomocy, ul. Łoźnicka 31, 73-150 Łobez";321802;"gm. Łobez";"łobeski";"zachodniopomorskie";1;1;189;241
8;"Świetlica Wiejska w Dalnie, Dalno 18A, 73-150 Łobez";321802;"gm. Łobez";"łobeski";"zachodniopomorskie";1;1;182;220
9;"Publiczna Szkoła Podstawowa w Bełcznie, Bełczna 28A, 73-150 Łobez";321802;"gm. Łobez";"łobeski";"zachodniopomorskie";1;1;138;187
10;"Świetlica Wiejska w Zajezierzu, Zajezierze 34, 73-150 Łobez";321802;"gm. Łobez";"łobeski";"zachodniopomorskie";1;1;131;161
11;"Świetlica wiejska w Suliszewicach, Suliszewice 21A, 73-150 Łobez";321802;"gm. Łobez";"łobeski";"zachodniopomorskie";1;1;143;204
1;"Gminne Centrum Kultury i Biblioteka Publiczna, Radowo Małe 5, 72-314 Radowo Małe";321803;"gm. Radowo Małe";"łobeski";"zachodniopomorskie";1;1;203;380
2;"Świetlica Wiejska, Rogowo 22, 72-314 Radowo Małe";321803;"gm. Radowo Małe";"łobeski";"zachodniopomorskie";1;1;118;125
3;"Świetlica Wiejska, Gostomin 8, 72-314 Radowo Małe";321803;"gm. Radowo Małe";"łobeski";"zachodniopomorskie";1;1;105;177
4;"Niepubliczna Szkoła Przysposabiająca do Pracy w Siedlicach, Siedlice 16A, 73-155 Węgorzyno";321803;"gm. Radowo Małe";"łobeski";"zachodniopomorskie";1;1;237;164
1;"Zespół Szkół, ul. Bolesława Prusa 2, 72-315 Resko";321804;"gm. Resko";"łobeski";"zachodniopomorskie";1;1;356;488
2;"Centrum Kultury, ul. Wojska Polskiego 16, 72-315 Resko";321804;"gm. Resko";"łobeski";"zachodniopomorskie";1;1;416;755
3;"Zespół Szkół Szkoła Podstawowa Resko, Filia, Łosośnica 23, 72-315 Resko";321804;"gm. Resko";"łobeski";"zachodniopomorskie";1;1;101;104
4;"Budynek nr 32 (po byłej szkole podstawowej), Łabuń Wielki 32, 72-315 Resko";321804;"gm. Resko";"łobeski";"zachodniopomorskie";1;1;108;138
5;"Szkoła Podstawowa, Starogard 12, 72-315 Resko";321804;"gm. Resko";"łobeski";"zachodniopomorskie";1;1;239;272
6;"Świetlica Wiejska w Ługowinie, Ługowina 13a, 72-315 Resko";321804;"gm. Resko";"łobeski";"zachodniopomorskie";1;1;93;139
7;"Dom Pomocy Społecznej w Resku, ul. Wojska Polskiego 40, 72-315 Resko";321804;"gm. Resko";"łobeski";"zachodniopomorskie";1;1;12;8
8;"Zakład Opiekuńczo-Leczniczy w Resku, ul. Szpitalna 8, 72-315 Resko";321804;"gm. Resko";"łobeski";"zachodniopomorskie";1;1;5;0
1;"Budynek po Gimnazjum, ul. Tadeusza Kościuszki 29, 73-155 Węgorzyno";321805;"gm. Węgorzyno";"łobeski";"zachodniopomorskie";1;1;491;761
2;"Szkoła Podstawowa, ul. Grunwaldzka 2, 73-155 Węgorzyno";321805;"gm. Węgorzyno";"łobeski";"zachodniopomorskie";1;1;193;125
3;"Przedszkole, Sielsko 20, 73-155 Węgorzyno";321805;"gm. Węgorzyno";"łobeski";"zachodniopomorskie";1;1;100;78
4;"Szkoła Podstawowa, Runowo Pomorskie ul. Węgorzyńska 29, 73-155 Węgorzyno";321805;"gm. Węgorzyno";"łobeski";"zachodniopomorskie";1;1;207;237
5;"Sala Wiejska, Mieszewo 27, 73-155 Węgorzyno";321805;"gm. Węgorzyno";"łobeski";"zachodniopomorskie";1;1;129;108
6;"Świetlica Runowo, Runowo 34, 73-155 Węgorzyno";321805;"gm. Węgorzyno";"łobeski";"zachodniopomorskie";1;1;242;268
1;"""HOSSA"" Centrum Edukacji i Wspierania Przedsiębiorczości Szczecińskiej Fundacji ""Talent-Promocja-Postęp"", ul. Jana Kasprowicza 4, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;606;902
2;"Miejski Dom Kultury Galeria ""ART"", ul. Wojska Polskiego 1/1, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;400;1072
3;"Szkoła Podstawowa Nr 1, ul. Gabriela Narutowicza 10, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;272;574
4;"Katolickie Liceum Ogólnokształcące, ul. Stanisława Wyspiańskiego 12, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;226;512
5;"Specjalny Ośrodek Szkolno-Wychowawczy, ul. Piastowska 55, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;253;647
6;"Szkoła Podstawowa Nr 4, ul. Szkolna 1, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;262;753
7;"Szkoła Podstawowa Nr 4, ul. Szkolna 1, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;297;806
8;"Centrum Edukacji Zawodowej i Turystyki, ul. Gdyńska 26, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;363;1000
9;"budynek użytkowy Zakładu Gospodarki Mieszkaniowej, ul. Piastowska 62, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;171;442
10;"Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Mieszka I, ul. Mieczysława Niedziałkowskiego 2, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;223;501
11;"Szkoła Podstawowa Nr 1, ul. Wincentego Witosa 12, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;278;613
12;"Szkoła Podstawowa Nr 6, ul. Tadeusza Kościuszki 11, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;349;845
13;"Szkoła Podstawowa Nr 6, ul. Tadeusza Kościuszki 11, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;272;622
14;"Szkoła Podstawowa Nr 6, ul. Stanisława Staszica 17, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;240;546
