"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"KOWALIK Rafał - KW BEZPARTYJNI SAMORZĄDOWCY";"CHRÓŚCIKOWSKI Jerzy Mieczysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"ZAGDAŃSKI Dariusz Zbigniew - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"LIPIEC Marek - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"POZNAŃSKI Marek - KW NOWA DEMOKRACJA - TAK";"BRATKOWSKI Arkadiusz Tomasz - KWW ZAMOJSZCZYZNY"
9;"Szkoła Podstawowa, Typin 101, 22-600 Tomaszów Lubelski";61811;"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";1;1;13;98;10;21;1;18
10;"Szkoła Podstawowa, Szarowola 126, 22-600 Tomaszów Lubelski";61811;"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";1;1;19;229;39;32;4;34
11;"Niepubliczna Szkoła Podstawowa, Przeorsk 113, 22-600 Tomaszów Lubelski";61811;"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";1;1;13;122;27;15;6;34
12;"Świetlica Wiejska, Rogóźno ul. Wyzwolenia 100, 22-600 Tomaszów Lubelski";61811;"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";1;1;89;614;120;279;27;142
13;"Świetlica Wiejska, Rabinówka ul. Nowowiejska 208, 22-600 Tomaszów Lubelski";61811;"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";1;1;20;114;18;41;5;21
14;"Świetlica Środowiskowa, Majdanek 103, 22-600 Tomaszów Lubelski";61811;"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";1;1;6;59;16;26;4;20
1;"Zespół Szkolno-Przedszkolny w Tyszowcach, ul. Szkolna 2, 22-630 Tyszowce";61812;"gm. Tyszowce";"tomaszowski";"lubelskie";1;1;21;172;31;105;16;55
2;"Zespół Szkolno-Przedszkolny w Tyszowcach, ul. Szkolna 2, 22-630 Tyszowce";61812;"gm. Tyszowce";"tomaszowski";"lubelskie";1;1;41;218;49;99;12;64
3;"Zespół Szkolno-Przedszkolny w Tyszowcach, ul. Szkolna 2, 22-630 Tyszowce";61812;"gm. Tyszowce";"tomaszowski";"lubelskie";1;1;21;313;35;53;19;75
4;"Szkoła Podstawowa, Przewale 41A, 22-630 Tyszowce";61812;"gm. Tyszowce";"tomaszowski";"lubelskie";1;1;16;173;18;29;8;38
5;"Szkoła Podstawowa, Czartowczyk 43A, 22-630 Tyszowce";61812;"gm. Tyszowce";"tomaszowski";"lubelskie";1;1;15;123;7;14;1;27
6;"Budynek remizo-świetlicy, Kazimierówka 56, 22-630 Tyszowce";61812;"gm. Tyszowce";"tomaszowski";"lubelskie";1;1;18;173;15;30;4;52
7;"Budynek remizo-świetlicy, Perespa-Kolonia 21, 22-630 Tyszowce";61812;"gm. Tyszowce";"tomaszowski";"lubelskie";1;1;9;72;17;10;1;27
8;"Budynek remizo-świetlicy, Czartowiec 7, 22-630 Tyszowce";61812;"gm. Tyszowce";"tomaszowski";"lubelskie";1;1;4;135;7;5;4;31
9;"Dom Pomocy Społecznej, ul. Wielka 101, 22-630 Tyszowce";61812;"gm. Tyszowce";"tomaszowski";"lubelskie";1;1;0;57;1;2;2;17
1;"Gminne Przedszkole w Ulhówku, ul. Sadowa 3, 22-678 Ulhówek";61813;"gm. Ulhówek";"tomaszowski";"lubelskie";1;1;5;55;9;10;2;11
2;"Szkoła Podstawowa im. Stanisława Staszica, ul. Tomaszowska 138, 22-678 Ulhówek";61813;"gm. Ulhówek";"tomaszowski";"lubelskie";1;1;24;243;37;65;10;69
3;"Szkoła Podstawowa im. Orła Białego, Tarnoszyn 40, 22-678 Ulhówek";61813;"gm. Ulhówek";"tomaszowski";"lubelskie";1;1;19;193;19;35;6;43
4;"Świetlica Wiejska, Wasylów Wielki 15, 22-678 Ulhówek";61813;"gm. Ulhówek";"tomaszowski";"lubelskie";1;1;13;77;10;18;2;9
5;"Świetlica Wiejska, Budynin 50, 22-678 Ulhówek";61813;"gm. Ulhówek";"tomaszowski";"lubelskie";1;1;4;45;9;6;2;11
6;"Szkoła Podstawowa im. Artura Grottgera, Hubinek 19, 22-678 Ulhówek";61813;"gm. Ulhówek";"tomaszowski";"lubelskie";1;1;12;174;16;24;4;28
7;"Remizo-Świetlica, Żerniki 82, 22-678 Ulhówek";61813;"gm. Ulhówek";"tomaszowski";"lubelskie";1;1;6;82;12;13;2;14
8;"Świetlica Wiejska, Rzeplin 60, 22-678 Ulhówek";61813;"gm. Ulhówek";"tomaszowski";"lubelskie";1;1;4;71;17;11;0;15
9;"Remizo-Świetlica, Korczmin 39, 22-678 Ulhówek";61813;"gm. Ulhówek";"tomaszowski";"lubelskie";1;1;4;96;18;19;7;20
10;"Świetlica Wiejska, Rzeczyca 12, 22-678 Ulhówek";61813;"gm. Ulhówek";"tomaszowski";"lubelskie";1;1;9;46;12;9;2;13
1;"Urząd Gminy, Adamów 11b, 22-442 Adamów";62001;"gm. Adamów";"zamojski";"lubelskie";1;1;36;330;68;99;11;120
2;"Świetlica wiejska, Rachodoszcze 100, 22-442 Adamów";62001;"gm. Adamów";"zamojski";"lubelskie";1;1;15;162;25;28;9;47
3;"Szkoła Podstawowa, Szewnia Górna 21A, 22-442 Adamów";62001;"gm. Adamów";"zamojski";"lubelskie";1;1;20;146;23;56;5;39
4;"Budynek byłej Szkoły Podstawowej, Bondyrz 77A, 22-442 Adamów";62001;"gm. Adamów";"zamojski";"lubelskie";1;1;16;198;36;79;10;41
5;"Szkoła Podstawowa, Suchowola 238, 22-442 Adamów";62001;"gm. Adamów";"zamojski";"lubelskie";1;1;33;286;33;54;10;84
6;"Remiza OSP, Feliksówka 38, 22-442 Adamów";62001;"gm. Adamów";"zamojski";"lubelskie";1;1;19;82;7;10;2;13
7;"Świetlica wiejska, Suchowola-Kolonia 58A, 22-442 Adamów";62001;"gm. Adamów";"zamojski";"lubelskie";1;1;12;95;18;20;2;14
1;"Zespół Szkół, ul. Wojsławska 1, 22-425 Grabowiec";62002;"gm. Grabowiec";"zamojski";"lubelskie";1;1;25;304;51;81;15;122
2;"Gminny Ośrodek Kultury, ul. Rynek 6, 22-425 Grabowiec";62002;"gm. Grabowiec";"zamojski";"lubelskie";1;1;7;122;18;36;9;50
3;"Remiza OSP, Ornatowice 39, 22-425 Grabowiec";62002;"gm. Grabowiec";"zamojski";"lubelskie";1;1;12;161;23;20;5;53
4;"Remiza OSP, Tuczępy 84, 22-425 Grabowiec";62002;"gm. Grabowiec";"zamojski";"lubelskie";1;1;11;220;30;23;4;69
5;"Remiza OSP, Bereść 20A, 22-425 Grabowiec";62002;"gm. Grabowiec";"zamojski";"lubelskie";1;1;6;88;7;8;5;26
6;"Remiza OSP, Grabowiec-Góra 221, 22-425 Grabowiec";62002;"gm. Grabowiec";"zamojski";"lubelskie";1;1;11;98;21;30;2;56
1;"Szkoła Podstawowa w Antoniówce, Antoniówka 78, 22-435 Komarów-Osada";62003;"gm. Komarów-Osada";"zamojski";"lubelskie";1;1;3;67;13;12;5;24
2;"Świetlica Wiejska w Zubowicach, Zubowice 20, 22-435 Komarów-Osada";62003;"gm. Komarów-Osada";"zamojski";"lubelskie";1;1;24;163;36;43;5;49
3;"Biblioteka w Komarowie-Osadzie, ul. marsz. Józefa Piłsudskiego 2, 22-435 Komarów-Osada";62003;"gm. Komarów-Osada";"zamojski";"lubelskie";1;1;30;222;47;55;2;71
4;"Samorządowy Ośrodek Kultury w Komarowie-Osadzie, ul. Rynek 15, 22-435 Komarów-Osada";62003;"gm. Komarów-Osada";"zamojski";"lubelskie";1;1;18;228;55;117;7;95
5;"Świetlica wiejska w Komarowie-Wsi, Komarów-Wieś 62, 22-435 Komarów-Osada";62003;"gm. Komarów-Osada";"zamojski";"lubelskie";1;1;16;160;13;40;1;66
6;"Centrum Integracji Społecznej w Janówce Zachodniej, Janówka Zachodnia 23, 22-435 Komarów-Osada";62003;"gm. Komarów-Osada";"zamojski";"lubelskie";1;1;16;122;7;19;3;39
7;"Świetlica wiejska w Dubie, Dub 50, 22-435 Komarów-Osada";62003;"gm. Komarów-Osada";"zamojski";"lubelskie";1;1;8;136;18;18;2;46
8;"Świetlica wiejska w Śniatyczach, Śniatycze 44, 22-435 Komarów-Osada";62003;"gm. Komarów-Osada";"zamojski";"lubelskie";1;1;6;72;12;17;4;17
9;"Świetlica wiejska, Kadłubiska 38, 22-435 Komarów-Osada";62003;"gm. Komarów-Osada";"zamojski";"lubelskie";1;1;7;68;8;11;0;14
10;"Świetlica wiejska, Wolica Śniatycka 14A, 22-435 Komarów-Osada";62003;"gm. Komarów-Osada";"zamojski";"lubelskie";1;1;7;82;14;19;3;24
11;"Zakład Opiekuńczo-Pielęgnacyjny ""Biały Domek"", ul. Rynek 12, 22-435 Komarów-Osada";62003;"gm. Komarów-Osada";"zamojski";"lubelskie";1;1;3;13;0;0;0;0
1;"Krasnobrodzki Dom Kultury, ul. 3 Maja 26, 22-440 Krasnobród";62004;"gm. Krasnobród";"zamojski";"lubelskie";1;1;65;673;110;222;15;138
2;"Samodzielne Publiczne Sanatorium Rehabilitacyjne im. Janusza Korczaka w Krasnobrodzie, ul. Sanatoryjna 1, 22-440 Krasnobród";62004;"gm. Krasnobród";"zamojski";"lubelskie";1;1;18;135;13;59;7;31
3;"Informacja Turystyczna w Krasnobrodzie, ul. Tomaszowska 25, 22-440 Krasnobród";62004;"gm. Krasnobród";"zamojski";"lubelskie";1;1;33;332;54;94;10;60
4;"Warsztat Terapii Zajęciowej w Dominikanówce, Dominikanówka 92, 22-440 Krasnobród";62004;"gm. Krasnobród";"zamojski";"lubelskie";1;1;4;123;10;11;1;17
5;"Remiza OSP w Hutkowie, Hutków 148, 22-440 Krasnobród";62004;"gm. Krasnobród";"zamojski";"lubelskie";1;1;4;119;20;12;2;20
6;"Szkoła Podstawowa w Kaczórkach, Kaczórki 122, 22-440 Krasnobród";62004;"gm. Krasnobród";"zamojski";"lubelskie";1;1;14;139;22;63;9;49
7;"Remiza OSP w Starej Hucie, Stara Huta 9, 22-440 Krasnobród";62004;"gm. Krasnobród";"zamojski";"lubelskie";1;1;16;110;36;33;10;73
8;"Remiza OSP w Wólce Husińskiej, Wólka Husińska 67, 22-440 Krasnobród";62004;"gm. Krasnobród";"zamojski";"lubelskie";1;1;13;144;21;18;4;22
9;"Szkoła w Zielonem, Zielone 166, 22-440 Krasnobród";62004;"gm. Krasnobród";"zamojski";"lubelskie";1;1;7;141;14;25;2;22
10;"Szkoła Podstawowa w Majdanie Wielkim, Majdan Wielki 143, 22-440 Krasnobród";62004;"gm. Krasnobród";"zamojski";"lubelskie";1;1;11;267;58;9;8;29
11;"Remiza OSP w Majdanie Małym, Majdan Mały 16, 22-440 Krasnobród";62004;"gm. Krasnobród";"zamojski";"lubelskie";1;1;8;68;5;13;2;24
12;"Dom Pomocy Społecznej w Krasnobrodzie, ul. Sanatoryjna 34, 22-440 Krasnobród";62004;"gm. Krasnobród";"zamojski";"lubelskie";1;1;1;32;2;2;2;14
13;"Dom Pomocy Społecznej w Majdanie Wielkim, Majdan Wielki 392, 22-440 Krasnobród";62004;"gm. Krasnobród";"zamojski";"lubelskie";1;1;0;25;3;2;1;2
1;"Świetlica Wiejska, Barchaczów 31, 22-437 Łabunie";62005;"gm. Łabunie";"zamojski";"lubelskie";1;1;10;132;41;24;1;24
2;"Szkoła Podstawowa, Łabuńki Pierwsze 178, 22-437 Łabunie";62005;"gm. Łabunie";"zamojski";"lubelskie";1;1;51;491;106;107;16;96
3;"Dom Kultury, ul. Parkowa 9, 22-437 Łabunie";62005;"gm. Łabunie";"zamojski";"lubelskie";1;1;78;481;107;138;20;96
4;"Świetlica Wiejska, Wólka Łabuńska 118, 22-437 Łabunie";62005;"gm. Łabunie";"zamojski";"lubelskie";1;1;38;229;45;57;8;47
5;"Świetlica Wiejska, Ruszów 45, 22-437 Łabunie";62005;"gm. Łabunie";"zamojski";"lubelskie";1;1;32;164;28;46;0;40
6;"Remiza Strażacka, Majdan Ruszowski 44, 22-437 Łabunie";62005;"gm. Łabunie";"zamojski";"lubelskie";1;1;9;103;11;11;5;10
7;"Świetlica Wiejska, Wierzbie 35, 22-437 Łabunie";62005;"gm. Łabunie";"zamojski";"lubelskie";1;1;8;117;17;38;3;14
8;"Świetlica Wiejska, Bródek 16, 22-437 Łabunie";62005;"gm. Łabunie";"zamojski";"lubelskie";1;1;6;82;14;26;1;23
1;"Świetlica Wiejska, Świdniki 72, 22-455 Miączyn";62006;"gm. Miączyn";"zamojski";"lubelskie";1;1;5;83;8;9;3;78
2;"Szkoła Podstawowa, Miączyn 50A, 22-455 Miączyn";62006;"gm. Miączyn";"zamojski";"lubelskie";1;1;30;206;53;82;11;314
3;"Świetlica Wiejska, Niewirków 16, 22-455 Miączyn";62006;"gm. Miączyn";"zamojski";"lubelskie";1;1;22;158;17;22;5;66
4;"Świetlica Wiejska, Kotlice 104, 22-455 Miączyn";62006;"gm. Miączyn";"zamojski";"lubelskie";1;1;11;134;10;19;6;89
5;"Szkoła Podstawowa, Zawalów 144, 22-455 Miączyn";62006;"gm. Miączyn";"zamojski";"lubelskie";1;1;20;191;14;32;3;95
6;"Świetlica Wiejska, Koniuchy 39, 22-455 Miączyn";62006;"gm. Miączyn";"zamojski";"lubelskie";1;1;3;121;16;5;0;64
7;"Świetlica Wiejska, Horyszów 43, 22-455 Miączyn";62006;"gm. Miączyn";"zamojski";"lubelskie";1;1;5;78;16;26;4;101
8;"Publiczna Szkoła Podstawowa im. Bł. ks. Zygmunta Pisarskiego, Gdeszyn-Kolonia 139, 22-455 Miączyn";62006;"gm. Miączyn";"zamojski";"lubelskie";1;1;6;84;13;7;5;42
9;"Świetlica Wiejska, Żuków 27, 22-455 Miączyn";62006;"gm. Miączyn";"zamojski";"lubelskie";1;1;3;87;19;9;1;24
1;"Szkoła Podstawowa w Nieliszu, Nielisz 278, 22-413 Nielisz";62007;"gm. Nielisz";"zamojski";"lubelskie";1;1;78;227;115;109;11;80
2;"Remiza OSP w Krzaku, Krzak 97, 22-413 Nielisz";62007;"gm. Nielisz";"zamojski";"lubelskie";1;1;19;143;25;61;5;58
3;"Klub Kultury w Stawie Noakowskim, Staw Noakowski 101, 22-413 Nielisz";62007;"gm. Nielisz";"zamojski";"lubelskie";1;1;39;251;57;57;4;100
4;"Dom Ludowy w Złojcu, Złojec 138, 22-413 Nielisz";62007;"gm. Nielisz";"zamojski";"lubelskie";1;1;66;320;53;81;8;89
5;"Remiza OSP w Gruszce Dużej, Gruszka Duża 2, 22-413 Nielisz";62007;"gm. Nielisz";"zamojski";"lubelskie";1;1;7;87;20;12;4;43
6;"Świetlica Wiejska w Ruskich Piaskach, Ruskie Piaski 25, 22-413 Nielisz";62007;"gm. Nielisz";"zamojski";"lubelskie";1;1;12;101;23;27;3;23
7;"Remiza OSP w Ujazdowie, Ujazdów 105, 22-413 Nielisz";62007;"gm. Nielisz";"zamojski";"lubelskie";1;1;6;66;7;5;1;28
1;"Biblioteka Publiczna Gminy Radecznica, ul. B. Prusa 65A, 22-463 Radecznica";62008;"gm. Radecznica";"zamojski";"lubelskie";1;1;33;170;20;22;0;43
2;"Publiczna Szkoła Podstawowa im. Jana Pawła II, Zaburze 98A, 22-463 Radecznica";62008;"gm. Radecznica";"zamojski";"lubelskie";1;1;32;127;11;15;2;45
3;"Urząd Gminy, ul. B. Prusa 21, 22-463 Radecznica";62008;"gm. Radecznica";"zamojski";"lubelskie";1;1;69;153;22;57;7;40
4;"Publiczna Szkoła Podstawowa imienia Św. Antoniego z Padwy, ul. Gwarna 4, 22-463 Radecznica";62008;"gm. Radecznica";"zamojski";"lubelskie";1;1;37;144;21;23;2;35
5;"Publiczna Szkoła Podstawowa im. Kardynała Stefana Wyszyńskiego, Gorajec-Stara Wieś 114, 22-463 Radecznica";62008;"gm. Radecznica";"zamojski";"lubelskie";1;1;29;210;35;24;1;34
6;"Publiczna Szkoła Podstawowa imienia bł. ks. Zygmunta Pisarskiego, Czarnystok 129A, 22-463 Radecznica";62008;"gm. Radecznica";"zamojski";"lubelskie";1;1;29;260;54;24;5;53
7;"Remiza OSP, Latyczyn 95A, 22-463 Radecznica";62008;"gm. Radecznica";"zamojski";"lubelskie";1;1;31;124;17;17;2;31
8;"Świetlica wiejska, Mokrelipie 68, 22-463 Radecznica";62008;"gm. Radecznica";"zamojski";"lubelskie";1;1;54;89;7;25;1;19
9;"Świetlica Wiejska, Dzielce 30, 22-463 Radecznica";62008;"gm. Radecznica";"zamojski";"lubelskie";1;1;23;82;5;13;1;23
10;"Świetlica Wiejska, Gorajec-Zagroble 93, 22-463 Radecznica";62008;"gm. Radecznica";"zamojski";"lubelskie";1;1;27;139;14;21;2;28
11;"Samodzielny Publiczny Wojewódzki Szpital Psychiatryczny, ul. Klasztorna 4, 22-463 Radecznica";62008;"gm. Radecznica";"zamojski";"lubelskie";1;1;9;45;4;11;4;7
1;"Centrum Kultury z Biblioteką w Sitnie, Sitno 72, 22-424 Sitno";62009;"gm. Sitno";"zamojski";"lubelskie";1;1;24;154;33;76;3;49
2;"Dzienny Dom Senior + w Stanisławce, Stanisławka 75, 22-424 Sitno";62009;"gm. Sitno";"zamojski";"lubelskie";1;1;7;104;10;15;4;40
3;"Szkoła Podstawowa w Kolonii Sitno, Kolonia Sitno 51, 22-424 Sitno";62009;"gm. Sitno";"zamojski";"lubelskie";1;1;20;116;28;35;10;46
4;"Szkoła Podstawowa im. Stanisławy Baj w Horyszowie Polskim, Horyszów Polski 85, 22-424 Sitno";62009;"gm. Sitno";"zamojski";"lubelskie";1;1;19;314;33;36;8;86
5;"Szkoła Podstawowa im. Marii Dąbrowskiej w Jarosławcu, Jarosławiec 190, 22-424 Sitno";62009;"gm. Sitno";"zamojski";"lubelskie";1;1;59;398;100;157;4;126
6;"Szkoła Podstawowa w Cześnikach, Cześniki 125, 22-424 Sitno";62009;"gm. Sitno";"zamojski";"lubelskie";1;1;20;178;38;46;9;64
7;"Remiza Ochotniczej Straży Pożarnej w Czołkach, Czołki 40A, 22-424 Sitno";62009;"gm. Sitno";"zamojski";"lubelskie";1;1;8;136;28;21;2;33
8;"Świetlica wiejska (OSP) w Stabrowie, Stabrów 159A, 22-424 Sitno";62009;"gm. Sitno";"zamojski";"lubelskie";1;1;16;193;29;31;9;43
9;"Zespół Szkół w Kornelówce, Kornelówka 41, 22-424 Sitno";62009;"gm. Sitno";"zamojski";"lubelskie";1;1;11;99;32;19;11;32
10;"Świetlica Wiejska w Bożym Darze, Boży Dar 16A, 22-424 Sitno";62009;"gm. Sitno";"zamojski";"lubelskie";1;1;8;57;18;25;3;26
1;"Gminny Ośrodek Kultury, ul. Zielona 3, 22-420 Skierbieszów";62010;"gm. Skierbieszów";"zamojski";"lubelskie";1;1;76;652;133;209;11;150
2;"Warsztat Terapii Zajęciowej, Lipina Stara 48, 22-420 Skierbieszów";62010;"gm. Skierbieszów";"zamojski";"lubelskie";1;1;13;113;23;19;2;27
3;"Dom Strażaka, Majdan Skierbieszowski 107, 22-420 Skierbieszów";62010;"gm. Skierbieszów";"zamojski";"lubelskie";1;1;6;115;7;17;3;20
4;"Szkoła Podstawowa, Sulmice 12, 22-420 Skierbieszów";62010;"gm. Skierbieszów";"zamojski";"lubelskie";1;1;29;193;20;40;6;29
5;"Szkoła Podstawowa, Dębowiec 178, 22-420 Skierbieszów";62010;"gm. Skierbieszów";"zamojski";"lubelskie";1;1;19;217;39;52;4;51
6;"Dom Strażaka, Łaziska 89, 22-420 Skierbieszów";62010;"gm. Skierbieszów";"zamojski";"lubelskie";1;1;13;76;6;10;3;19
1;"Świetlico-remiza, Krasne 145E, 22-417 Stary Zamość";62011;"gm. Stary Zamość";"zamojski";"lubelskie";1;1;19;159;35;35;6;36
2;"Gminny Ośrodek Kultury, Stary Zamość 5a, 22-417 Stary Zamość";62011;"gm. Stary Zamość";"zamojski";"lubelskie";1;1;29;330;118;106;9;69
3;"Garaż OSP Wierzba, Wierzba 115, 22-417 Stary Zamość";62011;"gm. Stary Zamość";"zamojski";"lubelskie";1;1;27;284;90;119;8;85
4;"Remiza OSP Chomęciska Małe, Chomęciska Małe 20A, 22-417 Stary Zamość";62011;"gm. Stary Zamość";"zamojski";"lubelskie";1;1;18;155;29;47;0;28
5;"Wiejski Dom Kultury Udrycze-Wola, Udrycze-Wola 1, 22-417 Stary Zamość";62011;"gm. Stary Zamość";"zamojski";"lubelskie";1;1;14;93;38;42;8;33
6;"Dom Ludowy Chomęciska Duże Drugie, Chomęciska Duże 140, 22-417 Stary Zamość";62011;"gm. Stary Zamość";"zamojski";"lubelskie";1;1;30;170;29;42;11;47
7;"Szkoła Filialna, Udrycze-Koniec 12A, 22-417 Stary Zamość";62011;"gm. Stary Zamość";"zamojski";"lubelskie";1;1;11;91;15;31;6;27
8;"Świetlica wiejska, Udrycze-Kolonia 16B, 22-417 Stary Zamość";62011;"gm. Stary Zamość";"zamojski";"lubelskie";1;1;4;50;15;10;5;9
1;"Szkoła Podstawowa w Sułowie, Sułów 64, 22-448 Sułów";62012;"gm. Sułów";"zamojski";"lubelskie";1;1;45;173;22;35;5;25
2;"Remizo-świetlica w Deszkowicach Pierwszych, Michalów ul. Chmielna 78, 22-448 Sułów";62012;"gm. Sułów";"zamojski";"lubelskie";1;1;107;221;26;40;9;45
3;"Remizo-świetlica w Sąsiadce, Sąsiadka 148, 22-448 Sułów";62012;"gm. Sułów";"zamojski";"lubelskie";1;1;73;151;12;33;5;29
4;"Remizo-świetlica w Tworyczowie, Tworyczów 19a, 22-448 Sułów";62012;"gm. Sułów";"zamojski";"lubelskie";1;1;91;250;48;55;2;69
5;"Szkoła Podstawowa im. Świętego Jana Pawła II w Michalowie, Michalów ul. Osiedlowa 11, 22-448 Sułów";62012;"gm. Sułów";"zamojski";"lubelskie";1;1;105;156;15;58;4;28
6;"Świetlica wiejska w Deszkowicach Drugich, Deszkowice Drugie 115, 22-448 Sułów";62012;"gm. Sułów";"zamojski";"lubelskie";1;1;59;99;15;13;2;16
1;"Urząd Miejski, pl. Plac Tadeusza Kościuszki 1, 22-460 Szczebrzeszyn";62013;"gm. Szczebrzeszyn";"zamojski";"lubelskie";1;1;275;214;35;156;9;53
2;"Miejski Dom Kultury, ul. Sądowa 3, 22-460 Szczebrzeszyn";62013;"gm. Szczebrzeszyn";"zamojski";"lubelskie";1;1;203;148;28;99;8;32
3;"Zespół Szkół Nr 2 im. dr Z. Klukowskiego, ul. Zamojska 70, 22-460 Szczebrzeszyn";62013;"gm. Szczebrzeszyn";"zamojski";"lubelskie";1;1;180;112;16;62;6;12
4;"Szkoła Podstawowa Nr 3, ul. Zamojska 189, 22-460 Szczebrzeszyn";62013;"gm. Szczebrzeszyn";"zamojski";"lubelskie";1;1;184;173;35;58;11;24
5;"Wiejski Klub Kultury, Kawęczyn 42, 22-460 Szczebrzeszyn";62013;"gm. Szczebrzeszyn";"zamojski";"lubelskie";1;1;163;173;34;41;7;25
6;"Szkoła Podstawowa, Bodaczów 501, 22-460 Szczebrzeszyn";62013;"gm. Szczebrzeszyn";"zamojski";"lubelskie";1;1;313;359;46;92;11;86
7;"Remiza OSP, Brody Małe 25, 22-460 Szczebrzeszyn";62013;"gm. Szczebrzeszyn";"zamojski";"lubelskie";1;1;113;98;13;45;2;11
8;"Remiza OSP, Brody Duże 56, 22-460 Szczebrzeszyn";62013;"gm. Szczebrzeszyn";"zamojski";"lubelskie";1;1;98;91;11;39;5;16
9;"Szkoła Podstawowa, Niedzieliska 111, 22-460 Szczebrzeszyn";62013;"gm. Szczebrzeszyn";"zamojski";"lubelskie";1;1;169;207;28;40;6;33
10;"Szkoła Podstawowa, Wielącza Poduchowna 53, 22-460 Szczebrzeszyn";62013;"gm. Szczebrzeszyn";"zamojski";"lubelskie";1;1;111;215;9;21;55;39
11;"Szkoła Podstawowa, Wielącza-Kolonia 97, 22-460 Szczebrzeszyn";62013;"gm. Szczebrzeszyn";"zamojski";"lubelskie";1;1;93;92;21;28;0;17
12;"Remiza OSP, Kąty Pierwsze 38, 22-460 Szczebrzeszyn";62013;"gm. Szczebrzeszyn";"zamojski";"lubelskie";1;1;30;47;15;20;2;17
13;"Samodzielny Publiczny Zespół Opieki Zdrowotnej, ul. Doktora Klukowskiego 3, 22-460 Szczebrzeszyn";62013;"gm. Szczebrzeszyn";"zamojski";"lubelskie";1;1;0;10;0;1;0;2
1;"Świetlica Wiejska, Mokre 116, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;43;186;54;182;12;63
2;"Szkoła Podstawowa, Żdanów 124, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;36;162;45;147;16;64
3;"Szkoła Podstawowa, Płoskie 139, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;119;438;149;364;27;145
4;"Szkoła Podstawowa, Wólka Wieprzecka 57, 22-470 Zwierzyniec";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;27;201;33;66;8;57
5;"Szkoła Podstawowa, Białowola 20, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;31;243;37;46;3;32
6;"Szkoła Podstawowa, Lipsko 126, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;22;214;35;92;9;51
7;"Zespół Szkoły Podstawowej i Przedszkola, Kalinowice 148A, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;82;461;117;372;27;118
8;"Świetlica Wiejska, Białobrzegi 19A, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;20;104;29;50;3;29
9;"Szkoła Podstawowa, Wysokie 133, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;41;154;39;103;11;43
10;"Szkoła Podstawowa, Borowina Sitaniecka 49, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;41;229;70;146;21;71
11;"Szkoła Podstawowa, Sitaniec 422, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;105;428;95;322;29;133
12;"Szkoła Podstawowa, Zawada 46, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;121;437;86;205;16;90
13;"Świetlica Wiejska, Szopinek 65, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;52;212;55;150;9;68
14;"Budynek byłej Szkoły Podstawowej Wychody, Wieprzec 8, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;23;145;34;62;5;40
15;"Świetlica Wiejska, Jatutów 118, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;37;183;27;57;2;42
16;"Szkoła Podstawowa, Pniówek 133, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;45;265;55;86;13;60
17;"Budynek byłej Szkoły Podstawowej, Siedliska 47, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;33;142;37;48;2;34
18;"Stowarzyszenie Klub Abstynenta ""Wiarus"", Lipsko-Polesie 20, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;7;97;19;36;9;20
19;"Świetlica Wiejska, Skokówka ul. Targowa 32, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;48;223;66;213;17;85
20;"Szkoła Podstawowa, Sitaniec 422, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;27;181;39;77;10;44
