"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"PAPROCKI Marek Jan - KW NOWA LEWICA";"PUPA Zdzisław Stanisław - KW PRAWO I SPRAWIEDLIWOŚĆ";"ĆWIĘKA Jacek Tomasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ"
20;"Szkoła Podstawowa w Zagorzycach Dolnych, Zagorzyce 78, 39-126 Zagorzyce";181504;"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";1;1;83;727;123
21;"Szkoła Podstawowa w Zagorzycach Górnych, Zagorzyce 175, 39-126 Zagorzyce";181504;"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";1;1;45;689;101
22;"Dom Pomocy Społecznej w Rudzie, Ruda 102, 39-122 Kamionka";181504;"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";1;1;3;38;1
23;"Szpital Powiatowy w Sędziszowie Małopolskim, Oddział Chorób Wewnętrznych, ul. Wyspiańskiego 14, 39-120 Sędziszów Małopolski";181504;"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";1;1;10;18;3
1;"Filia GOKiW w Broniszowie, Broniszów 79, 39-106 Łączki Kucharskie";181505;"gm. Wielopole Skrzyńskie";"ropczycko-sędziszowski";"podkarpackie";1;1;47;343;48
2;"Budynek wielofunkcyjny w Gliniku, Glinik 133, 39-106 Łączki Kucharskie";181505;"gm. Wielopole Skrzyńskie";"ropczycko-sędziszowski";"podkarpackie";1;1;87;650;95
3;"GOKiW w Wielopolu Skrzyńskim, Wielopole Skrzyńskie 202, 39-110 Wielopole Skrzyńskie";181505;"gm. Wielopole Skrzyńskie";"ropczycko-sędziszowski";"podkarpackie";1;1;210;681;166
4;"Filia GOKiW w Brzezinach, Brzeziny 168, 39-111 Brzeziny";181505;"gm. Wielopole Skrzyńskie";"ropczycko-sędziszowski";"podkarpackie";1;1;145;810;141
5;"Filia GOKiW w Nawsiu, Nawsie 304, 39-110 Wielopole Skrzyńskie";181505;"gm. Wielopole Skrzyńskie";"ropczycko-sędziszowski";"podkarpackie";1;1;68;541;96
1;"Urząd Gminy w Czudcu-Sala Widowiskowa, ul. Starowiejska 6, 38-120 Czudec";181901;"gm. Czudec";"strzyżowski";"podkarpackie";1;1;444;944;323
2;"Gminna Biblioteka Publiczna w Czudcu, ul. Słoneczna 2, 38-120 Czudec";181901;"gm. Czudec";"strzyżowski";"podkarpackie";1;1;258;598;184
3;"Dom Ludowy w Babicy, Babica 97, 38-120 Czudec";181901;"gm. Czudec";"strzyżowski";"podkarpackie";1;1;214;381;109
4;"Zespół Szkół w Wyżnem, Wyżne 39, 38-120 Czudec";181901;"gm. Czudec";"strzyżowski";"podkarpackie";1;1;199;414;136
5;"Szkoła Podstawowa w Zaborowie, Zaborów 99, 38-100 Strzyżów";181901;"gm. Czudec";"strzyżowski";"podkarpackie";1;1;72;362;112
6;"Szkoła Podstawowa w Nowej Wsi, Nowa Wieś 152, 38-120 Czudec";181901;"gm. Czudec";"strzyżowski";"podkarpackie";1;1;94;292;74
7;"Zespół Szkół w Pstrągowej, Pstrągowa 105, 38-120 Czudec";181901;"gm. Czudec";"strzyżowski";"podkarpackie";1;1;165;659;175
8;"Dom Strażaka w Pstrągowej Woli, Pstrągowa 642, 38-120 Czudec";181901;"gm. Czudec";"strzyżowski";"podkarpackie";1;1;20;85;31
1;"Urząd Gminy we Frysztaku, ul. ks. Wojciecha Blajera 20, 38-130 Frysztak";181902;"gm. Frysztak";"strzyżowski";"podkarpackie";1;1;182;296;127
2;"Szkoła Podstawowa im. J. Wybickiego Nr 1 we Frysztaku, ul. Józefa Piętniewicza 7, 38-130 Frysztak";181902;"gm. Frysztak";"strzyżowski";"podkarpackie";1;1;136;415;152
3;"Szkoła Podstawowa w Gliniku Górnym, Glinik Górny 47, 38-131 Gogołów";181902;"gm. Frysztak";"strzyżowski";"podkarpackie";1;1;55;274;82
4;"Zespół Szkół w Gogołowie, Gogołów 316, 38-131 Gogołów";181902;"gm. Frysztak";"strzyżowski";"podkarpackie";1;1;99;325;87
5;"Budynek Wiejski w Hucie Gogołowskiej, Huta Gogołowska 69, 38-131 Gogołów";181902;"gm. Frysztak";"strzyżowski";"podkarpackie";1;1;8;107;19
6;"Zespół Szkół w Stępinie, Stępina 54, 38-125 Stępina";181902;"gm. Frysztak";"strzyżowski";"podkarpackie";1;1;48;221;63
7;"Szkoła Podstawowa w Cieszynie, Cieszyna 76, 38-125 Stępina";181902;"gm. Frysztak";"strzyżowski";"podkarpackie";1;1;151;281;96
8;"Budynek Wiejski w Pułankach, Pułanki 34, 38-130 Frysztak";181902;"gm. Frysztak";"strzyżowski";"podkarpackie";1;1;97;245;94
9;"Budynek Wiejski w Kobylu, Kobyle 1, 38-130 Frysztak";181902;"gm. Frysztak";"strzyżowski";"podkarpackie";1;1;50;167;69
10;"Gminny Ośrodek Kultury we Frysztaku, Twierdza 1, 38-130 Frysztak";181902;"gm. Frysztak";"strzyżowski";"podkarpackie";1;1;100;288;96
11;"Zespół Szkół w Lubli, Lubla 328, 38-130 Frysztak";181902;"gm. Frysztak";"strzyżowski";"podkarpackie";1;1;148;491;155
1;"Urząd Stanu Cywilnego Niebylec, Niebylec 183, 38-114 Niebylec";181903;"gm. Niebylec";"strzyżowski";"podkarpackie";1;1;81;189;42
2;"Szkoła Podstawowa im. Krzysztofa Kamila Baczyńskiego w Bliziance, Blizianka 72, 38-114 Niebylec";181903;"gm. Niebylec";"strzyżowski";"podkarpackie";1;1;24;141;31
3;"Dom Wiejski w Gwoździance, Gwoździanka 32, 38-114 Niebylec";181903;"gm. Niebylec";"strzyżowski";"podkarpackie";1;1;21;117;26
4;"Szkoła Podstawowa im. Jana Pawła II w Konieczkowej, Konieczkowa 58, 38-114 Niebylec";181903;"gm. Niebylec";"strzyżowski";"podkarpackie";1;1;95;519;100
5;"Dom Strażaka w Gwoźnicy Dolnej, Gwoźnica Dolna 91, 38-116 Gwoźnica Górna";181903;"gm. Niebylec";"strzyżowski";"podkarpackie";1;1;26;161;47
6;"Szkoła Podstawowa im. Juliana Przybosia w Gwoźnicy Górnej, Gwoźnica Górna 292, 38-116 Gwoźnica Górna";181903;"gm. Niebylec";"strzyżowski";"podkarpackie";1;1;114;462;117
7;"Zespół Szkół im. Św. Rodziny w Lutczy, Lutcza 614, 38-112 Lutcza";181903;"gm. Niebylec";"strzyżowski";"podkarpackie";1;1;159;771;304
8;"Szkoła Podstawowa im. św. Józefa Sebastiana Pelczara w Jaworniku, Jawornik 108, 38-114 Niebylec";181903;"gm. Niebylec";"strzyżowski";"podkarpackie";1;1;94;439;134
9;"Szkoła Podstawowa im. ks. kard. Stefana Wyszyńskiego w Połomi, Połomia 125, 38-115 Połomia";181903;"gm. Niebylec";"strzyżowski";"podkarpackie";1;1;167;518;161
10;"Szkoła Podstawowa im. bł. ks. Bronisława Markiewicza w Baryczce, Baryczka 213, 38-115 Połomia";181903;"gm. Niebylec";"strzyżowski";"podkarpackie";1;1;107;375;91
11;"Szkoła Podstawowa im. ks. Jana Twardowskiego w Niebylcu, Niebylec 11, 38-114 Niebylec";181903;"gm. Niebylec";"strzyżowski";"podkarpackie";1;1;21;94;15
1;"Szkoła Podstawowa Nr 1 w Strzyżowie, ul. gen. Wł. Andersa 4, 38-100 Strzyżów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;350;389;169
2;"Zespół Szkół Technicznych w Strzyżowie, ul. Mickiewicza 11, 38-100 Strzyżów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;423;524;203
3;"Szkoła Podstawowa Nr 2 z Oddziałami Dwujęzycznymi w Strzyżowie, ul. Daszyńskiego 4, 38-100 Strzyżów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;283;458;169
4;"Przedszkole Samorządowe ""Michałki"" w Strzyżowie, ul. Zawale 11, 38-100 Strzyżów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;127;200;57
5;"Dom Kultury ""Sokół"" w Strzyżowie, ul. Mostowa 2, 38-100 Strzyżów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;378;445;182
6;"Szkoła Podstawowa w Brzeżance, Brzeżanka 50, 38-100 Strzyżów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;37;83;35
7;"Remiza OSP w Gbiskach, Gbiska 25, 38-100 Strzyżów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;39;65;42
8;"Budynek OSP w Tropii, Tropie 237, 38-100 Strzyżów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;31;109;15
9;"Budynek OSP w Łętowni, Łętownia 34, 38-100 Strzyżów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;20;57;23
10;"Szkoła Podstawowa w Gliniku Zaborowskim, Glinik Zaborowski 92, 38-100 Strzyżów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;60;171;46
11;"Szkoła Podstawowa w Gliniku Charzewskim, Glinik Charzewski 91, 38-100 Strzyżów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;53;271;57
12;"Szkoła Podstawowa w Żarnowej, Żarnowa 90, 38-100 Strzyżów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;104;261;77
13;"Szkoła Podstawowa w Godowej, Godowa 261, 38-100 Strzyżów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;196;657;176
14;"Szkoła Podstawowa w Żyznowie, Żyznów 124, 38-111 Żyznów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;52;283;42
15;"Budynek OSP w Bonarówce, Bonarówka 56, 38-111 Żyznów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;6;55;8
16;"Szkoła Podstawowa Nr 1 w Wysokiej Strzyżowskiej, Wysoka Strzyżowska 312, 38-123 Wysoka Strzyżowska";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;101;287;67
17;"Szkoła Podstawowa Nr 2 w Wysokiej Strzyżowskiej, Wysoka Strzyżowska 127, 38-123 Wysoka Strzyżowska";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;131;255;82
18;"Szkoła Podstawowa w Dobrzechowie, Dobrzechów 197, 38-100 Strzyżów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;284;419;166
19;"Szkoła Podstawowa w Grodzisku, Grodzisko 30, 38-102 Grodzisko";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;71;333;81
20;"Dzienny Dom ""Senior-WIGOR"" w Zawadce, Zawadka 21, 38-102 Grodzisko";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;23;113;35
21;"""Za Górą"" Sp. z o. o. w Żyznowie, Żyznów 292D, 38-111 Żyznów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;2;9;1
22;"Szpital Powiatowy w Strzyżowie, ul. 700-Lecia Strzyżowa 1, 38-100 Strzyżów";181904;"gm. Strzyżów";"strzyżowski";"podkarpackie";1;1;11;23;5
1;"Ośrodek Kultury w Wiśniowej, Wiśniowa 136, 38-124 Wiśniowa";181905;"gm. Wiśniowa";"strzyżowski";"podkarpackie";1;1;219;526;170
2;"Szkoła Podstawowa im. Batalionów Chłopskich w Różance, Różanka 43, 38-102 Grodzisko";181905;"gm. Wiśniowa";"strzyżowski";"podkarpackie";1;1;67;294;78
3;"Gminny Ośrodek Pomocy Społecznej w Wiśniowej, Niewodna 26, 38-124 Wiśniowa";181905;"gm. Wiśniowa";"strzyżowski";"podkarpackie";1;1;58;191;43
4;"Dom Strażaka w Tułkowicach, Tułkowice 54, 38-124 Wiśniowa";181905;"gm. Wiśniowa";"strzyżowski";"podkarpackie";1;1;60;122;43
5;"Dom Ludowy w Kalembinie, Kalembina 52, 38-124 Wiśniowa";181905;"gm. Wiśniowa";"strzyżowski";"podkarpackie";1;1;38;127;55
6;"Szkoła Podstawowa im. Wincentego Witosa w Markuszowej, Markuszowa 16, 38-126 Markuszowa";181905;"gm. Wiśniowa";"strzyżowski";"podkarpackie";1;1;62;79;242
7;"Szkoła Filialna w Pstrągówce, Pstrągówka 128, 38-124 Wiśniowa";181905;"gm. Wiśniowa";"strzyżowski";"podkarpackie";1;1;26;202;42
8;"Szkoła Podstawowa w Jaszczurowej, Jaszczurowa 31, 38-124 Wiśniowa";181905;"gm. Wiśniowa";"strzyżowski";"podkarpackie";1;1;17;79;13
9;"Szkoła Podstawowa im. Jana Pawła II w Szufnarowej, Szufnarowa 101, 38-124 Wiśniowa";181905;"gm. Wiśniowa";"strzyżowski";"podkarpackie";1;1;89;350;98
10;"Dom Strażaka w Kożuchowie, Kożuchów 39, 38-124 Wiśniowa";181905;"gm. Wiśniowa";"strzyżowski";"podkarpackie";1;1;49;123;34
11;"Szkoła Filialna w Kozłówku, Kozłówek 39, 38-126 Markuszowa";181905;"gm. Wiśniowa";"strzyżowski";"podkarpackie";1;1;39;133;42
12;"Dom Ludowy w Oparówce, Oparówka 10A, 38-123 Wysoka Strzyżowska";181905;"gm. Wiśniowa";"strzyżowski";"podkarpackie";1;1;16;60;14
13;"Dom Ludowy w Jazowej, Jazowa 11, 38-124 Wiśniowa";181905;"gm. Wiśniowa";"strzyżowski";"podkarpackie";1;1;40;127;34
