"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"JASKUŁA Tomasz - KW BEZPARTYJNI SAMORZĄDOWCY";"KOMARNICKI Władysław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI"
1;"Regionalne Centrum Edukacji Ponadgimnazjalnej-Zespół Szkół im. Marii Skłodowskiej-Curie, ul. Komisji Edukacji Narodowej 2, 66-470 Kostrzyn nad Odrą";80101;"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";1;1;245;450
2;"Szkoła Podstawowa Nr 4, ul. Henryka Sienkiewicza 6, 66-470 Kostrzyn nad Odrą";80101;"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";1;1;241;342
3;"Szkoła Podstawowa Nr 4, ul. Henryka Sienkiewicza 6, 66-470 Kostrzyn nad Odrą";80101;"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";1;1;212;403
4;"Szkoła Podstawowa Nr 4, ul. Henryka Sienkiewicza 6, 66-470 Kostrzyn nad Odrą";80101;"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";1;1;201;481
5;"Szkoła Podstawowa Nr 4, ul. Henryka Sienkiewicza 6, 66-470 Kostrzyn nad Odrą";80101;"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";1;1;232;355
6;"Szkoła Podstawowa nr 1, ul. Tadeusza Kościuszki 7, 66-470 Kostrzyn nad Odrą";80101;"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";1;1;188;362
7;"Szkoła Podstawowa nr 1, ul. Tadeusza Kościuszki 7, 66-470 Kostrzyn nad Odrą";80101;"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";1;1;220;325
8;"Kostrzyńskie Centrum Kultury-Klub Osiedlowy, os. Osiedle Leśne 5, 66-470 Kostrzyn nad Odrą";80101;"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";1;1;169;316
9;"Szkoła Podstawowa Nr 2, ul. Ludwika Banaszaka 1, 66-470 Kostrzyn nad Odrą";80101;"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";1;1;238;365
10;"Biblioteka Miejska, ul. Dworcowa 7, 66-470 Kostrzyn nad Odrą";80101;"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";1;1;232;365
11;"Szkoła Podstawowa Nr 2, ul. Ludwika Banaszaka 1, 66-470 Kostrzyn nad Odrą";80101;"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";1;1;185;338
12;"Przedszkole Miejskie Nr 2, ul. Czereśniowa 1, 66-470 Kostrzyn nad Odrą";80101;"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";1;1;193;323
13;"Przedszkole Miejskie Nr 2, ul. Czereśniowa 1, 66-470 Kostrzyn nad Odrą";80101;"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";1;1;153;402
14;"Szkoła Podstawowa nr 3, ul. Mikołaja Reja 32a, 66-470 Kostrzyn nad Odrą";80101;"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";1;1;181;339
15;"Szkoła Podstawowa nr 3, ul. Mikołaja Reja 32a, 66-470 Kostrzyn nad Odrą";80101;"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";1;1;286;563
16;"Niepubliczny Zakład Opieki Zdrowotnej Nowy Szpital, ul. Gabriela Narutowicza 6, 66-470 Kostrzyn nad Odrą";80101;"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";1;1;8;13
17;"Dom Pomocy Społecznej ""Dom Seniora"", ul. Gabriela Narutowicza 4a, 66-470 Kostrzyn nad Odrą";80101;"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";1;1;9;8
1;"Szkoła Podstawowa, ul. Pocztowa 7, 66-450 Bogdaniec";80102;"gm. Bogdaniec";"gorzowski";"lubuskie";1;1;557;768
2;"Szkoła Podstawowa, Jeniniec 8A, 66-450 Bogdaniec";80102;"gm. Bogdaniec";"gorzowski";"lubuskie";1;1;245;227
3;"Szkoła Podstawowa, Lubczyno 55, 66-450 Bogdaniec";80102;"gm. Bogdaniec";"gorzowski";"lubuskie";1;1;199;173
4;"Szkoła Podstawowa, Jenin ul. Lipowa 1, 66-450 Bogdaniec";80102;"gm. Bogdaniec";"gorzowski";"lubuskie";1;1;461;601
5;"Świetlica Wiejska, Jeżyki 23A, 66-450 Bogdaniec";80102;"gm. Bogdaniec";"gorzowski";"lubuskie";1;1;106;124
6;"Świetlica Wiejska w Racławiu, Racław 61, 66-432 Baczyna";80102;"gm. Bogdaniec";"gorzowski";"lubuskie";1;1;75;99
1;"Sala Szkoły Podstawowej w Deszcznie, ul. Lubuska 61, 66-446 Deszczno";80103;"gm. Deszczno";"gorzowski";"lubuskie";1;1;332;413
2;"Sala Szkoły Podstawowej im. Jana Pawła II w Ciecierzycach, Ciecierzyce ul. Borkowska 2, 66-446 Deszczno";80103;"gm. Deszczno";"gorzowski";"lubuskie";1;1;194;212
3;"Sala Szkoły Podstawowej w Ulimiu, Ulim ul. Rubinowa 5, 66-446 Deszczno";80103;"gm. Deszczno";"gorzowski";"lubuskie";1;1;254;389
4;"Sala Szkoły Podstawowej w Boleminie, Bolemin 102, 66-446 Deszczno";80103;"gm. Deszczno";"gorzowski";"lubuskie";1;1;400;311
5;"Sala Środowiskowego Domu Samopomocy w Brzozowcu, Brzozowiec ul. Szkolna 13, 66-446 Deszczno";80103;"gm. Deszczno";"gorzowski";"lubuskie";1;1;280;259
6;"Stacja Kultura w Deszcznie, ul. Kolejowa 4, 66-446 Deszczno";80103;"gm. Deszczno";"gorzowski";"lubuskie";1;1;458;589
7;"Świetlica Wiejska w Osiedlu Poznańskim, Osiedle Poznańskie ul. Świetlana 75, 66-446 Deszczno";80103;"gm. Deszczno";"gorzowski";"lubuskie";1;1;424;470
8;"Świetlica Wiejska w Łagodzinie, Łagodzin ul. Dobra 1A, 66-446 Deszczno";80103;"gm. Deszczno";"gorzowski";"lubuskie";1;1;231;336
1;"Gminne Centrum Kultury w Kłodawie, ul. Jeziorna 8, 66-415 Kłodawa";80104;"gm. Kłodawa";"gorzowski";"lubuskie";1;1;413;730
2;"Świetlica wiejska w Różankach, Różanki ul. Niepodległości 25, 66-415 Kłodawa";80104;"gm. Kłodawa";"gorzowski";"lubuskie";1;1;331;537
3;"Szkoła Podstawowa w Kłodawie, ul. Szkolna 1, 66-415 Kłodawa";80104;"gm. Kłodawa";"gorzowski";"lubuskie";1;1;279;590
4;"Świetlica wiejska w Wojcieszycach, Wojcieszyce ul. Wspólna 66, 66-415 Kłodawa";80104;"gm. Kłodawa";"gorzowski";"lubuskie";1;1;183;262
5;"Świetlica wiejska, Łośno ul. Lipowa 59, 66-415 Kłodawa";80104;"gm. Kłodawa";"gorzowski";"lubuskie";1;1;93;125
6;"Sala wiejska, Santocko ul. Wiejska 66, 66-415 Kłodawa";80104;"gm. Kłodawa";"gorzowski";"lubuskie";1;1;173;316
7;"Świetlica wiejska w Chwalęcicach, Chwalęcice ul. Lipowa 14, 66-415 Kłodawa";80104;"gm. Kłodawa";"gorzowski";"lubuskie";1;1;242;473
8;"Sala wiejska, Rybakowo ul. Lipowa 26, 66-415 Kłodawa";80104;"gm. Kłodawa";"gorzowski";"lubuskie";1;1;84;95
9;"Sala wiejska w Santocznie, Santoczno ul. Kasztanowa 3, 66-415 Kłodawa";80104;"gm. Kłodawa";"gorzowski";"lubuskie";1;1;26;80
1;"Centrum Działań Kulturalnych i Społecznych w Stawie, Staw 14, 66-433 Lubiszyn";80105;"gm. Lubiszyn";"gorzowski";"lubuskie";1;1;160;173
2;"Szkoła Podstawowa w Ściechowie, Ściechów 84, 66-433 Lubiszyn";80105;"gm. Lubiszyn";"gorzowski";"lubuskie";1;1;213;197
3;"Sala Konferencyjna w Lubiszynie, ul. Plac Jedności Robotniczej 7, 66-433 Lubiszyn";80105;"gm. Lubiszyn";"gorzowski";"lubuskie";1;1;224;320
4;"Sala wiejska w Wysokiej, Wysoka 46, 66-433 Lubiszyn";80105;"gm. Lubiszyn";"gorzowski";"lubuskie";1;1;116;136
5;"Szkoła Podstawowa w Lubnie, Lubno ul. Plac Wyzwolenia 8, 66-450 Bogdaniec";80105;"gm. Lubiszyn";"gorzowski";"lubuskie";1;1;124;222
6;"Szkoła Podstawowa w Baczynie, ul. Szkolna 1, 66-432 Baczyna";80105;"gm. Lubiszyn";"gorzowski";"lubuskie";1;1;454;680
7;"Sala wiejska w Brzeźnie, Brzeźno 7, 66-433 Lubiszyn";80105;"gm. Lubiszyn";"gorzowski";"lubuskie";1;1;140;145
1;"Sala Wiejska w Czechowie, Czechów ul. Kalinowa 34, 66-431 Santok";80106;"gm. Santok";"gorzowski";"lubuskie";1;1;147;181
2;"Szkoła Podstawowa w Wawrowie, Wawrów 46E, 66-400 Gorzów Wielkopolski";80106;"gm. Santok";"gorzowski";"lubuskie";1;1;394;659
3;"Sala Wiejska w Janczewie, Janczewo ul. Wiejska 7, 66-431 Santok";80106;"gm. Santok";"gorzowski";"lubuskie";1;1;433;622
4;"Sala Wiejska w Gralewie, Gralewo 48A, 66-431 Santok";80106;"gm. Santok";"gorzowski";"lubuskie";1;1;209;262
5;"Gminna Biblioteka Publiczna w Santoku, ul. Gorzowska 35, 66-431 Santok";80106;"gm. Santok";"gorzowski";"lubuskie";1;1;198;238
6;"Sala Wiejska w Starym Polichnie, Stare Polichno ul. Szkolna 9, 66-431 Santok";80106;"gm. Santok";"gorzowski";"lubuskie";1;1;147;194
7;"Sala Wiejska w Ludzisławicach, Ludzisławice 26A, 66-431 Santok";80106;"gm. Santok";"gorzowski";"lubuskie";1;1;71;64
8;"Sala Wiejska w Lipkach Wielkich, Lipki Wielkie ul. Szosowa 72, 66-431 Santok";80106;"gm. Santok";"gorzowski";"lubuskie";1;1;296;391
1;"Zespół Szkolno-Przedszkolny w Witnicy, ul. Wiosny Ludów 14, 66-460 Witnica";80107;"gm. Witnica";"gorzowski";"lubuskie";1;1;317;401
2;"Zespół Szkół Samorządowych w Witnicy, ul. Plac Wolności 7, 66-460 Witnica";80107;"gm. Witnica";"gorzowski";"lubuskie";1;1;478;624
3;"Regionalne Centrum Ratownictwa w Witnicy, ul. Żwirowa 2c, 66-460 Witnica";80107;"gm. Witnica";"gorzowski";"lubuskie";1;1;519;711
4;"Świetlica Wiejska w Pyrzanach, Pyrzany 51, 66-460 Witnica";80107;"gm. Witnica";"gorzowski";"lubuskie";1;1;76;61
5;"Świetlica Wiejska w Starych Dzieduszycach, Stare Dzieduszyce 16, 66-460 Witnica";80107;"gm. Witnica";"gorzowski";"lubuskie";1;1;152;172
6;"Świetlica Wiejska w Kamieniu Małym, Kamień Mały 91, 66-460 Witnica";80107;"gm. Witnica";"gorzowski";"lubuskie";1;1;115;143
7;"Szkoła Podstawowa w Kamieniu Wielkim, Kamień Wielki ul. Kościelna 1, 66-460 Witnica";80107;"gm. Witnica";"gorzowski";"lubuskie";1;1;136;144
8;"Świetlica Wiejska w Dąbroszynie, Dąbroszyn 22a, 66-460 Witnica";80107;"gm. Witnica";"gorzowski";"lubuskie";1;1;170;240
9;"Zespół Edukacyjny w Nowinach Wielkich, Nowiny Wielkie ul. Wiejska 26, 66-460 Witnica";80107;"gm. Witnica";"gorzowski";"lubuskie";1;1;278;352
10;"Świetlica Wiejska w Białczu, Białcz ul. Gorzowska 18, 66-460 Witnica";80107;"gm. Witnica";"gorzowski";"lubuskie";1;1;123;206
11;"Świetlica Wiejska w Białczyku, Białczyk 3, 66-460 Witnica";80107;"gm. Witnica";"gorzowski";"lubuskie";1;1;62;79
12;"Świetlica Wiejska w Mościcach, Mościce 45, 66-460 Witnica";80107;"gm. Witnica";"gorzowski";"lubuskie";1;1;72;96
13;"Świetlica Wiejska w Świerkocinie, Świerkocin 34, 66-460 Witnica";80107;"gm. Witnica";"gorzowski";"lubuskie";1;1;103;96
14;"Dom Pomocy Społecznej w Kamieniu Wielkim, Kamień Wielki ul. Stawna 40, 66-460 Witnica";80107;"gm. Witnica";"gorzowski";"lubuskie";1;1;13;14
1;"Sala Wiejska w Bledzewie, ul. Rynek 3, 66-350 Bledzew";80301;"gm. Bledzew";"międzyrzecki";"lubuskie";1;1;221;300
2;"Sala Wiejska w Zemsku, Zemsko 28, 66-350 Bledzew";80301;"gm. Bledzew";"międzyrzecki";"lubuskie";1;1;158;245
3;"Sala Wiejska w Goruńsku, Goruńsko 80, 66-350 Bledzew";80301;"gm. Bledzew";"międzyrzecki";"lubuskie";1;1;110;102
4;"Sala Wiejska w Templewie, Templewo 28, 66-350 Bledzew";80301;"gm. Bledzew";"międzyrzecki";"lubuskie";1;1;178;85
5;"Sala Wiejska w Nowej Wsi, Nowa Wieś 24 A, 66-350 Bledzew";80301;"gm. Bledzew";"międzyrzecki";"lubuskie";1;1;132;91
6;"Sala Wiejska Osiecko, Osiecko 4a, 66-350 Bledzew";80301;"gm. Bledzew";"międzyrzecki";"lubuskie";1;1;167;139
1;"Starostwo Powiatowe w Międzyrzeczu, ul. Przemysłowa 2, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;350;527
2;"Przedszkole Nr 1 w Międzyrzeczu, ul. dr Tadeusza Podbielskiego 5, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;250;380
3;"Szkoła Podstawowa Nr 6 w Międzyrzeczu, ul. Komisji Edukacji Narodowej 1, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;458;671
4;"Szkoła Podstawowa Nr 3 w Międzyrzeczu, ul. Mickiewicza 5, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;339;644
5;"Przedszkole Nr 6 w Międzyrzeczu, ul. Mickiewicza 25, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;435;573
6;"Międzyrzecki Ośrodek Kultury w Międzyrzeczu, ul. Konstytucji 3 Maja 30, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;410;613
7;"Szkoła Podstawowa Nr 1 w Międzyrzeczu, ul. Staszica 22A, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;233;345
8;"Biblioteka Publiczna w Międzyrzeczu, os. Osiedle Centrum 8, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;247;297
9;"Centrum Kształcenia Zawodowego i Ustawicznego w Międzyrzeczu, ul. Marcinkowskiego 26, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;242;491
10;"Samodzielny Publiczny Szpital dla Nerwowo i Psychicznie Chorych w Międzyrzeczu Pawilon IV-Klub Chorych, ul. Poznańska 109, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;392;598
11;"Szkoła Podstawowa w Kaławie, Kaława 92, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;261;196
12;"Szkoła Podstawowa w Bukowcu, Bukowiec 61, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;181;183
13;"Zespół Szkół Centrum Kształcenia Rolniczego w Bobowicku, Bobowicko ul. Międzyrzecka 7a, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;271;461
14;"Centrum Kształcenia Zawodowego i Ustawicznego Technikum Nr 1 w Międzyrzeczu, ul. Libelta 4, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;165;220
15;"Remiza Ochotniczej Straży Pożarnej w Kęszycy Leśnej, Kęszyca Leśna 56, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;178;260
16;"Sala wiejska w Kursku, Kursko 10b, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;149;134
17;"Sala wiejska w Gorzycy, Gorzyca 36, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;66;77
18;"Remiza Ochotniczej Straży Pożarnej w Wyszanowie, Wyszanowo 45, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;51;102
19;"Sala Wiejska w Świętym Wojciechu, Święty Wojciech 1, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;122;197
20;"Sala Wiejska w Żółwinie, Żółwin 18B, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;102;148
21;"Szpital Międzyrzecki Sp. z o. o. w Międzyrzeczu, ul. Konstytucji 3 Maja 35, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;8;11
22;"Areszt Śledczy w Międzyrzeczu, ul. Młyńska 21, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;81;211
23;"Samodzielny Publiczny Szpital dla Nerwowo i Psychicznie Chorych w Międzyrzeczu, Pawilon IV-Klub Chorych (wejście główne), ul. Poznańska 109, 66-300 Międzyrzecz";80302;"gm. Międzyrzecz";"międzyrzecki";"lubuskie";1;1;89;64
1;"Świetlica Wiejska w Chełmsku, Chełmsko 15, 66-340 Przytoczna";80303;"gm. Przytoczna";"międzyrzecki";"lubuskie";1;1;91;91
2;"Świetlica Wiejska w Goraju, Goraj 24, 66-340 Przytoczna";80303;"gm. Przytoczna";"międzyrzecki";"lubuskie";1;1;117;156
3;"Urząd Gminy Przytoczna, ul. Rokitniańska 4, 66-340 Przytoczna";80303;"gm. Przytoczna";"międzyrzecki";"lubuskie";1;1;605;699
4;"Dom Strażaka w Rokitnie, Rokitno 12B, 66-340 Przytoczna";80303;"gm. Przytoczna";"międzyrzecki";"lubuskie";1;1;126;126
5;"Świetlica Wiejska w Wierzbnie, Wierzbno 53A, 66-340 Przytoczna";80303;"gm. Przytoczna";"międzyrzecki";"lubuskie";1;1;66;113
6;"Świetlica Wiejska w Nowej Niedrzwicy, Nowa Niedrzwica 6, 66-340 Przytoczna";80303;"gm. Przytoczna";"międzyrzecki";"lubuskie";1;1;106;92
7;"Świetlica Wiejska w Lubikowie, Lubikowo 27, 66-340 Przytoczna";80303;"gm. Przytoczna";"międzyrzecki";"lubuskie";1;1;65;90
1;"Szkoła Podstawowa im. M. Kopernika w Pszczewie, ul. Władysława Sikorskiego 23, 66-330 Pszczew";80304;"gm. Pszczew";"międzyrzecki";"lubuskie";1;1;553;562
2;"Sala Wiejska w Policku, Policko 30a, 66-330 Pszczew";80304;"gm. Pszczew";"międzyrzecki";"lubuskie";1;1;100;85
3;"Sala Wiejska w Stołuniu, Stołuń 23a, 66-330 Pszczew";80304;"gm. Pszczew";"międzyrzecki";"lubuskie";1;1;74;63
4;"Sala Wiejska w Nowym Gorzycku, Nowe Gorzycko 14, 66-330 Pszczew";80304;"gm. Pszczew";"międzyrzecki";"lubuskie";1;1;108;89
5;"Sala Wiejska w Silnej, Silna 24b, 66-330 Pszczew";80304;"gm. Pszczew";"międzyrzecki";"lubuskie";1;1;96;95
6;"Sala Wiejska w Stokach, Stoki 37A, 66-330 Pszczew";80304;"gm. Pszczew";"międzyrzecki";"lubuskie";1;1;95;49
7;"Sala Wiejska w Szarczu, Szarcz 2, 66-330 Pszczew";80304;"gm. Pszczew";"międzyrzecki";"lubuskie";1;1;39;43
8;"Dom Pomocy Społecznej w Szarczu-świetlica, Szarcz 30, 66-330 Pszczew";80304;"gm. Pszczew";"międzyrzecki";"lubuskie";1;1;14;0
1;"Ośrodek Sportu i Rekreacji (kawiarnia) w Skwierzynie, ul. Sportowa 1, 66-440 Skwierzyna";80305;"gm. Skwierzyna";"międzyrzecki";"lubuskie";1;1;258;417
2;"Ośrodek Sportu i Rekreacji (świetlica) w Skwierzynie, ul. Sportowa 1, 66-440 Skwierzyna";80305;"gm. Skwierzyna";"międzyrzecki";"lubuskie";1;1;328;521
3;"Centrum Kształcenia Zawodowego w Zespole Szkół Technicznych i Ogólnokształcących im. Stanisława Lema w Skwierzynie, ul. Mickiewicza 3, 66-440 Skwierzyna";80305;"gm. Skwierzyna";"międzyrzecki";"lubuskie";1;1;312;511
4;"Skwierzyński Ośrodek Kultury w Skwierzynie, ul. Teatralna 5, 66-440 Skwierzyna";80305;"gm. Skwierzyna";"międzyrzecki";"lubuskie";1;1;311;438
5;"Szkoła Podstawowa im. Kornela Makuszyńskiego w Zespole Edukacyjnym w Skwierzynie, ul. Stefana Batorego 14, 66-440 Skwierzyna";80305;"gm. Skwierzyna";"międzyrzecki";"lubuskie";1;1;330;421
6;"Ośrodek Pomocy Społecznej w Skwierzynie, ul. Stefana Batorego 15, 66-440 Skwierzyna";80305;"gm. Skwierzyna";"międzyrzecki";"lubuskie";1;1;295;294
7;"Świetlica Wiejska w Trzebiszewie, Trzebiszewo ul. Spokojna 2, 66-440 Skwierzyna";80305;"gm. Skwierzyna";"międzyrzecki";"lubuskie";1;1;159;144
8;"Szkoła Podstawowa w Murzynowie, Murzynowo ul. Kościelna 7, 66-440 Skwierzyna";80305;"gm. Skwierzyna";"międzyrzecki";"lubuskie";1;1;155;178
9;"Filia Biblioteki Miejskiej w Świniarach, Świniary 72B, 66-440 Skwierzyna";80305;"gm. Skwierzyna";"międzyrzecki";"lubuskie";1;1;92;119
10;"Świetlica Wiejska w Krobielewku, Krobielewko 5a, 66-440 Skwierzyna";80305;"gm. Skwierzyna";"międzyrzecki";"lubuskie";1;1;69;69
11;"Świetlica Wiejska w Gościnowie, Gościnowo 28, 66-440 Skwierzyna";80305;"gm. Skwierzyna";"międzyrzecki";"lubuskie";1;1;82;83
12;"NZOZ Szpital im. dr n. med. Radzimira Śmigielskiego Sp. z o. o. w Skwierzynie, ul. Szpitalna 5, 66-440 Skwierzyna";80305;"gm. Skwierzyna";"międzyrzecki";"lubuskie";1;1;5;3
1;"Centrum Kultury w Trzcielu, ul. Poznańska 9, 66-320 Trzciel";80306;"gm. Trzciel";"międzyrzecki";"lubuskie";1;1;544;657
2;"Dom Pomocy Społeczniej w Jasieńcu, Jasieniec 69, 66-320 Trzciel";80306;"gm. Trzciel";"międzyrzecki";"lubuskie";1;1;157;219
3;"Świetlica Wiejska, Lutol Suchy, Lutol Suchy 12, 66-304 Brójce";80306;"gm. Trzciel";"międzyrzecki";"lubuskie";1;1;192;186
4;"Świetlica Wiejska w Brójcach, ul. Poznańska 1, 66-304 Brójce";80306;"gm. Trzciel";"międzyrzecki";"lubuskie";1;1;199;207
5;"Świetlica Wiejska w Starym Dworze, Stary Dwór 39, 66-304 Brójce";80306;"gm. Trzciel";"międzyrzecki";"lubuskie";1;1;77;66
6;"Świetlica Wiejska w Chociszewie, Chociszewo 70, 66-304 Brójce";80306;"gm. Trzciel";"międzyrzecki";"lubuskie";1;1;74;130
7;"Świetlica Wiejska w Lutolu Mokrym, Lutol Mokry 36B, 66-320 Trzciel";80306;"gm. Trzciel";"międzyrzecki";"lubuskie";1;1;52;69
8;"Świetlica Wiejska w Sierczynku, Sierczynek 37, 66-320 Trzciel";80306;"gm. Trzciel";"międzyrzecki";"lubuskie";1;1;44;59
9;"Świetlica Wiejska w Sierczu, Siercz 29, 66-320 Trzciel";80306;"gm. Trzciel";"międzyrzecki";"lubuskie";1;1;73;76
1;"Zespół Szkół w Cybince, ul. Szkolna 15, 69-108 Cybinka";80501;"gm. Cybinka";"słubicki";"lubuskie";1;1;567;761
2;"Zespół Szkół w Cybince, ul. Szkolna 15, 69-108 Cybinka";80501;"gm. Cybinka";"słubicki";"lubuskie";1;1;309;267
3;"Świetlica Środowiskowa w Uradzie, Urad ul. Odrzańska 11, 69-108 Cybinka";80501;"gm. Cybinka";"słubicki";"lubuskie";1;1;106;132
4;"Świetlica Środowiskowa w Rąpicach, Rąpice ul. Młyńska 1, 69-108 Cybinka";80501;"gm. Cybinka";"słubicki";"lubuskie";1;1;167;141
5;"Szkoła Podstawowa w Białkowie, Białków 72, 69-108 Cybinka";80501;"gm. Cybinka";"słubicki";"lubuskie";1;1;231;207
1;"Centrum Spotkań Polsko-Niemieckich w Górzycy, ul. Polna 8/1, 69-113 Górzyca";80502;"gm. Górzyca";"słubicki";"lubuskie";1;1;372;567
2;"Remiza Ochotniczej Straży Pożarnej w Czarnowie, Czarnów ul. Plac Wolności 2, 69-113 Górzyca";80502;"gm. Górzyca";"słubicki";"lubuskie";1;1;211;182
3;"Świetlica wiejska w Żabicach, Żabice ul. Kostrzyńska 5a, 69-113 Górzyca";80502;"gm. Górzyca";"słubicki";"lubuskie";1;1;153;96
4;"Świetlica wiejska, Pamięcin 60A, 69-113 Górzyca";80502;"gm. Górzyca";"słubicki";"lubuskie";1;1;199;190
1;"Miejski Dom Kultury w Ośnie Lubuskim, ul. Rybacka 3B, 69-220 Ośno Lubuskie";80503;"gm. Ośno Lubuskie";"słubicki";"lubuskie";1;1;371;438
2;"Sala Widowiskowa Miejskiego Domu Kultury w Ośnie Lubuskim, ul. Bolesława Chrobrego 1, 69-220 Ośno Lubuskie";80503;"gm. Ośno Lubuskie";"słubicki";"lubuskie";1;1;335;407
3;"Krajowy Ośrodek Wsparcia Rolnictwa-OT Gorzów Sekcja Zamiejscowa w Ośnie Lubuskim, ul. 3 Maja 24, 69-220 Ośno Lubuskie";80503;"gm. Ośno Lubuskie";"słubicki";"lubuskie";1;1;462;544
4;"Szkoła Podstawowa w Smogórach, Smogóry 10, 69-220 Ośno Lubuskie";80503;"gm. Ośno Lubuskie";"słubicki";"lubuskie";1;1;208;225
1;"Zespół Szkół w Rzepinie, ul. Wojska Polskiego 28, 69-110 Rzepin";80504;"gm. Rzepin";"słubicki";"lubuskie";1;1;441;529
2;"Zespół Szkół w Rzepinie, ul. Wojska Polskiego 30, 69-110 Rzepin";80504;"gm. Rzepin";"słubicki";"lubuskie";1;1;383;493
3;"Świetlica Remizy Ochotniczej Straży Pożarnej w Rzepinie, ul. Ośniańska 4, 69-110 Rzepin";80504;"gm. Rzepin";"słubicki";"lubuskie";1;1;409;445
4;"Miejski Dom Kultury w Rzepinie, ul. Słubicka 17, 69-110 Rzepin";80504;"gm. Rzepin";"słubicki";"lubuskie";1;1;460;616
5;"Publiczna Szkoła Podstawowa im. Janusza Korczaka w Kowalowie, Kowalów ul. Rzepińska 10, 69-110 Rzepin";80504;"gm. Rzepin";"słubicki";"lubuskie";1;1;400;434
1;"Centrum Kształcenia Zawodowego i Ustawicznego w Słubicach, Technikum nr 1, al. Niepodległości 23, 69-100 Słubice";80505;"gm. Słubice";"słubicki";"lubuskie";1;1;289;698
