"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"KOBUS Mariola - KW BEZPARTYJNI SAMORZĄDOWCY";"KOPICZKO Małgorzata - KW PRAWO I SPRAWIEDLIWOŚĆ";"ZALEWSKI Artur Zbigniew - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"PIOTROWSKA Jolanta - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI"
1;"Specjalny Ośrodek Szkolno-Wychowawczy w Ełku, Recepcja Internatu, parter, ul. Grajewska 16A, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;164;600;290;772
2;"Szkoła Podstawowa nr 5 w Ełku, Sala nr 16, parter, ul. św. Maksymiliana Marii Kolbe 11, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;127;474;267;582
3;"Szkoła Podstawowa nr 5 w Ełku, Sala nr 27, parter, ul. św. Maksymiliana Marii Kolbe 11, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;174;453;336;867
4;"Szkoła Podstawowa nr 7 w Ełku, Sala nr A11, parter, ul. Jana Kilińskiego 48, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;130;546;217;689
5;"Szkoła Podstawowa nr 7 w Ełku, Sala nr A14, parter, ul. Jana Kilińskiego 48, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;92;368;128;449
6;"Szkoła Podstawowa Nr 1 w Ełku, Sala nr 40 (Stołówka szkolna), parter, ul. Koszykowa 1, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;119;531;183;658
7;"Powiatowy Urząd Pracy w Ełku, Sala obsługi, parter, ul. Suwalska 38, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;91;324;149;317
8;"Ełckie Centrum Kultury w Ełku, Sala nr 11, parter, ul. Wojska Polskiego 47, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;119;471;190;573
9;"Ełckie Centrum Kultury w Ełku, Sala nr 20 (Galeria), I piętro, ul. Wojska Polskiego 47, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;109;503;189;575
10;"Szkoła Podstawowa nr 2 w Ełku, Sala nr 3, parter, ul. Jana i Hieronima Małeckich 1, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;106;462;172;481
11;"Szkoła Podstawowa nr 2 w Ełku, Sala nr 6, parter, ul. Jana i Hieronima Małeckich 1, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;111;524;183;562
12;"I Liceum Ogólnokształcące w Ełku, Sala nr 5, parter, ul. marsz. Józefa Piłsudskiego 3, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;93;555;183;778
13;"Szkoła Podstawowa nr 4 w Ełku, Stołówka szkolna, parter, ul. prof. Władysława Szafera 2, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;99;450;142;608
14;"Zespół Szkół Nr 6 w Ełku, Sala nr 4, parter, ul. Michała Kajki 4, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;202;441;328;879
15;"Zespół Szkół Nr 6 w Ełku, Sala nr 14, parter, ul. Michała Kajki 4, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;132;548;222;686
16;"Szkoła Podstawowa nr 3 w Ełku, Sala nr 113 (Stołówka szkolna), parter, ul. Grodzieńska 1, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;124;544;173;616
17;"Szkoła Podstawowa nr 9 w Ełku, Sala nr C11, parter, ul. mjr. Jana Piwnika ""Ponurego"" 1, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;105;556;158;561
18;"Szkoła Podstawowa nr 9 w Ełku, Stołówka szkolna, parter, ul. mjr. Jana Piwnika ""Ponurego"" 1, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;205;595;344;770
19;"Zespół Szkół Sportowych w Ełku, Sala gimnastyczna, parter, ul. Suwalska 15, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;58;256;114;303
20;"""Pro-Medica"" w Ełku sp. z o. o., ul. Baranki 24, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;3;25;7;27
21;"1 Wojskowy Szpital Kliniczny z Polikliniką SPZOZ w Lublinie-Filia w Ełku, ul. Tadeusza Kościuszki 30, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;3;14;1;9
22;"Dom Pomocy Społecznej ""Misericordia"" w Ełku, ul. ks. prał. Mariana Szczęsnego 5, 19-300 Ełk";280501;"m. Ełk";"ełcki";"warmińsko-mazurskie";1;1;2;28;4;13
1;"Zespół Szkół Samorządowych w Chełchach, Chełchy 26, 19-300 Chełchy";280502;"gm. Ełk";"ełcki";"warmińsko-mazurskie";1;1;27;157;69;106
2;"Szkoła Podstawowa w Mrozach Wielkich, Mrozy Wielkie 12, 19-301 Mrozy Wielkie";280502;"gm. Ełk";"ełcki";"warmińsko-mazurskie";1;1;37;103;70;211
3;"Świetlica wiejska w Reglu, Regiel 12, 19-301 Regiel";280502;"gm. Ełk";"ełcki";"warmińsko-mazurskie";1;1;18;114;39;93
4;"Szkoła Podstawowa w Nowej Wsi Ełckiej, ul. Ełcka 18, 19-321 Nowa Wieś Ełcka";280502;"gm. Ełk";"ełcki";"warmińsko-mazurskie";1;1;60;275;90;226
5;"Świetlica wiejska w Mostołtach, Mostołty 11/11, 19-321 Mostołty";280502;"gm. Ełk";"ełcki";"warmińsko-mazurskie";1;1;34;172;66;65
6;"Świetlica wiejska w Baranach, ul. Wrzosowa 2, 19-300 Barany";280502;"gm. Ełk";"ełcki";"warmińsko-mazurskie";1;1;63;172;149;372
7;"Szkoła Podstawowa w Rękusach, Rękusy 17, 19-301 Rękusy";280502;"gm. Ełk";"ełcki";"warmińsko-mazurskie";1;1;13;69;28;47
8;"Świetlica wiejska w Rożyńsku, Rożyńsk 17, 12-250 Rożyńsk";280502;"gm. Ełk";"ełcki";"warmińsko-mazurskie";1;1;23;114;37;78
9;"Zespół Szkół Samorządowych w Woszczelach, ul. Szkolna 4, 19-300 Woszczele";280502;"gm. Ełk";"ełcki";"warmińsko-mazurskie";1;1;24;152;44;156
10;"Centrum Edukacji Ekologicznej Gminy Ełk w Siedliskach, Siedliska 25A, 19-300 Siedliska";280502;"gm. Ełk";"ełcki";"warmińsko-mazurskie";1;1;37;125;56;132
11;"Centrum Kultury Gminy Ełk w Stradunach, ul. Michała Kajki 10, 19-325 Straduny";280502;"gm. Ełk";"ełcki";"warmińsko-mazurskie";1;1;87;339;125;351
12;"Świetlica wiejska w Ledze, Lega 5A, 19-311 Lega";280502;"gm. Ełk";"ełcki";"warmińsko-mazurskie";1;1;18;80;19;59
13;"Świetlica wiejska w Regielnicy, Regielnica 1C, 19-300 Regielnica";280502;"gm. Ełk";"ełcki";"warmińsko-mazurskie";1;1;6;34;17;22
14;"Budynek komunalny (z przeznaczeniem na świetlicę), Bartosze 12A, 19-300 Bartosze";280502;"gm. Ełk";"ełcki";"warmińsko-mazurskie";1;1;15;39;28;82
15;"Świetlica wiejska w Ruskiej Wsi, Ruska Wieś 5A, 19-300 Ełk";280502;"gm. Ełk";"ełcki";"warmińsko-mazurskie";1;1;7;46;13;36
16;"Centrum Edukacji Biznesowej w Chojniaku, Chojniak 4A, 19-311 Chojniak";280502;"gm. Ełk";"ełcki";"warmińsko-mazurskie";1;1;6;37;13;26
17;"Dom Pomocy Społecznej w Nowej Wsi Ełckiej, ul. Lipowa 1, 19-321 Nowa Wieś Ełcka";280502;"gm. Ełk";"ełcki";"warmińsko-mazurskie";1;1;3;33;2;6
1;"Gminny Ośrodek Kultury w Kalinowie, ul. Mazurska 8, 19-314 Kalinowo";280503;"gm. Kalinowo";"ełcki";"warmińsko-mazurskie";1;1;74;407;131;225
2;"Świetlica w Milewie, Milewo 15b, 19-314 Kalinowo";280503;"gm. Kalinowo";"ełcki";"warmińsko-mazurskie";1;1;19;190;43;64
3;"Budynek po Szkole Podstawowej, Wysokie 12, 19-314 Kalinowo";280503;"gm. Kalinowo";"ełcki";"warmińsko-mazurskie";1;1;29;163;38;66
4;"Wiejski Dom Kultury, Pisanica 64, 19-314 Kalinowo";280503;"gm. Kalinowo";"ełcki";"warmińsko-mazurskie";1;1;43;188;55;110
5;"Szkoła Podstawowa, Sypitki 3, 19-314 Kalinowo";280503;"gm. Kalinowo";"ełcki";"warmińsko-mazurskie";1;1;30;139;39;83
6;"Szkoła Podstawowa, Borzymy 22, 19-314 Kalinowo";280503;"gm. Kalinowo";"ełcki";"warmińsko-mazurskie";1;1;25;197;59;100
7;"Dom Pomocy Społecznej ""LILI"" w Golubiach, Golubie 7A, 19-314 Kalinowo";280503;"gm. Kalinowo";"ełcki";"warmińsko-mazurskie";1;1;3;11;5;5
1;"Remiza Strażacka, ul. 1 Maja 25A, 19-335 Prostki";280504;"gm. Prostki";"ełcki";"warmińsko-mazurskie";1;1;45;210;55;161
2;"Szkoła Podstawowa w Prostkach, ul. Szkolna 9, 19-335 Prostki";280504;"gm. Prostki";"ełcki";"warmińsko-mazurskie";1;1;43;212;73;167
3;"Szkoła Podstawowa w Prostkach, ul. 1 Maja 19, 19-335 Prostki";280504;"gm. Prostki";"ełcki";"warmińsko-mazurskie";1;1;28;157;59;83
4;"Urząd Gminy, ul. 1 Maja 44B, 19-335 Prostki";280504;"gm. Prostki";"ełcki";"warmińsko-mazurskie";1;1;36;196;56;98
5;"Budynek użytkowy (budynek po szkole podstawowej), Bobry Świetlica wiejska, Bobry 12, 19-335 Prostki";280504;"gm. Prostki";"ełcki";"warmińsko-mazurskie";1;1;18;83;25;48
6;"Szkoła Podstawowa, Rożyńsk Wielki, Rożyńsk Wielki 31, 19-335 Prostki";280504;"gm. Prostki";"ełcki";"warmińsko-mazurskie";1;1;31;164;57;81
7;"Szkoła Podstawowa w Wiśniowie Ełckim, Sala nr 6 aula szkoły, Wiśniowo Ełckie 40, 19-335 Prostki";280504;"gm. Prostki";"ełcki";"warmińsko-mazurskie";1;1;30;131;39;56
8;"Szkoła Podstawowa w Wiśniowie Ełckim, Sala nr 45 (budynek z oddziałem przedszkolnym), Wiśniowo Ełckie 40, 19-335 Prostki";280504;"gm. Prostki";"ełcki";"warmińsko-mazurskie";1;1;24;175;51;64
1;"Zespół Szkół Samorządowych w Starych Juchach, Hala widowiskowo-sportowa, ul. Mazurska 11, 19-330 Stare Juchy";280505;"gm. Stare Juchy";"ełcki";"warmińsko-mazurskie";1;1;54;246;82;224
2;"Świetlica wiejska w Grabniku, Grabnik 28A, 19-330 Stare Juchy";280505;"gm. Stare Juchy";"ełcki";"warmińsko-mazurskie";1;1;11;66;30;38
3;"Świetlica wiejska w strażnicy OSP w Skomacku Wielkim, Skomack Wielki 25, 19-330 Stare Juchy";280505;"gm. Stare Juchy";"ełcki";"warmińsko-mazurskie";1;1;4;75;21;50
4;"Biblioteka-Centrum Informacji i Kultury Gminy Stare Juchy, ul. Ełcka 8, 19-330 Stare Juchy";280505;"gm. Stare Juchy";"ełcki";"warmińsko-mazurskie";1;1;43;262;98;238
1;"Szkoła Podstawowa Nr 3 z Oddziałami Integracyjnymi im. Mikołaja Kopernika w Giżycku, ul. Wiejska 50, 11-500 Giżycko";280601;"m. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;79;345;96;627
2;"Miejski Ośrodek Sportu i Rekreacji, ul. Moniuszki 5, 11-500 Giżycko";280601;"m. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;107;309;130;764
3;"Szkoła Podstawowa Nr 1 w Giżycku, ul. Gimnazjalna 1, 11-500 Giżycko";280601;"m. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;152;449;129;914
4;"Sala sportowa Miejskiego Ośrodka Sportu i Rekreacji, ul. 3 Maja 21A, 11-500 Giżycko";280601;"m. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;92;403;105;782
5;"Urząd Miejski (sala konferencyjna), ul. Aleja 1 Maja 14, 11-500 Giżycko";280601;"m. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;119;458;107;908
6;"Szkoła Podstawowa Nr 7 im. Janusza Korczaka w Giżycku (blok B-parter), ul. Wodociągowa 8, 11-500 Giżycko";280601;"m. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;119;444;124;974
7;"Szkoła Podstawowa Nr 7 im. Janusza Korczaka w Giżycku (blok A-stołówka szkolna), ul. Wodociągowa 8, 11-500 Giżycko";280601;"m. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;173;518;156;1130
8;"Przedszkole Miejskie Nr 4, ul. Jagiełły 3, 11-500 Giżycko";280601;"m. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;118;513;148;968
9;"Szkoła Podstawowa Nr 2 im. Chwały Oręża Polskiego w Giżycku, ul. Warszawska 39, 11-500 Giżycko";280601;"m. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;121;404;96;931
10;"Zakład Karny w Dublinach – Oddział Zewnętrzny w Giżycku, ul. Warszawska 28A, 11-500 Giżycko";280601;"m. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;7;19;14;23
11;"„Giżycka Ochrona Zdrowia"" Sp. z o. o., ul. Warszawska 41, 11-500 Giżycko";280601;"m. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;1;17;0;19
12;"Dom Pomocy Społecznej w Giżycku, ul. Warszawska 31, 11-500 Giżycko";280601;"m. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;3;15;3;8
13;"Wojewódzki Ośrodek Terapii Uzależnienia od Alkoholu i Współuzależnienia w Giżycku, ul. Warszawska 41, 11-500 Giżycko";280601;"m. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;4;4;2;14
1;"Świetlica wiejska w Kamionkach, Kamionki 11, 11-500 Giżycko";280604;"gm. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;22;61;24;124
2;"Świetlica wiejska w Sterławkach Małych, Sterławki Małe 2B, 11-500 Giżycko";280604;"gm. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;25;112;26;175
3;"Świetlica wiejska w Kozinie, Kozin 13B, 11-500 Giżycko";280604;"gm. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;25;87;35;139
4;"Gminny Ośrodek Kultury i Rekreacji w Wilkasach, Wilkasy ul. Olsztyńska 54, 11-500 Giżycko";280604;"gm. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;73;230;46;530
5;"Świetlica wiejska w Wilkasach, Wilkasy ul. Przemysłowa 15, 11-500 Giżycko";280604;"gm. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;29;109;21;124
6;"Świetlica wiejska w Antonowie, Antonowo ul. Sympatyczna 38, 11-500 Giżycko";280604;"gm. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;15;54;24;122
7;"Świetlica wiejska w Spytkowie, Spytkowo 21A, 11-500 Giżycko";280604;"gm. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;19;70;25;130
8;"Świetlica wiejska w Pieczonkach, Pieczonki 7, 11-500 Giżycko";280604;"gm. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;7;48;12;44
9;"Urząd Gminy Giżycko-sala konferencyjna, ul. Mickiewicza 33, 11-500 Giżycko";280604;"gm. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;58;169;68;536
10;"Świetlica wiejska w Sulimach, Sulimy 3A, 11-500 Giżycko";280604;"gm. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;20;52;17;113
11;"Świetlica wiejska w Upałtach Małych, Upałty Małe 5, 11-500 Giżycko";280604;"gm. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;14;47;4;55
12;"Świetlica wiejska w Bystrym, Bystry 12A, 11-500 Giżycko";280604;"gm. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;17;127;17;192
13;"Świetlica wiejska w Upałtach, Upałty 10, 11-500 Giżycko";280604;"gm. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;31;92;26;82
14;"Świetlica wiejska w Bogaczewie, Bogaczewo 13, 11-500 Giżycko";280604;"gm. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;9;57;15;78
15;"Świetlica wiejska w Pierkunowie, Pierkunowo 3A, 11-500 Giżycko";280604;"gm. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;15;34;16;55
16;"Świetlica wiejska w Kożuchach Wielkich, Kożuchy Wielkie 24A, 11-500 Giżycko";280604;"gm. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;7;53;13;81
17;"Świetlica wiejska w Kruklinie, Kruklin 26, 11-500 Giżycko";280604;"gm. Giżycko";"giżycki";"warmińsko-mazurskie";1;1;6;48;14;46
1;"Biblioteka i Ośrodek Kultury Gminy Kruklanki w Kruklankach, ul. 22 Lipca 19, 11-612 Kruklanki";280605;"gm. Kruklanki";"giżycki";"warmińsko-mazurskie";1;1;68;209;55;472
2;"Świetlica Ochotniczej Straży Pożarnej w Jeziorowskich, Jeziorowskie 17A, 11-612 Kruklanki";280605;"gm. Kruklanki";"giżycki";"warmińsko-mazurskie";1;1;18;45;22;120
3;"Szkoła Podstawowa w Boćwince, Boćwinka 12, 11-612 Kruklanki";280605;"gm. Kruklanki";"giżycki";"warmińsko-mazurskie";1;1;23;105;34;133
4;"Była Szkoła Podstawowa w Jurkowie, Jurkowo 17, 11-612 Kruklanki";280605;"gm. Kruklanki";"giżycki";"warmińsko-mazurskie";1;1;32;82;24;94
1;"Ośrodek Kultury w Miłkach, ul. Szkolna 1, 11-513 Miłki";280606;"gm. Miłki";"giżycki";"warmińsko-mazurskie";1;1;59;286;84;315
2;"Świetlica wiejska, Konopki Nowe 9, 11-513 Miłki";280606;"gm. Miłki";"giżycki";"warmińsko-mazurskie";1;1;32;154;46;75
3;"Szkoła Podstawowa w Rydzewie, Rydzewo ul. Mazurska 94, 11-513 Miłki";280606;"gm. Miłki";"giżycki";"warmińsko-mazurskie";1;1;55;263;76;285
1;"Urząd Miasta i Gminy Ryn, parter (wejście od strony Miejsko-Gminnego Ośrodka Pomocy Społecznej), ul. Ratuszowa 2, 11-520 Ryn";280608;"gm. Ryn";"giżycki";"warmińsko-mazurskie";1;1;23;181;46;188
2;"Zespół Szkolno-Przedszkolny w Rynie, ul. Szkolna 8a, 11-520 Ryn";280608;"gm. Ryn";"giżycki";"warmińsko-mazurskie";1;1;30;140;35;192
3;"Ekologiczna Mini Przystań Żeglarska ""Ekomarina"", ul. Szkolna 7A, 11-520 Ryn";280608;"gm. Ryn";"giżycki";"warmińsko-mazurskie";1;1;35;174;60;257
4;"Wiejski Dom Kultury, Sterławki Wielkie 54, 11-520 Ryn";280608;"gm. Ryn";"giżycki";"warmińsko-mazurskie";1;1;22;77;10;114
5;"Regionalny Park Edukacji, Kultury i Turystyki w Rynie, ul. Mikołaja Kopernika 16, 11-520 Ryn";280608;"gm. Ryn";"giżycki";"warmińsko-mazurskie";1;1;53;247;67;214
6;"Świetlica Wiejska w Skopie, Skop 9, 11-520 Ryn";280608;"gm. Ryn";"giżycki";"warmińsko-mazurskie";1;1;9;67;22;72
7;"Świetlica Wiejska w Szymonce, Szymonka 25, 11-520 Ryn";280608;"gm. Ryn";"giżycki";"warmińsko-mazurskie";1;1;18;85;19;105
1;"Szkoła Podstawowa w Gawlikach Wielkich, Gawliki Wielkie 32, 11-510 Wydminy";280610;"gm. Wydminy";"giżycki";"warmińsko-mazurskie";1;1;29;100;36;154
2;"Świetlica Środowiskowa w Orłowie, Orłowo 37A, 11-510 Wydminy";280610;"gm. Wydminy";"giżycki";"warmińsko-mazurskie";1;1;11;65;16;53
3;"Szkoła Podstawowa im. Feliksa Nowowiejskiego w Wydminach, Szkoła Filialna w Talkach, Talki 2, 11-510 Wydminy";280610;"gm. Wydminy";"giżycki";"warmińsko-mazurskie";1;1;14;58;17;62
4;"Ośrodek Zdrowia w Wydminach, ul. Giżycka 6, 11-510 Wydminy";280610;"gm. Wydminy";"giżycki";"warmińsko-mazurskie";1;1;30;153;35;113
5;"Zespół Szkół Ogólnokształcących w Wydminach, (budynek stołówki), ul. Grunwaldzka 94, 11-510 Wydminy";280610;"gm. Wydminy";"giżycki";"warmińsko-mazurskie";1;1;75;408;102;544
6;"Świetlica Wiejska, Zelki 12A, 11-510 Wydminy";280610;"gm. Wydminy";"giżycki";"warmińsko-mazurskie";1;1;21;89;13;32
7;"Świetlica Wiejska w Siedliskach, Siedliska 32, 11-510 Wydminy";280610;"gm. Wydminy";"giżycki";"warmińsko-mazurskie";1;1;13;71;27;61
8;"Świetlica Wiejska, Mazuchówka 19, 11-510 Wydminy";280610;"gm. Wydminy";"giżycki";"warmińsko-mazurskie";1;1;21;104;26;61
9;"Świetlica Wiejska, Sucholaski 33, 11-510 Wydminy";280610;"gm. Wydminy";"giżycki";"warmińsko-mazurskie";1;1;10;69;20;33
10;"Dom Pomocy Społecznej w Wydminach, ul. Źródlana 2, 11-510 Wydminy";280610;"gm. Wydminy";"giżycki";"warmińsko-mazurskie";1;1;4;9;3;4
1;"Miejskie Przedszkole Integracyjne ""Malinka"", ul. Obrońców Westerplatte 16, 11-400 Kętrzyn";280801;"m. Kętrzyn";"kętrzyński";"warmińsko-mazurskie";1;1;93;361;95;615
2;"Przedszkole Niepubliczne ""Akademia Przedszkolaka"", ul. Obrońców Westerplatte 18, 11-400 Kętrzyn";280801;"m. Kętrzyn";"kętrzyński";"warmińsko-mazurskie";1;1;39;238;52;301
