"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"PĘK Marek - KW PRAWO I SPRAWIEDLIWOŚĆ";"MAŁODOBRY Grzegorz Franciszek - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"OZDOBA Wojciech Piotr - KW NOWA DEMOKRACJA - TAK";"BATOR Wiesław Adam - KW WIS"
2;"Zespół Szkolno-Przedszkolny w Książu Wielkim, ul. Mikołaja Reja 4, 32-210 Książ Wielki";120804;"gm. Książ Wielki";"miechowski";"małopolskie";1;1;246;166;40;30
3;"Remiza OSP w Książu Wielkim, ul. Jana Śniadeckiego 9A, 32-210 Książ Wielki";120804;"gm. Książ Wielki";"miechowski";"małopolskie";1;1;170;86;10;19
4;"Świetlica Wiejska w Rzędowicach, Rzędowice 53, 32-210 Książ Wielki";120804;"gm. Książ Wielki";"miechowski";"małopolskie";1;1;161;55;10;24
5;"Świetlica Wiejska w Antolce, Antolka 78, 32-210 Książ Wielki";120804;"gm. Książ Wielki";"miechowski";"małopolskie";1;1;85;46;9;11
6;"Remiza OSP w Moczydle, Moczydło 114, 32-210 Książ Wielki";120804;"gm. Książ Wielki";"miechowski";"małopolskie";1;1;96;41;6;12
7;"Świetlica Wiejska w Giebułtowie, Giebułtów 19, 32-210 Książ Wielki";120804;"gm. Książ Wielki";"miechowski";"małopolskie";1;1;113;30;5;10
8;"Świetlica Wiejska w Zaryszynie, Zaryszyn 24, 32-210 Książ Wielki";120804;"gm. Książ Wielki";"miechowski";"małopolskie";1;1;82;17;5;8
9;"Świetlica Wiejska w Konaszówce, Konaszówka 79, 32-210 Książ Wielki";120804;"gm. Książ Wielki";"miechowski";"małopolskie";1;1;142;48;17;16
10;"Świetlica Wiejska w Cisiu, Cisie 34A, 32-210 Książ Wielki";120804;"gm. Książ Wielki";"miechowski";"małopolskie";1;1;123;26;12;17
11;"Świetlica Wiejska w Mianocicach, Mianocice 16 A, 32-210 Książ Wielki";120804;"gm. Książ Wielki";"miechowski";"małopolskie";1;1;57;15;5;5
12;"Świetlica Wiejska w Tochołowie, Tochołów 25, 32-210 Książ Wielki";120804;"gm. Książ Wielki";"miechowski";"małopolskie";1;1;81;35;19;14
13;"Świetlica Wiejska w Trzonowie, Trzonów 26, 32-210 Książ Wielki";120804;"gm. Książ Wielki";"miechowski";"małopolskie";1;1;90;31;7;7
14;"Dom Pomocy Społecznej w Mianocicach, Mianocice 51, 32-210 Książ Wielki";120804;"gm. Książ Wielki";"miechowski";"małopolskie";1;1;20;1;0;2
1;"Bursa Szkolna w Miechowie, ul. Henryka Sienkiewicza 27A, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;319;347;56;68
2;"Przedszkole Samorządowe Nr 2 w Miechowie, ul. Jagiellońska 34, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;206;280;20;43
3;"Centrum Kultury i Sportu w Miechowie, Dom Kultury, ul. Racławicka 10, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;215;247;36;55
4;"Przedszkole Samorządowe Nr 1 im. J. Porazińskiej w Miechowie, ul. Powstańców 1863r. 13, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;344;333;48;70
5;"Polskie Stowarzyszenie na Rzecz Osób z Niepełnosprawnością Intelektualną koło w Miechowie, ul. Henryka Sienkiewicza 24, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;294;322;35;37
6;"Urząd Gminy i Miasta w Miechowie-świetlica, os. Osiedle Parkowe 11, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;323;292;35;56
7;"Szkoła Podstawowa Nr 1 im. Henryka Sienkiewicza w Miechowie, ul. Marii Konopnickiej 13, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;383;472;52;76
8;"Państwowa Szkoła Muzyczna I Stopnia im. M. K. Ogińskiego w Miechowie, os. Osiedle gen. Władysława Sikorskiego 15B, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;204;267;29;37
9;"Szkoła Podstawowa Nr 2 im. Marii Konopnickiej w Miechowie, os. Osiedle gen. Władysława Sikorskiego 15A, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;226;243;27;32
10;"Remiza Strażacka w Strzeżowie Drugim, Strzeżów Drugi 6A, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;65;30;12;23
11;"Świetlica Wiejska w Brzuchani, Brzuchania 58, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;84;48;14;15
12;"Szkoła Podstawowa w Bukowskiej Woli im. Samodzielnej Brygady Strzelców Karpackich Obrońców Tobruku, Bukowska Wola 79, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;257;103;30;40
13;"Szkoła Podstawowa w Pojałowicach im. Gen. Stanisława Maczka, Pojałowice 18, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;83;50;11;8
14;"Centrum Kultury Wsi Miechowskiej w Nasiechowicach, Nasiechowice 26, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;111;54;16;16
15;"Remiza Strażacka w Sławicach Szlacheckich, Sławice Szlacheckie 40, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;176;54;22;26
16;"Urząd Miasta i Gminy w Miechowie (budynek po Niepublicznej Szkole Podstawowej w Parkoszowicach im. 106 Dywizji Piechoty Armii Krajowej), Parkoszowice 45, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;90;75;14;22
17;"Szkoła Podstawowa w Jaksicach im. Adama Mickiewicza, Jaksice 110, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;328;179;46;41
18;"Wiejskie Centrum Kultury, Sportu i Rekreacji w Falniowie, Falniów 55, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;242;96;24;40
19;"Szkoła Podstawowa w Pstroszycach Pierwszych, Pstroszyce Pierwsze 66, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;196;59;13;26
20;"Specjalny Ośrodek Szkolno-Wychowawczy w Zagorzycach, Zagorzyce 9, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;119;46;12;16
21;"Remiza Ochotniczej Straży Pożarnej w Zarogowie, Zarogów 25A, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;112;40;11;18
22;"Remiza Ochotniczej Straży Pożarnej w Dziewięciołach, Dziewięcioły 39A, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;68;16;4;5
23;"Remiza Ochotniczej Straży Pożarnej w Szczepanowicach, Szczepanowice 24, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;122;61;10;18
24;"Remiza Ochotniczej Straży Pożarnej w Podleśnej Woli, Podleśna Wola 42, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;122;34;9;15
25;"Remiza Ochotniczej Straży Pożarnej w Kalinie Małej, Kalina Mała 72, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;87;59;13;8
26;"Remiza Ochotniczej Straży Pożarnej w Przesławicach, Przesławice 56, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;82;35;8;11
27;"Centrum Wsparcia Osób z Niepełnosprawnością Intelektualną i Ich Rodzin w Strzeżowie Drugim, Strzeżów Drugi 45, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;80;49;4;7
28;"Szpital św. Anny w Miechowie, ul. Szpitalna 3, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;20;8;0;1
29;"Dom Pomocy Społecznej w Miechowie, ul. Warszawska 49A, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;19;5;4;6
30;"Dom Pomocy Społecznej ""BETANIA"" w Miechowie, ul. ks. Skorupki 19, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;8;7;3;5
31;"Dom Pomocy Społecznej ""Dom Kombatanta"" w Miechowie, ul. Szpitalna 1, 32-200 Miechów";120805;"gm. Miechów";"miechowski";"małopolskie";1;1;5;1;2;15
1;"Szkoła Podstawowa w Racławicach, Racławice 147, 32-222 Racławice";120806;"gm. Racławice";"miechowski";"małopolskie";1;1;293;91;38;35
2;"Placówka Wsparcia Dziennego w Klonowie, Klonów 50, 32-222 Racławice";120806;"gm. Racławice";"miechowski";"małopolskie";1;1;79;40;23;18
3;"Środowiskowy Dom Samopomocy w Kościejowie, Kościejów 52, 32-222 Racławice";120806;"gm. Racławice";"miechowski";"małopolskie";1;1;227;55;13;29
4;"Willa Walerego Sławka w Janowiczkach, Janowiczki 27, 32-222 Racławice";120806;"gm. Racławice";"miechowski";"małopolskie";1;1;128;64;6;18
5;"Ośrodek ""Aktywny Senior"" w Marchocicach, Marchocice 13, 32-222 Racławice";120806;"gm. Racławice";"miechowski";"małopolskie";1;1;73;19;8;9
1;"Urząd Gminy w Słaboszowie, Słaboszów 57, 32-218 Słaboszów";120807;"gm. Słaboszów";"miechowski";"małopolskie";1;1;242;100;34;34
2;"Szkoła Podstawowa w Dziaduszycach, Dziaduszyce 23, 32-218 Słaboszów";120807;"gm. Słaboszów";"miechowski";"małopolskie";1;1;197;78;20;22
3;"Budynek Komunalny Gminy w Kalinie Wielkiej, Kalina Wielka 62, 32-218 Słaboszów";120807;"gm. Słaboszów";"miechowski";"małopolskie";1;1;240;132;19;34
4;"Szkoła Podstawowa w Janowicach, Janowice 50, 32-218 Słaboszów";120807;"gm. Słaboszów";"miechowski";"małopolskie";1;1;96;28;12;8
5;"Remiza Ochotniczej Straży Pożarnej w Słupowie, Słupów 45A, 32-218 Słaboszów";120807;"gm. Słaboszów";"miechowski";"małopolskie";1;1;67;27;11;21
6;"Remiza Ochotniczej Straży Pożarnej w Święcicach, Święcice 15 A, 32-218 Słaboszów";120807;"gm. Słaboszów";"miechowski";"małopolskie";1;1;81;38;8;15
7;"Remiza Ochotniczej Straży Pożarnej w Kropidle, Kropidło 48 A, 32-218 Słaboszów";120807;"gm. Słaboszów";"miechowski";"małopolskie";1;1;74;17;4;7
8;"Remiza Ochotniczej Straży Pożarnej w Nieszkowie, Nieszków 36, 32-218 Słaboszów";120807;"gm. Słaboszów";"miechowski";"małopolskie";1;1;59;36;11;10
1;"Filia Miejskiego Ośrodka Kultury w Bukownie, ul. Olkuska 8, 32-332 Bukowno";121201;"m. Bukowno";"olkuski";"małopolskie";1;1;72;89;15;23
2;"Filia Miejskiego Ośrodka Kultury w Bukownie, ul. Wiejska 9, 32-332 Bukowno";121201;"m. Bukowno";"olkuski";"małopolskie";1;1;133;119;20;20
3;"Basen Rekreacyjny Miejskiego Ośrodka Sportu i Rekreacji w Bukownie, ul. ks. Bolesława Zelka 30A, 32-332 Bukowno";121201;"m. Bukowno";"olkuski";"małopolskie";1;1;268;407;51;40
4;"Przedszkole Sióstr Prezentek w Bukownie, ul. Tadeusza Kościuszki 57, 32-332 Bukowno";121201;"m. Bukowno";"olkuski";"małopolskie";1;1;125;178;23;27
5;"Szkoła Podstawowa Nr 1 w Bukownie, ul. Szkolna 8, 32-332 Bukowno";121201;"m. Bukowno";"olkuski";"małopolskie";1;1;191;255;38;51
6;"Miejski Ośrodek Kultury w Bukownie, ul. Kolejowa 3, 32-332 Bukowno";121201;"m. Bukowno";"olkuski";"małopolskie";1;1;396;507;77;69
7;"Miejskie Przedszkole w Bukownie, ul. Niepodległości 11, 32-332 Bukowno";121201;"m. Bukowno";"olkuski";"małopolskie";1;1;348;437;92;89
8;"Filia Miejskiego Ośrodka Kultury w Bukownie, ul. Wodąca 51, 32-332 Bukowno";121201;"m. Bukowno";"olkuski";"małopolskie";1;1;110;219;29;33
9;"Szkoła Podstawowa Nr 2 w Bukownie, ul. Sławkowska 133, 32-332 Bukowno";121201;"m. Bukowno";"olkuski";"małopolskie";1;1;300;395;73;73
1;"Centrum Kultury im. Marii Płonowskiej w Bolesławiu, ul. Główna 55, 32-329 Bolesław";121203;"gm. Bolesław";"olkuski";"małopolskie";1;1;462;744;130;142
2;"Zespół Przedszkolno-Szkolny w Podlipiu, Podlipie 153, 32-329 Bolesław";121203;"gm. Bolesław";"olkuski";"małopolskie";1;1;311;335;63;76
3;"Remiza Ochotniczej Straży Pożarnej w Krzykawie, Krzykawa 54A, 32-329 Bolesław";121203;"gm. Bolesław";"olkuski";"małopolskie";1;1;311;374;72;78
4;"Remiza Ochotniczej Straży Pożarnej w Laskach, Laski ul. Główna 3, 32-329 Bolesław";121203;"gm. Bolesław";"olkuski";"małopolskie";1;1;268;290;60;73
5;"Staropolski Dworek w Krzykawce, Krzykawka ul. Starowiejska 2, 32-329 Bolesław";121203;"gm. Bolesław";"olkuski";"małopolskie";1;1;135;194;38;35
6;"Kamiliańskie Centrum Opiekuńczo – Lecznicze w Hutkach, Hutki ul. Jurajska 36, 32-329 Bolesław";121203;"gm. Bolesław";"olkuski";"małopolskie";1;1;34;2;1;3
1;"Dom Kultury ""Papiernik"" w Kluczach, ul. Rudnicka 2a, 32-310 Klucze";121204;"gm. Klucze";"olkuski";"małopolskie";1;1;486;914;139;143
2;"Szkoła Podstawowa w Kluczach, ul. Zawierciańska 30, 32-310 Klucze";121204;"gm. Klucze";"olkuski";"małopolskie";1;1;347;553;98;91
3;"Dom Ludowy w Chechle, Chechło ul. Plac Partyzantów 3, 32-310 Klucze";121204;"gm. Klucze";"olkuski";"małopolskie";1;1;353;454;54;82
4;"Szkoła Podstawowa w Rodakach, Rodaki ul. Strażacka 11, 32-310 Klucze";121204;"gm. Klucze";"olkuski";"małopolskie";1;1;217;233;42;43
5;"Szkoła Podstawowa w Ryczówku, Ryczówek ul. Dolna 12, 32-310 Klucze";121204;"gm. Klucze";"olkuski";"małopolskie";1;1;282;315;59;53
6;"Zespół Szkolno-Przedszkolny w Kwaśniowie Dolnym, Kwaśniów Dolny ul. Basztowa 2, 32-310 Klucze";121204;"gm. Klucze";"olkuski";"małopolskie";1;1;454;285;89;60
7;"Dom Ludowy w Cieślinie, Cieślin ul. Jurajska 67, 32-310 Klucze";121204;"gm. Klucze";"olkuski";"małopolskie";1;1;92;71;18;17
8;"Dom Kultury ""Hutnik"" w Jaroszowcu, Jaroszowiec ul. Leśna 1, 32-310 Klucze";121204;"gm. Klucze";"olkuski";"małopolskie";1;1;252;309;63;37
9;"Budynek wielofunkcyjny w Kolbarku, Kolbark ul. Źródlana 3, 32-310 Klucze";121204;"gm. Klucze";"olkuski";"małopolskie";1;1;146;119;35;30
10;"Budynek wielofunkcyjny w Krzywopłotach, Krzywopłoty ul. Partyzantów 26, 32-310 Klucze";121204;"gm. Klucze";"olkuski";"małopolskie";1;1;157;109;27;23
11;"Zespół Szkolno-Przedszkolny w Bydlinie, Bydlin ul. Legionów 32, 32-310 Klucze";121204;"gm. Klucze";"olkuski";"małopolskie";1;1;261;251;39;48
12;"Świetlica Wiejska w Golczowicach, Golczowice ul. Wesoła 17, 32-310 Klucze";121204;"gm. Klucze";"olkuski";"małopolskie";1;1;76;65;21;10
13;"Budynek po byłym przedszkolu w Bogucinie Dużym, Bogucin Duży 59, 32-310 Klucze";121204;"gm. Klucze";"olkuski";"małopolskie";1;1;66;108;21;18
14;"Świetlica Wiejska w Zalesiu Golczowskim, ul. Główna 30, 32-310 Zalesie Golczowskie";121204;"gm. Klucze";"olkuski";"małopolskie";1;1;58;99;12;8
15;"Małopolski Szpital Chorób Płuc i Rehabilitacji im. Edmunda Wojtyły w Jaroszowcu, Jaroszowiec ul. Kolejowa 1a, 32-310 Klucze";121204;"gm. Klucze";"olkuski";"małopolskie";1;1;55;31;5;10
1;"Szkoła Podstawowa Nr 4 w Olkuszu, ul. Francesco Nullo 36, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;199;334;89;35
2;"Zespół Szkół Nr 3 w Olkuszu, ul. Francesco Nullo 32, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;364;434;151;60
3;"Zespół Szkół Nr 1 w Olkuszu, ul. Górnicza 12, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;195;298;76;39
4;"Szkoła Podstawowa Nr 1 w Olkuszu, ul. Jana Kantego 5, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;392;567;144;66
5;"Szkoła Podstawowa Nr 6 w Olkuszu, ul. Długa 67, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;371;451;126;59
6;"Przedszkole Nr 4 w Olkuszu, ul. Bohaterów Westerplatte 12, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;731;835;190;89
7;"Polskie Stowarzyszenie na rzecz Osób z Niepełnosprawnością Intelektualną Koło w Olkuszu, ul. Kosynierów 12, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;611;592;206;106
8;"Przedszkole Nr 13 w Olkuszu, ul. Kosynierów 14, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;542;568;128;73
9;"IV Liceum Ogólnokształcące w Olkuszu, ul. Janusza Korczaka 7, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;332;471;106;58
10;"Szkoła Podstawowa Nr 3 w Olkuszu, ul. kpt. Hardego 11a, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;403;495;180;55
11;"Zespół Szkół Nr 4 w Olkuszu, ul. Legionów Polskich 1, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;375;499;163;63
12;"Przedszkole Nr 8 w Olkuszu, ul. Legionów Polskich 12, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;383;454;158;42
13;"Olkuska Spółdzielnia Mieszkaniowa, Rejon 3 w Olkuszu, ul. Juliana Tuwima 2, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;372;474;292;54
14;"Zespół Szkolno-Przedszkolny Integracyjny Nr 1 w Olkuszu, ul. Jana Kochanowskiego 2, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;337;402;342;47
15;"Przedszkole Nr 10 w Olkuszu, ul. Stefana Żeromskiego 6, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;359;307;276;27
16;"Szkoła Podstawowa Nr 10 w Olkuszu, ul. Stefana Żeromskiego 1, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;388;439;269;65
17;"Powiatowe Centrum Pomocy Rodzinie w Olkuszu, ul. marszałka Józefa Piłsudskiego 21, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;306;576;145;64
18;"Świetlica Wiejska MOK w Bogucinie Małym, Bogucin Mały 66, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;158;190;68;21
19;"Zespół Szkolno-Przedszkolny w Braciejówce, Braciejówka 60, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;271;126;33;25
20;"Świetlica Wiejska w Podlesiu, Podlesie 63C, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;131;128;45;24
21;"Wiejski Dom Kultury w Troksie, Troks 43, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;141;70;55;27
22;"Publiczna Szkoła Podstawowa w Witeradowie, Witeradów 394, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;236;230;90;34
23;"Publiczna Szkoła Podstawowa w Żuradzie, Żurada ul. Słoneczna 1, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;318;269;85;54
24;"Zespół Szkolno-Przedszkolny w Osieku, Osiek 79b, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;552;362;147;73
25;"Remiza OSP w Zimnodole, Zimnodół 52, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;219;81;48;29
26;"Szkoła Podstawowa w Kosmolowie, Kosmolów 152, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;406;108;39;44
27;"Szkoła Podstawowa w Sienicznie, Sieniczno ul. Marii Dąbrowskiej 14, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;304;250;122;46
28;"Szkoła Podstawowa w Gorenicach, ul. Krakowska 51, 32-327 Gorenice";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;386;246;89;44
29;"Wiejski Dom Kultury w Niesułowicach, Niesułowice ul. Galicyjska 60, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;180;89;21;14
30;"Zespół Szkolno-Przedszkolny w Zedermanie, Zederman 99, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;528;174;79;58
31;"Szkoła Podstawowa w Zawadzie, Zawada 110, 32-327 Gorenice";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;175;91;64;26
32;"Dom Pomocy Społecznej w Olkuszu, ul. Jana Kantego 4, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;45;4;4;5
33;"Niepubliczny Zakład Opieki Zdrowotnej Nowy Szpital w Olkuszu, al. 1000-lecia 13, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;25;15;8;3
34;"Niepubliczny Zakład Opiekuńczo-Leczniczy ""POMORZANY"" w Olkuszu, ul. Gwarków 4A, 32-300 Olkusz";121205;"gm. Olkusz";"olkuski";"małopolskie";1;1;7;2;1;2
1;"Szkoła Podstawowa w Jangrocie, ul. Krakowska 4, 32-353 Jangrot";121206;"gm. Trzyciąż";"olkuski";"małopolskie";1;1;450;158;44;43
2;"Szkoła Podstawowa w Suchej, ul. Długa 94, 32-353 Sucha";121206;"gm. Trzyciąż";"olkuski";"małopolskie";1;1;326;59;30;42
3;"Niepubliczna Szkoła Podstawowa w Imbramowicach, Imbramowice 119, 32-353 Trzyciąż";121206;"gm. Trzyciąż";"olkuski";"małopolskie";1;1;185;85;30;40
4;"Szkoła Podstawowa w Zadrożu, Zadroże 69, 32-353 Trzyciąż";121206;"gm. Trzyciąż";"olkuski";"małopolskie";1;1;417;180;50;75
5;"Niepubliczna Szkoła Podstawowa w Trzyciążu, ul. Leśna 14, 32-353 Trzyciąż";121206;"gm. Trzyciąż";"olkuski";"małopolskie";1;1;210;182;42;44
6;"Budynek po Szkole Podstawowej w Michałówce, Michałówka 23, 32-353 Trzyciąż";121206;"gm. Trzyciąż";"olkuski";"małopolskie";1;1;187;36;17;20
7;"Centrum Integracji Społecznej w Tarnawie, Tarnawa 156, 32-353 Trzyciąż";121206;"gm. Trzyciąż";"olkuski";"małopolskie";1;1;220;62;20;28
8;"Remiza Ochotniczej Straży Pożarnej w Glanowie, Glanów 76A, 32-353 Trzyciąż";121206;"gm. Trzyciąż";"olkuski";"małopolskie";1;1;147;73;17;18
9;"Remiza Ochotniczej Straży Pożarnej w Porąbce, Porąbka 92, 32-353 Trzyciąż";121206;"gm. Trzyciąż";"olkuski";"małopolskie";1;1;105;34;10;16
10;"Remiza Ochotniczej Straży Pożarnej w Ściborzycach, Ściborzyce 38, 32-353 Trzyciąż";121206;"gm. Trzyciąż";"olkuski";"małopolskie";1;1;81;67;12;15
11;"Centrum Tradycji Społecznej w Zagórowej, Zagórowa 47, 32-353 Trzyciąż";121206;"gm. Trzyciąż";"olkuski";"małopolskie";1;1;124;30;8;16
1;"Szkoła Podstawowa w Chełmie, Chełm ul. Wolbromska 21, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;260;149;33;59
2;"Remiza OSP w Chrząstowicach, Chrząstowice 41A, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;189;161;46;35
3;"Szkoła Podstawowa w Dłużcu, Dłużec 7, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;245;91;45;36
4;"Remiza OSP w Załężu, Załęże 108, 32-310 Klucze";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;203;79;20;28
5;"Zespół Szkół w Gołaczewach, Gołaczewy ul. Chełmska 8, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;381;226;49;66
6;"Szkoła Podstawowa w Jeżówce, Jeżówka 253, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;362;140;48;62
7;"Zespół Szkolno-Przedszkolny w Kąpielach Wielkich, Kąpiele Wielkie 75a, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;360;94;40;42
8;"Centrum Turystyki i Rekreacji w Łobzowie, Łobzów 218, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;323;191;55;68
9;"Niepubliczna Szkoła Podstawowa w Porębie Dzierżnej, Poręba Dzierżna 148, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;248;80;25;37
10;"Niepubliczna Szkoła Podstawowa w Porębie Górnej, Poręba Górna 62, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;183;100;21;26
11;"budynek byłej Szkoły Podstawowej w Strzegowej, Strzegowa 92, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;251;77;33;31
12;"Szkoła Podstawowa w Wierzchowisku, Wierzchowisko 32b, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;296;232;61;60
13;"Szkoła Podstawowa w Zarzeczu, Zarzecze ul. Szkolna 2, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;373;231;70;65
14;"Zespół Szkolno-Przedszkolny w Wolbromiu, os. Władysława Łokietka 10, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;425;410;89;114
15;"Zespół Szkolno-Przedszkolny w Wolbromiu, os. Władysława Łokietka 10, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;253;262;34;55
16;"Zespół Szkolno-Przedszkolny w Wolbromiu, ul. Mariacka 28, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;300;338;35;61
17;"Urząd Miasta i Gminy w Wolbromiu, ul. Krakowska 1, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;276;239;38;36
18;"Środowiskowy Dom Samopomocy w Wolbromiu, ul. Skalska 20, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;189;209;28;41
19;"Zespół Szkół w Wolbromiu, ul. Skalska 18, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;214;297;27;32
20;"Zespół Szkół w Wolbromiu, ul. Pod Lasem 1, 32-340 Wolbrom";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;240;259;32;34
21;"Remiza OSP w Domaniewicach, Domaniewice 72, 32-310 Domaniewice";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;144;48;28;27
22;"Remiza OSP w Lgocie Wielkiej, Lgota Wielka 31, 32-340 Lgota Wielka";121207;"gm. Wolbrom";"olkuski";"małopolskie";1;1;105;38;7;12
