"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"KEMPINSKI Radosław Grzegorz - KW PRAWO I SPRAWIEDLIWOŚĆ";"JAROCKA Krystyna Anna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOBIAK Andrzej - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI"
83;"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;166;74;417
84;"Szkoła Podstawowa nr 4, ul. Wyzwolenia 4, 85-790 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;201;98;534
85;"Szkoła Podstawowa nr 4, ul. Wyzwolenia 4, 85-790 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;295;165;769
86;"Zespół Szkolno-Przedszkolny nr 1, ul. gen. Tadeusza Bora-Komorowskiego 2, 85-790 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;438;222;1415
87;"Szkoła Podstawowa nr 4, ul. Wyzwolenia 4, 85-790 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;366;142;598
88;"Zespół Szkolno-Przedszkolny nr 1, ul. gen. Tadeusza Bora-Komorowskiego 2, 85-790 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;326;212;927
89;"Szkoła Podstawowa nr 27, ul. Sielska 34, 85-790 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;243;130;630
90;"Szkoła Podstawowa nr 27, ul. Sielska 34, 85-790 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;60;55;89
91;"Zespół Szkół nr 7, ul. Ludwika Waryńskiego 1, 85-320 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;274;110;704
92;"IV Liceum Ogólnokształcące, ul. Stawowa 39, 85-323 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;206;82;409
93;"IV Liceum Ogólnokształcące, ul. Stawowa 39, 85-323 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;153;53;293
94;"Zespół Szkół nr 7, ul. Ludwika Waryńskiego 1, 85-320 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;144;84;507
95;"Zespół Szkół Elektrycznych, ul. Stawowa 41, 85-323 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;249;126;498
96;"Zespół Szkół i Placówek nr 1, ul. Stawowa 53, 85-323 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;329;117;664
97;"Zespół Szkół i Placówek nr 1, ul. Stawowa 53, 85-323 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;320;129;612
98;"Zespół Szkół i Placówek nr 1, ul. Stawowa 53, 85-323 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;243;97;501
99;"Zespół Szkół nr 7, ul. Ludwika Waryńskiego 1, 85-320 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;282;100;649
100;"Zespół Szkół nr 1, ul. Nakielska 11, 85-219 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;238;91;423
101;"Zespół Szkół nr 1, ul. Nakielska 11, 85-219 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;209;97;344
102;"Zespół Szkół nr 29, ul. Słoneczna 26, 85-348 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;218;89;471
103;"Zespół Szkół Mechanicznych nr 2, ul. Słoneczna 19, 85-348 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;348;137;829
104;"Zespół Szkół Mechanicznych nr 2, ul. Słoneczna 19, 85-348 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;262;100;431
105;"K. S. ""Gwiazda"", ul. Józefa Bronikowskiego 45, 85-350 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;350;133;825
106;"Zespół Szkół nr 8, ul. Pijarów 4, 85-360 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;326;137;748
107;"Zespół Szkół nr 8, ul. Pijarów 4, 85-360 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;460;163;719
108;"Szkoła Podstawowa nr 35, ul. Nakielska 273, 85-391 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;558;184;955
109;"Szkoła Podstawowa nr 35, ul. Nakielska 273, 85-391 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;501;204;1159
110;"Szkoła Podstawowa nr 41, ul. Romualda Traugutta 12, 85-122 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;228;112;468
111;"Szkoła Podstawowa nr 41, ul. Romualda Traugutta 12, 85-122 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;138;74;419
112;"Szkoła Podstawowa nr 41, ul. Romualda Traugutta 12, 85-122 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;135;73;390
113;"II Liceum Ogólnokształcące, ul. Nowodworska 13, 85-120 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;284;108;579
114;"Międzynarodowa Szkoła Podstawowa „Sokrates”, ul. Jana Henryka Dąbrowskiego 8, 85-158 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;288;113;656
115;"MDK nr 2, ul. Stanisława Leszczyńskiego 42, 85-137 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;319;148;854
116;"Szkoła Podstawowa nr 63, ul. Seweryna Goszczyńskiego 3, 85-134 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;400;129;779
117;"Szkoła Podstawowa nr 63, ul. Seweryna Goszczyńskiego 3, 85-134 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;363;143;971
118;"Zespół Szkół nr 30 Specjalnych, ul. Jesionowa 3a, 85-149 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;262;140;778
119;"Zespół Szkół nr 30 Specjalnych, ul. Jesionowa 3a, 85-149 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;243;96;511
120;"Szkoła Podstawowa nr 63, ul. Seweryna Goszczyńskiego 3, 85-134 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;132;57;371
121;"Szkoła Podstawowa nr 63, ul. Seweryna Goszczyńskiego 3, 85-134 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;275;108;644
122;"MDK nr 2, ul. Stanisława Leszczyńskiego 42, 85-137 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;370;152;913
123;"Szkoła Podstawowa nr 30, ul. Tadeusza Czackiego 8, 85-138 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;247;96;477
124;"Szkoła Podstawowa nr 30, ul. Tadeusza Czackiego 8, 85-138 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;212;80;576
125;"Szkoła Podstawowa nr 30, ul. Tadeusza Czackiego 8, 85-138 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;173;52;380
126;"Szkoła Podstawowa nr 30, ul. Tadeusza Czackiego 8, 85-138 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;300;135;775
127;"Szkoła Podstawowa nr 12, ul. Kcyńska 49, 85-304 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;182;97;587
128;"Szkoła Podstawowa nr 12, ul. Kcyńska 49, 85-304 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;445;209;1265
129;"Zespół Szkół nr 32, ul. Krucza 5a, 85-308 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;230;107;655
130;"Zespół Szkół nr 32, ul. Krucza 5a, 85-308 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;308;157;984
131;"Szkoła Podstawowa nr 56, ul. Karpacka 30, 85-164 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;107;42;356
132;"Szkoła Podstawowa nr 56, ul. Karpacka 30, 85-164 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;337;123;825
133;"Szkoła Podstawowa nr 56, ul. Karpacka 30, 85-164 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;340;127;774
134;"Szkoła Podstawowa nr 56, ul. Karpacka 30, 85-164 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;299;114;681
135;"Szkoła Podstawowa nr 56, ul. Karpacka 30, 85-164 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;299;104;687
136;"Szkoła Podstawowa nr 56, ul. Karpacka 30, 85-164 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;334;119;911
137;"Zespół Szkół Drzewnych, ul. Toruńska 44, 85-023 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;140;92;436
138;"Spółdzielnia Mieszkaniowa ""BUDOWLANI"", ul. Tadeusza Boya-Żeleńskiego 1, 85-858 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;358;165;908
139;"Zespół Szkół nr 19, ul. Adama Grzymały Siedleckiego 11, 85-868 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;351;100;637
140;"Dom Kultury ""Modraczek"", ul. Ogrody 15, 85-870 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;315;146;835
141;"Dom Kultury ""Modraczek"", ul. Ogrody 15, 85-870 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;243;92;596
142;"IX Liceum Ogólnokształcące, ul. Zofii Nałkowskiej 9, 85-866 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;276;115;600
143;"IX Liceum Ogólnokształcące, ul. Zofii Nałkowskiej 9, 85-866 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;245;81;575
144;"IX Liceum Ogólnokształcące, ul. Zofii Nałkowskiej 9, 85-866 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;306;114;608
145;"Szkoła Podstawowa nr 38, ul. Węgierska 11, 85-858 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;221;100;585
146;"Szkoła Podstawowa nr 38, ul. Węgierska 11, 85-858 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;316;128;782
147;"Szkoła Podstawowa nr 38, ul. Węgierska 11, 85-858 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;325;106;787
148;"Szkoła Podstawowa nr 60, ul. Bohaterów Kragujewca 10, 85-863 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;232;172;793
149;"Szkoła Podstawowa nr 60, ul. Bohaterów Kragujewca 10, 85-863 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;300;111;673
150;"Szkoła Podstawowa nr 60, ul. Bohaterów Kragujewca 10, 85-863 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;270;139;728
151;"Szkoła Podstawowa nr 60, ul. Glinki 117, 85-861 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;303;139;745
152;"Szkoła Podstawowa nr 60, ul. Glinki 117, 85-861 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;267;154;991
153;"BKS ""CHEMIK"", ul. Glinki 79, 85-061 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;322;97;759
154;"Szkoła Podstawowa nr 28, ul. Krzysztofa Kamila Baczyńskiego 1, 85-805 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;228;98;448
155;"Bydgoskie Biuro Finansów Oświaty, ul. Krzysztofa Kamila Baczyńskiego 5, 85-805 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;237;114;530
156;"MDK nr 1, ul. Krzysztofa Kamila Baczyńskiego 3, 85-805 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;239;103;443
157;"MDK nr 1, ul. Krzysztofa Kamila Baczyńskiego 3, 85-805 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;261;109;617
158;"Bydgoskie Biuro Finansów Oświaty, ul. Krzysztofa Kamila Baczyńskiego 5, 85-805 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;355;87;726
159;"Szkoła Podstawowa nr 46, ul. Kombatantów 2, 85-829 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;271;98;688
160;"Szkoła Podstawowa nr 46, ul. Kombatantów 2, 85-829 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;376;123;762
161;"Szkoła Podstawowa nr 60, ul. Glinki 117, 85-861 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;194;88;424
162;"Zespół Szkół Spożywczych, ul. Toruńska 174, 85-844 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;357;167;956
163;"V Liceum Ogólnokształcące, ul. Szarych Szeregów 4a, 85-829 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;292;111;566
164;"V Liceum Ogólnokształcące, ul. Szarych Szeregów 4a, 85-829 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;202;85;498
165;"Zespół Szkolno-Przedszkolny nr 3, ul. Bohaterów Westerplatte 2, 85-827 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;269;101;519
166;"Zespół Szkolno-Przedszkolny nr 3, ul. Bohaterów Westerplatte 2, 85-827 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;221;91;465
167;"Centrum Integracji Społecznej im. Jacka Kuronia, ul. Smoleńska 43, 85-833 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;195;82;216
168;"Zespół Szkół nr 18, ul. Hutnicza 89, 85-873 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;262;129;339
169;"Świetlica Środowiskowa MOPS ""Wodny Kraj"", ul. Toruńska 185 - 187, 85-844 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;155;59;258
170;"Szkoła Podstawowa nr 2, ul. Hetmańska 34, 85-039 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;243;127;511
171;"XIII Liceum Ogólnokształcące, ul. Aleksandra Fredry 3, 85-057 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;241;104;495
172;"Poradnia Psychologiczno-Pedagogiczna nr 1, ul. Jana III Sobieskiego 10, 85-060 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;199;79;354
173;"Szkoła Podstawowa nr 2, ul. Hetmańska 34, 85-039 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;167;78;365
174;"Szkoła Podstawowa nr 2, ul. Hetmańska 34, 85-039 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;153;68;393
175;"Budynek VII Liceum Ogólnokształcącego, ul. Tadeusza Kościuszki 37a, 85-071 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;110;65;240
176;"Szkoła Podstawowa nr 58, ul. Gdańska 53a, 85-005 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;149;90;442
177;"Budynek VII Liceum Ogólnokształcącego, ul. Tadeusza Kościuszki 37a, 85-071 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;152;71;439
178;"MDK nr 4, ul. Dworcowa 82, 85-010 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;161;70;328
179;"MDK nr 4, ul. Dworcowa 82, 85-010 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;172;72;352
180;"ENEA Operator Sp. z o. o., ul. Dr. Emila Warmińskiego 6, 85-054 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;200;83;428
181;"ADM Sp. z o. o.-ROM Nr 3, ul. Gdańska 9, 85-006 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;92;41;204
182;"VI Liceum Ogólnokształcące, ul. Stanisława Staszica 4, 85-014 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;187;100;665
183;"Szkoła Podstawowa nr 37, ul. Gdańska 122, 85-021 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;220;105;736
184;"VI Liceum Ogólnokształcące, ul. Stanisława Staszica 4, 85-014 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;202;82;469
185;"I Liceum Ogólnokształcące, ul. Plac Wolności 9, 85-004 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;155;78;435
186;"Pałac Młodzieży, ul. Jagiellońska 27, 85-097 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;166;93;492
187;"Uniwersytet Kazimierza Wielkiego w Bydgoszczy, ul. Pl. Kościeleckich 8, 85-033 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;84;35;179
188;"Szkoła Podstawowa nr 47, ul. Adama Czartoryskiego 18, 85-222 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;252;101;530
189;"Urząd Miasta Bydgoszczy, ul. Jezuicka 2, 85-102 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;118;76;320
190;"Dom Pomocy Społecznej ""Promień Życia"" w Bydgoszczy, ul. Łomżyńska 54, 85-863 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;32;14;11
191;"Dom Pomocy Społecznej ""Jesień Życia"" w Bydgoszczy, ul. Mińska 15a, 85-402 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;15;5;13
192;"Wielospecjalistyczny Szpital Miejski im. dr Emila Warmińskiego Samodzielny Publiczny Zakład Opieki Zdrowotnej w Bydgoszczy, ul. Szpitalna 19, 85-826 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;35;12;30
193;"Szpital Uniwersytecki Nr 1 im. dr. Antoniego Jurasza w Bydgoszczy, ul. Marii Curie Skłodowskiej 9, 85-094 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;67;29;127
194;"Centrum Onkologii im. prof. Franciszka Łukaszczyka w Bydgoszczy, ul. Izabeli Romanowskiej 2, 85-796 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;75;22;78
195;"Szpital Uniwersytecki Nr 2 im. dr. Jana Biziela w Bydgoszczy, ul. Kornela Ujejskiego 75, 85-168 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;50;23;87
196;"Kujawsko-Pomorskie Centrum Pulmonologii w Bydgoszczy, ul. Seminaryjna 1, 85-326 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;37;13;31
197;"Kujawsko-Pomorskie Centrum Pulmonologii w Bydgoszczy, ul. dr Stanisława Meysnera 9, 85-472 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;24;12;29
198;"Wojewódzki Szpital Obserwacyjno-Zakaźny im. Tadeusza Browicza w Bydgoszczy, ul. Św. Floriana 12, 85-030 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;7;6;22
199;"10 Wojskowy Szpital Kliniczny z Polikliniką-Samodzielny Publiczny Zakład Opieki Zdrowotnej w Bydgoszczy, ul. Powstańców Warszawy 5, 85-681 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;66;25;88
200;"Samodzielny Publiczny Wielospecjalistyczny Zakład Opieki Zdrowotnej Ministerstwa Spraw Wewnętrznych i Administracji w Bydgoszczy, ul. Ks. Ryszarda Markwarta 4 - 6, 85-015 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;6;3;19
201;"Zakład Opiekuńczo-Leczniczy w Bydgoszczy, ul. Smukalska 251, 85-485 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;1;2;5
202;"Centrum Medyczne Gizińscy sp. z o. o., ul. Leśna 9a, 85-676 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;12;2;18
203;"Areszt Śledczy w Bydgoszczy, ul. Wały Jagiellońskie 4, 85-131 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;40;69;207
204;"Areszt Śledczy w Bydgoszczy Oddział Zewnętrzny w Bydgoszczy-Fordonie, pl. Rynek 8, 85-790 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;44;91;300
205;"Areszt Śledczy w Bydgoszczy Oddział Zewnętrzny w Bydgoszczy, ul. Toruńska 276, 85-831 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;26;19;39
206;"Niepubliczny Zakład Opieki Zdrowotnej Dom Sue Ryder prowadzony przez Pallmed sp. z o. o. Hospicjum Stacjonarne, ul. Wilhelma Roentgena 3, 85-796 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;0;2;2
207;"Wielospecjalistyczny Ośrodek Zdrowia ""GRYF-MED"" sp. z o. o. Zakład Opieki Długoterminowej, ul. Wojska Polskiego 46, 85-825 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;4;2;18
208;"Dom Studencki Politechniki Bydgoskiej im. Jana i Jędrzeja Śniadeckich, ul. Aleje Prof. Sylwestra Kaliskiego 12, 85-796 Bydgoszcz";46101;"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";1;1;13;24;50
