"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"SZELIGA Sławomir Kazimierz - KW BEZPARTYJNI SAMORZĄDOWCY";"BOGDANOWICZ Mikołaj - KW PRAWO I SPRAWIEDLIWOŚĆ";"LATAWIEC Jarosław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"BREJZA Ryszard Franciszek - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WEGNER Łukasz Mikołaj - KWW EUROPEJSKA LEWICA"
1;"Filia Nr 4 Biblioteki Miejskiej im. Jana Kasprowicza, ul. Poprzeczna 29, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;77;212;50;483;64
2;"Szkoła Podstawowa Nr 1 im. Św. Wojciecha, ul. Toruńska 46 - 48, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;53;245;41;503;34
3;"Szkoła Podstawowa Nr 1 im. Św. Wojciecha, ul. Toruńska 46 - 48, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;30;173;39;277;40
4;"Przedszkole Nr 14 ""Muzyczna Kraina"", ul. Marii Curie-Skłodowskiej 41, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;80;296;76;464;57
5;"Biuro Administracji Kujawskiej Spółdzielni Mieszkaniowej, ul. Toruńska 60, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;56;179;30;388;56
6;"Środowiskowy Dom Samopomocy, ul. Świętego Ducha 90, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;53;176;39;474;50
7;"I Liceum Ogólnokształcące im. Jana Kasprowicza z Oddziałami Dwujęzycznymi, ul. 3 Maja 11, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;46;180;31;303;56
8;"Kujawskie Centrum Kultury, ul. Kasztelańska 22, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;57;190;49;380;64
9;"Biblioteka Miejska im. Jana Kasprowicza, ul. Jana Kilińskiego 16, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;64;210;39;324;63
10;"Przedsiębiorstwo Gospodarki Komunalnej i Mieszkaniowej sp. z o. o., ul. ks. Piotra Wawrzyniaka 33, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;49;205;48;385;51
11;"Przedsiębiorstwo Gospodarki Komunalnej i Mieszkaniowej sp. z o. o., ul. ks. Piotra Wawrzyniaka 33, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;35;173;25;255;37
12;"Przedszkole Nr 14 ""Muzyczna Kraina"", ul. Świętego Ducha 86, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;70;218;42;424;41
13;"Miejski Ośrodek Pomocy Społecznej, ul. Świętego Ducha 90, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;60;251;47;532;73
14;"Administracja Osiedla Piastowskiego Kujawskiej Spółdzielni Mieszkaniowej, ul. Bolesława Krzywoustego 23, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;52;301;44;617;77
15;"Szkoła Podstawowa Nr 8 im. 4. Kujawskiego Pułku Artylerii Lekkiej, ul. Władysława Łokietka 3, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;39;161;42;407;38
16;"Szkoła Podstawowa Nr 8 im. 4. Kujawskiego Pułku Artylerii Lekkiej, ul. Władysława Łokietka 3, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;50;227;46;399;48
17;"Przedszkole Niepubliczne ""Pod Tęczą"", ul. Władysława Łokietka 2, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;43;175;41;391;40
18;"Drukarnia POZKAL Spółka z o. o. Spółka komandytowa, ul. Cegielna 10/12, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;40;182;27;324;46
19;"Szkoła Podstawowa Nr 11 im. Stefana Batorego, ul. Jana III Sobieskiego 5/7, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;99;318;69;833;69
20;"Szkoła Podstawowa Nr 11 im. Stefana Batorego, ul. Jana III Sobieskiego 5/7, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;110;342;59;882;75
21;"Szkoła Podstawowa Nr 10 im. Jana Kasprowicza, ul. Stanisława Przybyszewskiego 119, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;51;163;29;313;51
22;"Zespół Szkół Chemiczno-Elektronicznych im. Jana Pawła II, ul. Poznańska 345, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;88;266;46;377;56
23;"Szkoła Podstawowa Nr 9 z Oddziałami Przedszkolnymi im. Marii Skłodowskiej-Curie, ul. Chemiczna 9, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;55;227;50;298;52
24;"Szkoła Podstawowa Nr 14 z Oddziałami Dwujęzycznymi im. Zygmunta Wilkońskiego, ul. Ignacego Daszyńskiego 29, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;45;149;35;448;58
25;"Szkoła Podstawowa Nr 14 z Oddziałami Dwujęzycznymi im. Zygmunta Wilkońskiego, ul. Ignacego Daszyńskiego 29, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;59;194;43;478;57
26;"Kujawska Spółdzielnia Mieszkaniowa, ul. Aleje Mikołaja Kopernika 7, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;55;267;53;564;75
27;"Zespół Szkół im. Marka Kotańskiego, ul. Solankowa 21, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;33;221;30;409;41
28;"Filia Nr 1 Biblioteki Miejskiej im. Jana Kasprowicza, ul. Zygmunta Wilkońskiego 32, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;60;252;29;503;62
29;"Szkoła Podstawowa Integracyjna im. Powstańców Wielkopolskich, ul. Józefa Krzymińskiego 4, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;58;163;27;535;66
30;"Szkoła Podstawowa Integracyjna im. Powstańców Wielkopolskich, ul. Józefa Krzymińskiego 4, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;56;200;33;427;42
31;"Zespół Szkół Ekonomiczno-Logistycznych, ul. Józefa Krzymińskiego 8, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;26;126;21;273;23
32;"Przedszkole Nr 20 ""Kujawskie dzieci"", ul. Wojska Polskiego 13a, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;58;196;40;452;46
33;"Zakład Robót Publicznych, ul. Marszałka Józefa Piłsudskiego 15, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;80;288;56;628;75
34;"Przedszkole Nr 4 „Słoneczko” z Oddziałami Integracyjnymi, ul. Janusza Kusocińskiego 24, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;24;120;20;317;38
35;"Budynek Starostwa Powiatowego, ul. Poznańska 133A, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;37;227;24;394;41
36;"Przedszkole Nr 4 „Słoneczko” z Oddziałami Integracyjnymi, ul. Janusza Kusocińskiego 24, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;49;194;37;433;52
37;"Przedszkole Nr 4 „Słoneczko” z Oddziałami Integracyjnymi, ul. Janusza Kusocińskiego 11, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;54;226;23;496;47
38;"Szkoła Podstawowa Nr 4 im. Janusza Kusocińskiego, ul. Szarych Szeregów 1, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;53;242;39;405;53
39;"Szkoła Podstawowa Nr 4 im. Janusza Kusocińskiego, ul. Szarych Szeregów 1, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;57;208;27;481;47
40;"Szkoła Podstawowa Nr 5 im. dra Józefa Krzymińskiego, ul. Stanisława Kiełbasiewicza 7, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;64;230;39;468;70
41;"Szkoła Podstawowa Nr 5 im. dra Józefa Krzymińskiego, ul. Stanisława Kiełbasiewicza 7, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;47;207;35;400;52
42;"Przedszkole Nr 20 ""Kujawskie dzieci"", ul. Tadeusza Chęsego 13, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;52;225;40;492;60
43;"Warsztat Terapii Zajęciowej ""Razem"" przy Stowarzyszeniu Pomocy Upośledzonym Umysłowo, ul. Emilii Plater 3, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;109;332;52;720;96
44;"Szkoła Podstawowa Nr 5 im. dra Józefa Krzymińskiego, ul. Stanisława Kiełbasiewicza 7, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;62;283;39;495;58
45;"Warsztat Terapii Zajęciowej ""Razem"" przy Stowarzyszeniu Pomocy Upośledzonym Umysłowo, ul. Emilii Plater 3, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;73;282;75;662;92
46;"Dom Pomocy Społecznej w Inowrocławiu, ul. Macieja Wierzbińskiego 49, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;2;16;0;22;0
47;"Szpital Wielospecjalistyczny im. dr. Ludwika Błażka, ul. Poznańska 97, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;5;19;2;35;8
48;"Zakład Karny w Inowrocławiu, ul. Prezydenta Gabriela Narutowicza 46, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;7;26;17;118;10
49;"""Solanki"" Uzdrowisko Inowrocław sp. z o. o. Zespół Sanatoryjno-Szpitalny ""Kujawiak"", ul. Zygmunta Wilkońskiego 23, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;28;280;13;334;40
50;"Sanatorium Uzdrowiskowe ""Przy Tężni"" im. dr. Józefa Krzymińskiego SPZOZ, ul. Przy Stawku 12, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;16;187;12;202;24
51;"Sanatorium Uzdrowiskowe Modrzew sp. z o. o., ul. Macieja Wierzbińskiego 50A, 88-100 Inowrocław";40701;"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;7;67;2;92;10
1;"Gminny Ośrodek Kultury, Sportu i Rekreacji, ul. Długa 48, 88-133 Dąbrowa Biskupia";40702;"gm. Dąbrowa Biskupia";"inowrocławski";"kujawsko-pomorskie";1;1;34;228;36;236;35
2;"Szkoła Podstawowa, Pieranie 7, 88-133 Dąbrowa Biskupia";40702;"gm. Dąbrowa Biskupia";"inowrocławski";"kujawsko-pomorskie";1;1;34;228;28;186;41
3;"Świetlica Wiejska, Mleczkowo 30, 88-133 Dąbrowa Biskupia";40702;"gm. Dąbrowa Biskupia";"inowrocławski";"kujawsko-pomorskie";1;1;19;149;17;100;24
4;"Szkoła Podstawowa, Ośniszczewko 1, 88-133 Dąbrowa Biskupia";40702;"gm. Dąbrowa Biskupia";"inowrocławski";"kujawsko-pomorskie";1;1;7;44;9;47;2
5;"Szkoła Podstawowa, Ośniszczewko 1, 88-133 Dąbrowa Biskupia";40702;"gm. Dąbrowa Biskupia";"inowrocławski";"kujawsko-pomorskie";1;1;1;55;8;36;4
6;"Szkoła Podstawowa, Parchanie 38, 88-110 Inowrocław";40702;"gm. Dąbrowa Biskupia";"inowrocławski";"kujawsko-pomorskie";1;1;38;193;30;142;27
7;"Centrum Aktywności Seniora, Stanomin 45, 88-133 Dąbrowa Biskupia";40702;"gm. Dąbrowa Biskupia";"inowrocławski";"kujawsko-pomorskie";1;1;9;68;13;74;6
8;"Środowiskowy Dom Samopomocy w Wonorzu, Wonorze 36, 88-133 Dąbrowa Biskupia";40702;"gm. Dąbrowa Biskupia";"inowrocławski";"kujawsko-pomorskie";1;1;15;85;13;75;8
1;"Przedszkole Bajkowa Kraina, ul. Stanisława Moniuszki 2, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;31;199;29;295;27
2;"Urząd Stanu Cywilnego, ul. Dworcowa 17, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;27;194;30;312;27
3;"Szkoła Podstawowa Nr 2, ul. Dworcowa 11, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;26;137;35;119;22
4;"Szkoła Podstawowa Nr 1, ul. Toruńska 40, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;31;208;66;262;49
5;"Miejsko-Gminna Biblioteka Publiczna, ul. Dworcowa 5, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;56;248;62;275;28
6;"Branżowa Szkoła I Stopnia, ul. Powstańców Wielkopolskich 5, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;44;240;52;316;45
7;"Środowiskowy Dom Samopomocy w Gniewkowie, ul. Powstańców Wielkopolskich 5a, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;19;108;28;172;13
8;"Szkoła Podstawowa, Wierzchosławice 19, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;38;221;32;195;40
9;"Szkoła Podstawowa, Szadłowice 36, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;25;110;18;93;19
10;"Szkoła Podstawowa, Gąski 19, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;38;122;17;97;10
11;"Świetlica wiejska, Ostrowo 24a, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;34;147;30;175;27
12;"Świetlica wiejska, Suchatówka 24a, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;19;115;27;143;24
13;"Szkoła Podstawowa, Kijewo 40, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;7;71;7;65;2
14;"Szkoła Podstawowa, Murzynno 51, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;18;110;26;103;21
15;"Świetlica wiejska, Więcławice 14a, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;13;57;9;39;5
16;"Świetlica wiejska, Wierzbiczany 12a, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;11;59;16;60;17
17;"Świetlica wiejska, Zajezierze 26b, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;8;56;11;51;11
18;"Świetlica wiejska, Kawęczyn 6a, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;16;100;9;51;5
19;"Świetlica wiejska, Markowo 1, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;7;38;4;21;6
20;"Świetlica wiejska, Lipie 2/3, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;15;89;18;66;15
21;"Dom Pomocy Społecznej w Warzynie, Warzyn 1, 88-140 Gniewkowo";40703;"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";1;1;1;20;1;4;2
1;"Świetlica w Tupadłach, Tupadły 20 B, 88-101 Tupadły";40704;"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;35;146;18;153;29
2;"Świetlica w Orłowie, Orłowo 128, 88-110 Orłowo";40704;"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;45;188;35;184;25
3;"Świetlica w Sławęcinku, Sławęcinek 101, 88-110 Sławęcinek";40704;"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;26;92;23;111;10
4;"Budynek komunalny pn. ""Dom Kultury w Górze"", Góra 44, 88-101 Góra";40704;"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;31;172;38;176;21
5;"Świetlica w Jacewie, ul. Świerkowa 40, 88-110 Jacewo";40704;"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;33;109;16;256;28
6;"Świetlica w Jaksicach, ul. Dworcowa 10, 88-181 Jaksice";40704;"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;74;341;60;380;55
7;"Świetlica w Komaszycach, Komaszyce 13, 88-110 Komaszyce";40704;"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;32;160;41;216;32
8;"Świetlica w Kruszy Podlotowej, Krusza Podlotowa 30, 88-101 Krusza Podlotowa";40704;"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;37;191;21;166;23
9;"Centrum Integracji Społecznej w Łojewie, Łojewo 21, 88-101 Łojewo";40704;"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;14;88;15;108;9
10;"Szkoła Podstawowa w Turzanach, Turzany 6, 88-110 Turzany";40704;"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;36;162;49;225;37
11;"Świetlica w Miechowicach, Miechowice 34, 88-101 Miechowice";40704;"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;20;93;18;87;14
12;"Świetlica w Kłopocie, Kłopot 31, 88-110 Kłopot";40704;"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;31;165;34;177;32
13;"Świetlica w Cieślinie, Cieślin 13, 88-110 Cieślin";40704;"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;21;130;14;81;26
14;"Świetlica w Gnojnie, Gnojno 33, 88-110 Gnojno";40704;"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;15;132;19;137;19
15;"Świetlica w Słońsku, Słońsko 29, 88-110 Słońsko";40704;"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;29;129;25;217;22
16;"Świetlica w Sikorowie, Sikorowo 79, 88-101 Sikorowo";40704;"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";1;1;30;63;22;84;18
1;"Szkoła Podstawowa, ul. Szkolna 1, 88-160 Janikowo";40705;"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";1;1;58;147;45;247;42
2;"Miejsko-Gminny Ośrodek Kultury, ul. Przemysłowa 26, 88-160 Janikowo";40705;"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";1;1;43;313;59;348;58
3;"Szkoła Podstawowa, ul. Główna 6, 88-160 Janikowo";40705;"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";1;1;55;282;55;300;64
4;"Przedszkole, ul. Słoneczna 31, 88-160 Janikowo";40705;"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";1;1;34;136;31;200;29
5;"Dzienny Dom ""Senior +"", ul. Dworcowa 1, 88-160 Janikowo";40705;"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";1;1;71;298;44;391;52
6;"Szkoła Podstawowa, ul. Biskupa Michała Kozala 3, 88-160 Janikowo";40705;"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";1;1;60;377;68;530;77
7;"Szkoła Podstawowa, Broniewice 3, 88-160 Janikowo";40705;"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";1;1;27;133;41;193;38
8;"Szkoła Podstawowa, Kołodziejewo ul. Szkolna 10, 88-160 Janikowo";40705;"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";1;1;50;266;43;219;43
9;"Szkoła Podstawowa, Ludzisko 10, 88-160 Janikowo";40705;"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";1;1;36;180;20;152;42
10;"Świetlica wiejska, Trląg 33, 88-160 Janikowo";40705;"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";1;1;18;116;22;89;15
11;"Świetlica wiejska, Kołuda Wielka ul. Główna 1, 88-160 Janikowo";40705;"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";1;1;50;153;25;142;27
1;"Zespół Szkół Ogólnokształcących w Kruszwicy, ul. Jana Kasprowicza 7, 88-150 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;27;225;25;169;23
2;"Środowiskowy Dom Samopomocy w Kruszwicy, ul. Rynek 22, 88-150 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;18;314;24;232;28
3;"Zespół Szkół Samorządowych Nr 1 w Kruszwicy, ul. Kujawska 22, 88-153 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;29;357;30;305;41
4;"Zespół Szkół Samorządowych Nr 1 w Kruszwicy, ul. Kujawska 22, 88-153 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;33;427;40;378;36
5;"Urząd Miejski w Kruszwicy, ul. Nadgoplańska 4, 88-150 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;38;450;49;437;53
6;"Niepubliczna Szkoła Podstawowa w Racicach, Racice 16, 88-150 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;10;155;10;51;11
7;"Szkoła Podstawowa w Chełmcach, Chełmce 51, 88-121 Chełmce";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;22;164;15;141;17
8;"Remiza OSP w Witowicach, Witowice 26 B, 88-121 Chełmce";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;6;119;11;62;11
9;"Świetlica wiejska w Janocinie, Janocin 19, 88-121 Chełmce";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;9;179;14;88;13
10;"Szkoła Podstawowa w Polanowicach, Polanowice 27, 88-150 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;11;176;19;122;18
11;"Szkoła Podstawowa w Woli Wapowskiej, Bachorce 42, 88-153 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;21;174;12;88;13
12;"Świetlica wiejska w Sukowach, Sukowy 93 A, 88-150 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;13;212;31;108;11
13;"Świetlica wiejska w Szarleju, Szarlej 3 A, 88-150 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;4;116;10;68;13
14;"Świetlica wiejska w Ostrowie, Ostrowo 21 A, 88-121 Chełmce";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;7;123;8;69;4
15;"Szkoła Podstawowa w Woli Wapowskiej, Wola Wapowska 6 A, 88-153 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;13;199;22;105;18
16;"Szkoła Podstawowa w Sławsku Wielkim, Sławsk Wielki 77, 88-150 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;15;271;40;112;17
17;"Świetlica wiejska w Kobylnikach, Kobylniki 26 C, 88-150 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;9;205;18;86;16
18;"Świetlica wiejska w Rzepowie, Rzepowo 18, 88-150 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;11;85;5;39;9
19;"Zespół Szkół w Kruszwicy, ul. Kujawska 20, 88-153 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;12;69;5;47;2
20;"Zespół Szkół Ogólnokształcących w Kruszwicy, ul. Jana Kasprowicza 7, 88-150 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;17;239;25;210;14
21;"Zespół Szkół Samorządowych Nr 1 w Kruszwicy, ul. Kujawska 22, 88-153 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;24;279;26;308;26
22;"Świetlica wiejska w Gocanowie, Gocanowo 7, 88-153 Kruszwica";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;12;165;13;59;13
23;"Świetlica wiejska w Brześciu, Brześć 12, 88-121 Chełmce";40706;"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";1;1;6;75;2;26;4
1;"Ośrodek Kultury i Turystyki, ul. św. Jana 12, 88-170 Pakość";40707;"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";1;1;111;235;47;329;47
2;"Ośrodek Kultury i Turystyki, ul. św. Jana 12, 88-170 Pakość";40707;"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";1;1;102;180;59;251;32
3;"Ośrodek Pomocy Społecznej, ul. Inowrocławska 14, 88-170 Pakość";40707;"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";1;1;82;207;53;252;55
4;"Szkoła Podstawowa, ul. Szkolna 44, 88-170 Pakość";40707;"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";1;1;63;147;33;168;27
5;"Szkoła Podstawowa, ul. Błonie 2, 88-170 Pakość";40707;"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";1;1;25;40;14;68;8
6;"Szkoła Podstawowa, ul. Błonie 2, 88-170 Pakość";40707;"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";1;1;41;68;30;92;7
7;"Centrum Informacji Turystycznej, ul. Barcińska 11, 88-170 Pakość";40707;"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";1;1;68;228;59;304;46
8;"Zespół Placówek Oświatowych, Kościelec 14, 88-170 Pakość";40707;"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";1;1;49;266;53;245;52
