"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"KOSIŃ Jakub - KW BEZPARTYJNI SAMORZĄDOWCY";"KACZMAREK Edmund Andrzej - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"WŁOSOWICZ Jacek Władysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"SZAREK Sławomir Aleksander - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KUŁAGA Jerzy Mieczysław - KW ZJEDNOCZENIE CHRZEŚCIJAŃSKICH RODZIN"
1;"Powiatowy Międzyszkolny Ośrodek Sportowy w Busku-Zdroju (Hala Sportowa), ul. Janusza Kusocińskiego 3, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;79;469;328;70;15
2;"Miejsko-Gminny Ośrodek Pomocy Społecznej w Busku-Zdroju, ul. Tadeusza Kościuszki 2a, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;40;337;264;52;14
3;"Publiczna Szkoła Podstawowa Nr 1 w Busku-Zdroju, ul. Tadeusza Kościuszki 1, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;60;281;235;43;13
4;"Publiczna Szkoła Podstawowa Nr 2 w Busku-Zdroju, ul. Janusza Korczaka 13, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;76;471;445;69;18
5;"Zakład Doskonalenia Zawodowego w Busku-Zdroju, ul. Wojska Polskiego 31, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;66;436;309;84;9
6;"Buskie Samorządowe Centrum Kultury w Busku-Zdroju, al. Adama Mickiewicza 22, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;55;705;537;89;17
7;"Przychodnia Rejonowa Nr 2 w Busku-Zdroju, os. generała Władysława Sikorskiego 10, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;64;425;305;52;8
8;"Publiczna Szkoła Podstawowa Nr 3 w Busku-Zdroju, ul. profesora Józefa Wacława Grotta 3, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;80;337;359;47;1
9;"Miejsko-Gminna Biblioteka Publiczna w Busku-Zdroju, os. Orła Białego 17, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;44;443;284;61;6
10;"Ochotnicza Straż Pożarna w Busku-Zdroju, ul. Partyzantów 4, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;73;464;375;74;9
11;"Wiejski Dom Kultury w Szańcu, Szaniec ul. Kościelna 16, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;61;254;297;60;8
12;"Świetlica Wiejska w Mikułowicach, Mikułowice 147, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;50;235;216;56;6
13;"Świetlica Wiejska, Oleszki 39a, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;77;210;366;79;17
14;"Publiczna Szkoła Podstawowa, Siesławice 140, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;51;206;257;53;12
15;"Publiczna Szkoła Podstawowa, Zbludowice ul. Świętokrzyska 9, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;66;384;407;62;25
16;"Ochotnicza Straż Pożarna w Owczarach, Owczary ul. Świerkowa 1B, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;55;229;259;64;7
17;"Świetlica Wiejska w Podgajach, Podgaje 55A, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;30;96;152;23;12
18;"Świetlica Wiejska w Kołaczkowicach, Kołaczkowice 17, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;25;108;148;32;5
19;"Świetlica Wiejska, Widuchowa 76, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;34;98;139;26;8
20;"Świetlica Wiejska w Broninie, Bronina 81A, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;18;105;110;26;0
21;"Ochotnicza Straż Pożarna w Szczaworyżu, Szczaworyż 53, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;43;120;205;39;8
22;"Zespół Placówek Oświatowych, Dobrowoda 26, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;47;190;448;63;9
23;"Ochotnicza Straż Pożarna w Galowie, Galów 80A, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;21;75;135;32;18
24;"Świetlica Wiejska w Nowym Folwarku, Nowy Folwark 23A, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;24;95;128;33;5
25;"Świetlica Wiejska w Chotelku, Chotelek 60, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;14;65;85;10;2
26;"Społeczna Szkoła Podstawowa w Słabkowicach, Słabkowice 61, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;18;39;109;21;3
27;"Świetlica Wiejska w Janinie, Janina 45A, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;38;98;121;37;9
28;"Ochotnicza Straż Pożarna w Kotkach, Kotki 36, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;12;54;117;12;5
29;"Świetlica Wiejska w Łagiewnikach, Łagiewniki ul. Miodowa 35, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;25;204;190;56;7
30;"Świetlica Wiejska w Skotnikach Dużych, Skotniki Duże 93, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;18;71;137;29;1
31;"Zespół Opieki Zdrowotnej w Busku-Zdroju, ul. Bohaterów Warszawy 67, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;4;16;33;2;8
32;"Uzdrowiskowy Szpital Kompleksowej Rehabilitacji ""Krystyna"" w Busku-Zdroju, ul. Feliksa Rzewuskiego 3, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;25;246;255;14;10
33;"Specjalistyczny Szpital Ortopedyczno-Rehabilitacyjny ""Górka"" im. dr Szymona Starkiewicza w Busku-Zdroju, ul. doktora Szymona Starkiewicza 1, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;7;17;25;4;0
34;"21 Wojskowy Szpital Uzdrowiskowo-Rehabilitacyjny SP ZOZ w Busku-Zdroju, ul. Feliksa Rzewuskiego 8, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;27;334;213;12;4
35;"Zakład Opiekuńczo Leczniczy w Busku-Zdroju, ul. Solankowa 6, 28-100 Busko-Zdrój";260101;"gm. Busko-Zdrój";"buski";"świętokrzyskie";1;1;3;9;12;0;0
1;"Szkoła Podstawowa w Balicach, Balice 59, 28-114 Gnojno";260102;"gm. Gnojno";"buski";"świętokrzyskie";1;1;19;109;246;38;4
2;"Szkoła Podstawowa w Gnojnie, Gnojno 148, 28-114 Gnojno";260102;"gm. Gnojno";"buski";"świętokrzyskie";1;1;51;170;477;58;16
3;"Szkoła Podstawowa w Jarząbkach, Jarząbki 90, 28-114 Gnojno";260102;"gm. Gnojno";"buski";"świętokrzyskie";1;1;35;99;272;23;6
4;"Szkoła Podstawowa w Raczycach, Raczyce 64, 28-114 Gnojno";260102;"gm. Gnojno";"buski";"świętokrzyskie";1;1;33;113;303;36;6
5;"Dzienny Dom Senior + w Janowicach Poduszowskich, Janowice Poduszowskie 3, 28-114 Gnojno";260102;"gm. Gnojno";"buski";"świętokrzyskie";1;1;4;13;89;16;3
6;"Świetlica Środowiskowa, Jarząbki 90, 28-114 Gnojno";260102;"gm. Gnojno";"buski";"świętokrzyskie";1;1;13;10;33;6;1
7;"Dom Pomocy Społecznej w Gnojnie, Gnojno 118, 28-114 Gnojno";260102;"gm. Gnojno";"buski";"świętokrzyskie";1;1;1;4;8;2;1
1;"Zespół Szkolno-Przedszkolny w Nowym Korczynie, ul. Partyzantów 13, 28-136 Nowy Korczyn";260103;"gm. Nowy Korczyn";"buski";"świętokrzyskie";1;1;44;352;427;58;11
2;"Dom Strażaka w Ostrowcach, Ostrowce 30, 28-136 Nowy Korczyn";260103;"gm. Nowy Korczyn";"buski";"świętokrzyskie";1;1;24;139;191;27;10
3;"Publiczna Szkoła Podstawowa w Starym Korczynie, Stary Korczyn 85, 28-136 Nowy Korczyn";260103;"gm. Nowy Korczyn";"buski";"świętokrzyskie";1;1;11;148;210;20;1
4;"Dom Strażaka w Strożyskach, Strożyska 71A, 28-136 Nowy Korczyn";260103;"gm. Nowy Korczyn";"buski";"świętokrzyskie";1;1;12;110;152;30;2
5;"Szkoła Podstawowa w Brzostkowie, Brzostków 1, 28-136 Nowy Korczyn";260103;"gm. Nowy Korczyn";"buski";"świętokrzyskie";1;1;19;160;279;26;5
6;"Caritas Diecezji Kieleckiej Warsztaty Terapii Zajęciowej w Piasku Wielkim, Piasek Wielki 117, 28-136 Nowy Korczyn";260103;"gm. Nowy Korczyn";"buski";"świętokrzyskie";1;1;14;74;125;17;3
7;"Remiza Ochotniczej Straży Pożarnej w Sępichowie, Sępichów 38, 28-136 Nowy Korczyn";260103;"gm. Nowy Korczyn";"buski";"świętokrzyskie";1;1;9;59;113;19;1
1;"Szkoła Podstawowa w Pacanowie, ul. Karska 3, 28-133 Pacanów";260104;"gm. Pacanów";"buski";"świętokrzyskie";1;1;57;378;423;70;11
2;"Remiza OSP w Zborówku, Zborówek 51, 28-133 Pacanów";260104;"gm. Pacanów";"buski";"świętokrzyskie";1;1;23;130;302;59;7
3;"Szkoła Podstawowa w Ratajach Słupskich, Rataje Słupskie 39a, 28-133 Pacanów";260104;"gm. Pacanów";"buski";"świętokrzyskie";1;1;41;209;409;41;12
4;"Szkoła Podstawowa w Oblekoniu, Oblekoń 73, 28-133 Pacanów";260104;"gm. Pacanów";"buski";"świętokrzyskie";1;1;20;114;218;24;7
5;"Świetlica wiejska w Biechowie, Biechów 40a, 28-133 Pacanów";260104;"gm. Pacanów";"buski";"świętokrzyskie";1;1;24;155;366;58;2
6;"Remiza OSP w Sroczkowie, Sroczków 27, 28-133 Pacanów";260104;"gm. Pacanów";"buski";"świętokrzyskie";1;1;14;73;142;20;4
7;"Caritas Diecezji Kieleckiej Zespół Domów Opieki w Ratajach Słupskich Dom Pomocy Społecznej w Słupi, Słupia 91, 28-133 Pacanów";260104;"gm. Pacanów";"buski";"świętokrzyskie";1;1;0;8;39;1;3
8;"Caritas Diecezji Kieleckiej Zespół Domów Opieki w Ratajach Słupskich Dom Pomocy Społecznej Rataje Słupskie, Rataje Słupskie 39B, 28-133 Pacanów";260104;"gm. Pacanów";"buski";"świętokrzyskie";1;1;22;5;2;4;4
1;"Świetlica przy Remizie OSP Kików, Kików 114, 28-131 Solec-Zdrój";260105;"gm. Solec-Zdrój";"buski";"świętokrzyskie";1;1;15;78;129;24;2
2;"Szkoła Podstawowa w Zborowie, Zborów ul. Zwierzyniec 3, 28-131 Solec-Zdrój";260105;"gm. Solec-Zdrój";"buski";"świętokrzyskie";1;1;36;161;226;25;3
3;"Szkoła Podstawowa w Solcu-Zdroju, ul. 1 Maja 18, 28-131 Solec-Zdrój";260105;"gm. Solec-Zdrój";"buski";"świętokrzyskie";1;1;40;402;323;47;8
4;"Świetlica przy Remizie OSP Świniary, Świniary 44, 28-131 Solec-Zdrój";260105;"gm. Solec-Zdrój";"buski";"świętokrzyskie";1;1;17;117;220;26;3
5;"Świetlica przy Remizie OSP Piestrzec, Piestrzec 7, 28-131 Solec-Zdrój";260105;"gm. Solec-Zdrój";"buski";"świętokrzyskie";1;1;19;83;156;28;5
6;"Świetlica wiejska w Piasku Małym, Piasek Mały 83, 28-131 Solec-Zdrój";260105;"gm. Solec-Zdrój";"buski";"świętokrzyskie";1;1;26;129;155;32;3
7;"Świetlica Wiejska w Sułkowicach, Sułkowice 18A, 28-131 Solec-Zdrój";260105;"gm. Solec-Zdrój";"buski";"świętokrzyskie";1;1;10;27;83;9;0
8;"Budynek Gminny Solec-Zdrój, Wełnin 77, 28-131 Solec-Zdrój";260105;"gm. Solec-Zdrój";"buski";"świętokrzyskie";1;1;6;103;107;19;5
9;"Dom Pomocy Społecznej w Świniarach, Świniary 25, 28-131 Solec-Zdrój";260105;"gm. Solec-Zdrój";"buski";"świętokrzyskie";1;1;3;7;17;8;1
10;"Dom Pomocy Społecznej w Zborowie, Zborów ul. Pałacowa 4, 28-131 Solec-Zdrój";260105;"gm. Solec-Zdrój";"buski";"świętokrzyskie";1;1;5;6;15;6;1
1;"OSP w Stopnicy, ul. Adama Mickiewicza 5a, 28-130 Stopnica";260106;"gm. Stopnica";"buski";"świętokrzyskie";1;1;59;353;463;110;7
2;"Urząd Miasta i Gminy Stopnica, ul. Tadeusza Kościuszki 2, 28-130 Stopnica";260106;"gm. Stopnica";"buski";"świętokrzyskie";1;1;5;16;63;5;0
3;"Miejsko-Gminne Centrum Kultury w Stopnicy, ul. Kazimierza Wielkiego 15, 28-130 Stopnica";260106;"gm. Stopnica";"buski";"świętokrzyskie";1;1;22;116;221;49;4
4;"Świetlica Wiejska w Strzałkowie, Strzałków 51, 28-130 Stopnica";260106;"gm. Stopnica";"buski";"świętokrzyskie";1;1;24;90;167;26;3
5;"Świetlica Wiejska w Białoborzu, Białoborze 29, 28-130 Stopnica";260106;"gm. Stopnica";"buski";"świętokrzyskie";1;1;16;88;113;15;5
6;"Świetlica Wiejska w Mietlu, Mietel 47, 28-130 Stopnica";260106;"gm. Stopnica";"buski";"świętokrzyskie";1;1;20;86;149;20;4
7;"Świetlica Wiejska w Klępiu Górnym, Klępie Górne 91, 28-220 Oleśnica";260106;"gm. Stopnica";"buski";"świętokrzyskie";1;1;10;60;149;12;3
8;"Świetlica Wiejska w Klępiu Dolnym, Klępie Dolne 46, 28-130 Stopnica";260106;"gm. Stopnica";"buski";"świętokrzyskie";1;1;10;41;72;9;6
9;"OSP w Czyżowie, Czyżów 28a, 28-130 Stopnica";260106;"gm. Stopnica";"buski";"świętokrzyskie";1;1;17;61;124;28;8
10;"Świetlica Wiejska w Żernikach Dolnych, Żerniki Dolne 16b, 28-130 Stopnica";260106;"gm. Stopnica";"buski";"świętokrzyskie";1;1;21;38;106;7;3
11;"Świetlica Wiejska w Skrobaczowie, Skrobaczów 41, 28-130 Stopnica";260106;"gm. Stopnica";"buski";"świętokrzyskie";1;1;10;40;132;16;1
12;"Świetlica Wiejska w Smogorzowie, Smogorzów 38, 28-130 Stopnica";260106;"gm. Stopnica";"buski";"świętokrzyskie";1;1;41;119;192;29;3
13;"Świetlica Wiejska w Suchowoli, Suchowola 71, 28-130 Stopnica";260106;"gm. Stopnica";"buski";"świętokrzyskie";1;1;16;80;140;14;2
14;"Świetlica Wiejska w Kucharach, Kuchary 18b, 28-130 Stopnica";260106;"gm. Stopnica";"buski";"świętokrzyskie";1;1;10;25;64;12;4
1;"Szkoła Podstawowa w Kargowie, Kargów 65A, 28-142 Tuczępy";260107;"gm. Tuczępy";"buski";"świętokrzyskie";1;1;19;64;151;11;0
2;"Szkoła Podstawowa w Tuczępach, Tuczępy 33, 28-142 Tuczępy";260107;"gm. Tuczępy";"buski";"świętokrzyskie";1;1;96;298;504;96;19
3;"Szkoła Podstawowa w Nizinach, Niziny 120A, 28-142 Tuczępy";260107;"gm. Tuczępy";"buski";"świętokrzyskie";1;1;42;181;409;49;9
1;"Budynek byłego Gimnazjum w Wiślicy, ul. Okopowa 27, 28-160 Wiślica";260108;"gm. Wiślica";"buski";"świętokrzyskie";1;1;42;221;209;35;13
2;"Hala Sportowa w Wiślicy, ul. Podwale 1, 28-160 Wiślica";260108;"gm. Wiślica";"buski";"świętokrzyskie";1;1;19;98;185;32;7
3;"Świetlica Wiejska w Chotlu Czerwonym, Chotel Czerwony 63a, 28-160 Wiślica";260108;"gm. Wiślica";"buski";"świętokrzyskie";1;1;28;126;224;34;12
4;"Dom Strażaka w Szczerbakowie, Szczerbaków 104, 28-160 Wiślica";260108;"gm. Wiślica";"buski";"świętokrzyskie";1;1;16;96;227;28;7
5;"Szkoła Podstawowa w Skotnikach Dolnych, Skotniki Dolne 41, 28-160 Wiślica";260108;"gm. Wiślica";"buski";"świętokrzyskie";1;1;29;79;274;32;15
6;"Dom Strażaka w Kobylnikach, Kobylniki 48, 28-160 Wiślica";260108;"gm. Wiślica";"buski";"świętokrzyskie";1;1;12;57;125;18;3
7;"Dom Strażaka w Jurkowie, Jurków 162, 28-160 Wiślica";260108;"gm. Wiślica";"buski";"świętokrzyskie";1;1;12;76;101;23;6
8;"Dom Strażaka w Łatanicach, Łatanice 36, 28-160 Wiślica";260108;"gm. Wiślica";"buski";"świętokrzyskie";1;1;12;66;106;16;6
9;"Dom Pomocy Społecznej w Gorysławicach, Gorysławice 123A, 28-160 Wiślica";260108;"gm. Wiślica";"buski";"świętokrzyskie";1;1;0;1;9;0;0
1;"Urząd Gminy w Imielnie, ul. Cmentarna 7, 28-313 Imielno";260201;"gm. Imielno";"jędrzejowski";"świętokrzyskie";1;1;48;346;514;88;12
2;"Samorządowa Szkoła Podstawowa w Motkowicach, Motkowice ul. Szkolna 2, 28-313 Imielno";260201;"gm. Imielno";"jędrzejowski";"świętokrzyskie";1;1;33;230;303;40;24
3;"Samorządowa Szkoła Podstawowa w Mierzwinie, Mierzwin 11, 28-313 Imielno";260201;"gm. Imielno";"jędrzejowski";"świętokrzyskie";1;1;13;86;163;20;11
4;"Strażnica OSP w Opatkowicach Murowanych, Opatkowice Murowane 32, 28-313 Imielno";260201;"gm. Imielno";"jędrzejowski";"świętokrzyskie";1;1;17;75;126;9;12
1;"Przedszkole Nr 3 w Jędrzejowie, ul. Kościelna 16, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;59;368;269;70;13
2;"Specjalny Ośrodek Szkolno-Wychowawczy w Jędrzejowie, ul. Feliksa Przypkowskiego 5, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;50;318;236;50;2
3;"Szkoła Podstawowa Nr 2 im. Komisji Edukacji Narodowej w Jędrzejowie, ul. Feliksa Przypkowskiego 12, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;70;412;329;83;13
4;"I Liceum Ogólnokształcące im. Mikołaja Reja w Jędrzejowie, ul. 11 Listopada 37, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;38;270;171;48;7
5;"Przedszkole Nr 1 w Jędrzejowie, ul. Mieszka I 9, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;71;413;289;70;10
6;"Szkoła Podstawowa Nr 4 w Jędrzejowie, ul. Feliksa Przypkowskiego 43, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;69;411;244;64;7
7;"Zespół Szkół Nr 1 im. ks. Stanisława Konarskiego w Jędrzejowie, ul. Feliksa Przypkowskiego 49, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;35;248;214;45;9
8;"Spółdzielnia Mieszkaniowa „Przyszłość” w Jędrzejowie, ul. Dojazd 56, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;51;265;241;44;6
9;"Przychodnia Rejonowa nr 2 w Jędrzejowie, ul. Bolesława Chrobrego 4, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;21;183;187;36;5
10;"Zespół Szkół Nr 2 im. gen. Stefana Roweckiego „Grota” w Jędrzejowie, ul. Okrzei 63, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;63;364;340;69;11
11;"Szkoła Podstawowa Nr 3 im. Władysława Broniewskiego w Jędrzejowie, ul. Władysława Stanisława Reymonta 1, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;51;329;243;77;5
12;"Przedszkole Nr 2 Bajkowa Ciuchcia w Jędrzejowie, ul. 11 Listopada 113a, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;53;260;169;26;9
13;"Zespół Placówek Oświatowych w Prząsławiu, Prząsław 55, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;76;363;413;88;13
14;"Szkoła Podstawowa w Potoku Wielkim, Potok Wielki 9, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;30;190;256;29;5
15;"Zespół Placówek Oświatowych w Skroniowie, Skroniów 75, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;46;243;309;54;4
16;"Szkoła Podstawowa im. Stefana Żeromskiego w Podchojnach, Podchojny 106, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;77;267;293;70;7
17;"Żłobek w Piaskach, Piaski 83, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;38;162;193;52;8
18;"Szkoła Podstawowa w Rakowie, Raków 45, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;35;181;299;66;4
19;"Szkoła Podstawowa w Jasionnie, Jasionna 8, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;23;105;223;47;11
20;"Szkoła Podstawowa w Mnichowie, Mnichów 72, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;60;182;296;84;5
21;"Szkoła Podstawowa im. Franciszka Nawrota w Łysakowie, Łysaków Drugi 44b, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;30;149;234;45;7
22;"Świetlica Wiejska, Książe-Skroniów 36a, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;23;90;60;17;3
23;"Świetlica Wiejska, Łączyn 77, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;25;82;97;23;4
24;"Świetlica Wiejska, Lasków 46, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;27;86;102;24;4
25;"Ochotnicza Straż Pożarna w Wolicy, Wolica 30a, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;22;83;90;19;1
26;"Niepubliczna Szkoła Podstawowa w Brusie, Brus 59, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;14;51;92;12;3
27;"Świetlica Wiejska, Łysaków pod Lasem 41, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;9;50;81;15;0
28;"Ochotnicza Straż Pożarna w Zagaju, Zagaje 45, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;4;51;118;13;0
29;"Szpital Specjalistyczny Artmedik sp. z o. o. w Jędrzejowie, ul. Małogoska 25, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;0;1;9;0;1
30;"Dom Pomocy Społecznej w Mnichowie, Mnichów 135, 28-300 Jędrzejów";260202;"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";1;1;0;0;4;1;0
1;"Urząd Miasta i Gminy w Małogoszczu (sala konferencyjna), ul. Jaszowskiego 3a, 28-366 Małogoszcz";260203;"gm. Małogoszcz";"jędrzejowski";"świętokrzyskie";1;1;70;352;448;92;18
2;"Dom Kultury w Małogoszczu, ul. 11 Listopada 17, 28-366 Małogoszcz";260203;"gm. Małogoszcz";"jędrzejowski";"świętokrzyskie";1;1;79;299;472;71;11
3;"Zespół Placówek Oświatowych w Kozłowie, Kozłów 182, 28-366 Małogoszcz";260203;"gm. Małogoszcz";"jędrzejowski";"świętokrzyskie";1;1;63;202;467;85;23
4;"Zespół Placówek Oświatowych w Żarczycach Dużych, Żarczyce Duże 29, 28-366 Małogoszcz";260203;"gm. Małogoszcz";"jędrzejowski";"świętokrzyskie";1;1;64;214;612;94;12
5;"Szkoła Podstawowa w Rembieszycach, Rembieszyce 10, 28-366 Małogoszcz";260203;"gm. Małogoszcz";"jędrzejowski";"świętokrzyskie";1;1;45;199;537;75;12
6;"Zespół Placówek Oświatowych w Złotnikach, Złotniki 66A, 28-366 Małogoszcz";260203;"gm. Małogoszcz";"jędrzejowski";"świętokrzyskie";1;1;43;187;337;60;4
7;"Zespół Szkół Ogólnokształcących w Małogoszczu, ul. 11 Listopada 14B, 28-366 Małogoszcz";260203;"gm. Małogoszcz";"jędrzejowski";"świętokrzyskie";1;1;30;164;296;47;7
8;"Klub Seniora w Leśnicy, Leśnica 26, 28-366 Małogoszcz";260203;"gm. Małogoszcz";"jędrzejowski";"świętokrzyskie";1;1;24;77;174;31;1
1;"Gminny Ośrodek Kultury, ul. Mikołaja Reja 17, 28-362 Nagłowice";260204;"gm. Nagłowice";"jędrzejowski";"świętokrzyskie";1;1;27;202;164;33;7
2;"Remiza OSP w Jaronowicach, Jaronowice 122, 28-362 Nagłowice";260204;"gm. Nagłowice";"jędrzejowski";"świętokrzyskie";1;1;6;67;66;16;3
3;"Zespół Placówek Oświatowych w Warzynie Pierwszym, Warzyn Pierwszy 95, 28-362 Nagłowice";260204;"gm. Nagłowice";"jędrzejowski";"świętokrzyskie";1;1;28;192;257;48;3
4;"Remiza Ochotniczej Straży Pożarnej, Trzciniec 131a, 28-362 Nagłowice";260204;"gm. Nagłowice";"jędrzejowski";"świętokrzyskie";1;1;5;106;173;21;6
5;"Remiza OSP w Ciernie-Żabieńcu, Cierno-Żabieniec 34, 28-362 Nagłowice";260204;"gm. Nagłowice";"jędrzejowski";"świętokrzyskie";1;1;31;147;150;41;2
6;"Świetlica Środowiskowa, Deszno 39, 28-362 Nagłowice";260204;"gm. Nagłowice";"jędrzejowski";"świętokrzyskie";1;1;10;77;141;15;1
7;"Budynek po Szkole Podstawowej w Rakoszynie, Rakoszyn 19, 28-362 Nagłowice";260204;"gm. Nagłowice";"jędrzejowski";"świętokrzyskie";1;1;11;97;143;16;1
8;"Świetlica Wiejska w Ślęcinie, Ślęcin 63a, 28-362 Nagłowice";260204;"gm. Nagłowice";"jędrzejowski";"świętokrzyskie";1;1;9;85;80;9;3
