"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"DASIOS Piotr Paris - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"RUSIECKI Jarosław - KW PRAWO I SPRAWIEDLIWOŚĆ";"SOKOLNICKI Michał - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOMOSA Elżbieta Agnieszka - KW RUCH NAPRAWY POLSKI";"MATEREK Marek Jerzy - KW NOWA DEMOKRACJA - TAK"
1;"Urząd Gminy w Baćkowicach, Baćkowice 84, 27-552 Baćkowice";260601;"gm. Baćkowice";"opatowski";"świętokrzyskie";1;1;242;698;90;41;89
2;"Publiczna Szkoła Podstawowa w Modliborzycach, Modliborzyce 93, 27-552 Baćkowice";260601;"gm. Baćkowice";"opatowski";"świętokrzyskie";1;1;100;357;48;16;22
3;"Publiczna Szkoła Podstawowa w Piórkowie, Piórków 9, 27-552 Baćkowice";260601;"gm. Baćkowice";"opatowski";"świętokrzyskie";1;1;61;272;32;12;16
4;"Publiczna Szkoła Podstawowa we Wszachowie, Wszachów 49A, 27-552 Baćkowice";260601;"gm. Baćkowice";"opatowski";"świętokrzyskie";1;1;47;229;29;13;17
5;"Dom Pomocy Społecznej w Baćkowicach, Baćkowice 101A, 27-552 Baćkowice";260601;"gm. Baćkowice";"opatowski";"świętokrzyskie";1;1;3;3;0;1;3
1;"Publiczna Szkoła Podstawowa w Iwaniskach, ul. Opatowska 26, 27-570 Iwaniska";260602;"gm. Iwaniska";"opatowski";"świętokrzyskie";1;1;289;778;104;46;58
2;"Publiczna Szkoła Podstawowa w Ujeździe, Ujazd 9, 27-570 Iwaniska";260602;"gm. Iwaniska";"opatowski";"świętokrzyskie";1;1;83;305;54;13;20
3;"Świetlica Wiejska w Przepiórowie, Przepiórów 16A, 27-570 Iwaniska";260602;"gm. Iwaniska";"opatowski";"świętokrzyskie";1;1;35;99;25;9;6
4;"Świetlica Wiejska w Marianowie, Marianów 17A, 27-570 Iwaniska";260602;"gm. Iwaniska";"opatowski";"świętokrzyskie";1;1;25;123;12;4;4
5;"Publiczna Szkoła Podstawowa w Iwaniskach Filia im. Biskupa Jana Chrapka w Jastrzębskiej Woli, Jastrzębska Wola 5, 27-570 Iwaniska";260602;"gm. Iwaniska";"opatowski";"świętokrzyskie";1;1;55;233;22;12;15
6;"Publiczna Szkoła Podstawowa w Mydłowie, Mydłów 1, 27-570 Iwaniska";260602;"gm. Iwaniska";"opatowski";"świętokrzyskie";1;1;38;120;13;3;20
7;"Remiza Ochotniczej Straży Pożarnej w Stobcu, Stobiec 56, 27-570 Iwaniska";260602;"gm. Iwaniska";"opatowski";"świętokrzyskie";1;1;35;172;16;3;9
8;"Świetlica w Budynku Mieszkań Socjalnych w Krępie, Krępa 73, 27-570 Iwaniska";260602;"gm. Iwaniska";"opatowski";"świętokrzyskie";1;1;31;140;13;1;2
9;"Remiza Ochotniczej Straży Pożarnej w Kamieńcu, Kamieniec 33A, 27-570 Iwaniska";260602;"gm. Iwaniska";"opatowski";"świętokrzyskie";1;1;15;83;4;3;9
10;"Świetlica Wiejska w Kujawach, Kujawy 79A, 27-570 Iwaniska";260602;"gm. Iwaniska";"opatowski";"świętokrzyskie";1;1;17;117;8;4;7
11;"Remiza Ochotniczej Straży Pożarnej w Łopatnie, Łopatno 14A, 27-570 Iwaniska";260602;"gm. Iwaniska";"opatowski";"świętokrzyskie";1;1;22;125;13;8;7
12;"Dom Pomocy Społecznej w Przepiórowie, Przepiórów 33A, 27-570 Iwaniska";260602;"gm. Iwaniska";"opatowski";"świętokrzyskie";1;1;3;16;3;1;4
1;"Zespół Szkolno Przedszkolny w Lipniku, Lipnik 23, 27-540 Lipnik";260603;"gm. Lipnik";"opatowski";"świętokrzyskie";1;1;55;110;24;15;14
2;"Szkoła Podstawowa im. Romana Koseły we Włostowie, Włostów 1, 27-545 Włostów";260603;"gm. Lipnik";"opatowski";"świętokrzyskie";1;1;155;433;68;19;39
3;"Budynek po byłym Ośrodku Zdrowia w Malicach Kościelnych, Malice Kościelne 57, 27-540 Lipnik";260603;"gm. Lipnik";"opatowski";"świętokrzyskie";1;1;51;101;16;10;14
4;"Remiza Ochotniczej Straży Pożarnej w Słoptowie, Słoptów 34, 27-540 Lipnik";260603;"gm. Lipnik";"opatowski";"świętokrzyskie";1;1;39;125;20;4;12
5;"Remiza Ochotniczej Straży Pożarnej w Leszczkowie, Leszczków 33, 27-540 Lipnik";260603;"gm. Lipnik";"opatowski";"świętokrzyskie";1;1;53;82;15;5;5
6;"Remiza Ochotniczej Straży Pożarnej w Kurowie, Kurów 110, 27-540 Lipnik";260603;"gm. Lipnik";"opatowski";"świętokrzyskie";1;1;51;150;20;15;9
7;"Świetlica Wiejska w Gołębiowie, Gołębiów 47, 27-540 Lipnik";260603;"gm. Lipnik";"opatowski";"świętokrzyskie";1;1;50;85;17;5;7
8;"Świetlica Wiejska w Usarzowie, Usarzów 68, 27-540 Lipnik";260603;"gm. Lipnik";"opatowski";"świętokrzyskie";1;1;23;88;19;10;9
9;"Remiza Ochotniczej Straży Pożarnej w Słabuszewicach, Słabuszewice 53, 27-540 Lipnik";260603;"gm. Lipnik";"opatowski";"świętokrzyskie";1;1;28;64;15;6;3
10;"Świetlica Wiejska w Sternalicach, Sternalice 29, 27-540 Lipnik";260603;"gm. Lipnik";"opatowski";"świętokrzyskie";1;1;16;75;10;3;2
11;"Świetlica Wiejska w Kaczycach, Kaczyce 54, 27-540 Lipnik";260603;"gm. Lipnik";"opatowski";"świętokrzyskie";1;1;31;125;20;2;11
12;"Świetlica Wiejska w Międzygórzu, Międzygórz 101, 27-641 Obrazów";260603;"gm. Lipnik";"opatowski";"świętokrzyskie";1;1;29;62;7;6;4
1;"Szkoła Podstawowa Nr 1 w Opatowie im. gen. bryg. Stanisława Gano, ul. Ćmielowska 2, 27-500 Opatów";260604;"gm. Opatów";"opatowski";"świętokrzyskie";1;1;293;354;75;24;84
2;"Zespół Szkół Nr 2 w Opatowie Liceum Ogólnokształcące, ul. Stefanii Sempołowskiej 1, 27-500 Opatów";260604;"gm. Opatów";"opatowski";"świętokrzyskie";1;1;259;318;76;18;68
3;"Opatowski Ośrodek Kultury w Opatowie, ul. Partyzantów 13b, 27-500 Opatów";260604;"gm. Opatów";"opatowski";"świętokrzyskie";1;1;269;346;76;18;54
4;"Szkoła Podstawowa Nr 2 im. Partyzantów Ziemi Opatowskiej w Opatowie, ul. Mikołaja Kopernika 30, 27-500 Opatów";260604;"gm. Opatów";"opatowski";"świętokrzyskie";1;1;351;444;52;23;131
5;"Szkoła Podstawowa Nr 2 im. Partyzantów Ziemi Opatowskiej w Opatowie-Hala Sportowa, ul. Mikołaja Kopernika 30, 27-500 Opatów";260604;"gm. Opatów";"opatowski";"świętokrzyskie";1;1;107;216;43;9;42
6;"Świetlica wiejska w Nikisiałce Dużej, Nikisiałka Duża 43, 27-500 Opatów";260604;"gm. Opatów";"opatowski";"świętokrzyskie";1;1;115;159;27;13;25
7;"Remiza Ochotniczej Straży Pożarnej w Kobylanach, Kobylany 66A, 27-500 Opatów";260604;"gm. Opatów";"opatowski";"świętokrzyskie";1;1;97;202;32;12;35
8;"Świetlica wiejska w Jałowęsach, Jałowęsy 123, 27-500 Opatów";260604;"gm. Opatów";"opatowski";"świętokrzyskie";1;1;68;173;16;15;45
9;"Remiza Ochotniczej Straży Pożarnej w Strzyżowicach, Strzyżowice 36, 27-500 Opatów";260604;"gm. Opatów";"opatowski";"świętokrzyskie";1;1;43;156;20;3;25
10;"Szkoła Podstawowa Nr 1 w Opatowie im. gen. bryg. Stanisława Gano, ul. Ćmielowska 2, 27-500 Opatów";260604;"gm. Opatów";"opatowski";"świętokrzyskie";1;1;149;335;54;22;59
11;"Remiza Ochotniczej Straży Pożarnej w Gojcowie, Gojców 50, 27-500 Opatów";260604;"gm. Opatów";"opatowski";"świętokrzyskie";1;1;40;52;6;1;16
12;"Dom Pomocy Społecznej w Zochcinku, Zochcinek 42, 27-500 Opatów";260604;"gm. Opatów";"opatowski";"świętokrzyskie";1;1;11;29;10;7;7
13;"Dom Pomocy Społecznej w Zochcinku Filia w Opatowie, ul. Szpitalna 4C, 27-500 Opatów";260604;"gm. Opatów";"opatowski";"świętokrzyskie";1;1;6;19;2;2;2
14;"Szpital Św. Leona Sp. z o. o. w Opatowie, ul. Szpitalna 4, 27-500 Opatów";260604;"gm. Opatów";"opatowski";"świętokrzyskie";1;1;3;15;0;0;2
1;"Zespół Szkół Ogólnokształcących w Ożarowie, ul. Osiedle Wzgórze 54, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;292;325;72;33;74
2;"Zespół Szkół w Ożarowie, ul. Osiedle Wzgórze 56, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;255;263;46;26;57
3;"Miejsko-Gminny Ośrodek Kultury w Ożarowie, ul. Stodolna 3, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;272;268;47;34;76
4;"Specjalny Ośrodek Szkolno-Wychowawczy w Dębnie, Dębno 69, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;38;92;11;10;15
5;"Publiczny Zespół Szkoły i Przedszkola w Lasocinie, Lasocin ul. Rynek 17, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;66;128;35;14;13
6;"Świetlica Wiejska w Czachowie, Czachów 22, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;34;38;11;13;10
7;"Zespół Szkół Ogólnokształcących w Ożarowie, ul. Osiedle Wzgórze 54, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;53;123;14;8;12
8;"Remiza OSP w Janikowie, Janików 5A, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;97;177;33;6;21
9;"Remiza OSP w Jakubowicach, Jakubowice 48A, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;79;155;36;10;18
10;"Remiza OSP w Przybysławicach, Przybysławice 46, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;72;138;34;11;9
11;"Remiza OSP w Sobótce, Sobótka 146, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;111;86;25;7;18
12;"Świetlica Wiejska w Maruszowie, Maruszów 16B, 27-630 Zawichost";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;32;72;18;6;4
13;"Świetlica Wiejska w Karsach, Karsy 38, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;38;64;19;9;9
14;"Świetlica Wiejska w Sobowie, Sobów 50, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;68;78;15;11;14
15;"Remiza Ochotniczej Straży Pożarnej w Wyszmontowie, Wyszmontów 111, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;69;148;31;10;24
16;"Świetlica Wiejska w Glinianach, Gliniany ul. Rynek 48, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;44;87;13;5;9
17;"Klub Seniora w Pisarach, Pisary 63, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;27;30;9;6;5
18;"Remiza Ochotniczej Straży Pożarnej w Prusach, Prusy 102, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;16;60;10;3;11
19;"Dom Pomocy Społecznej w Sobowie, Sobów 117, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;7;15;3;4;10
20;"Dom Pomocy Społecznej w Czachowie, Czachów 54, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;2;15;0;1;4
21;"Dom Pomocy Społecznej w Sobowie Filia w Suchodółce, Suchodółka 23, 27-530 Ożarów";260605;"gm. Ożarów";"opatowski";"świętokrzyskie";1;1;1;3;0;3;2
1;"Biblioteka-Ośrodek Kultury Gminy Sadowie, Sadowie 90A, 27-580 Sadowie";260606;"gm. Sadowie";"opatowski";"świętokrzyskie";1;1;136;282;33;15;60
2;"Szkoła Podstawowa w Sadowiu, Sadowie 94, 27-580 Sadowie";260606;"gm. Sadowie";"opatowski";"świętokrzyskie";1;1;133;229;21;19;48
3;"Strażnica Ochotniczej Straży Pożarnej w Wszechświęte, Wszechświęte 19A, 27-580 Sadowie";260606;"gm. Sadowie";"opatowski";"świętokrzyskie";1;1;95;251;48;24;33
4;"Ochotnicza Straż Pożarna w Biskupicach, Biskupice 22, 27-580 Sadowie";260606;"gm. Sadowie";"opatowski";"świętokrzyskie";1;1;38;180;26;11;29
5;"Świetlica Wiejska w Rżuchowie, Rżuchów 52B, 27-580 Sadowie";260606;"gm. Sadowie";"opatowski";"świętokrzyskie";1;1;42;71;13;5;15
6;"Specjalny Ośrodek Szkolno-Wychowawczy-Centrum Autyzmu i Całościowych Zaburzeń Rozwojowych, Niemienice 95, 27-580 Sadowie";260606;"gm. Sadowie";"opatowski";"świętokrzyskie";1;1;25;88;19;6;12
1;"Biblioteka. Centrum Kultury w Tarłowie, ul. Kleparz 1, 27-515 Tarłów";260607;"gm. Tarłów";"opatowski";"świętokrzyskie";1;1;188;372;64;15;50
2;"Warsztat Terapii Zajęciowej przy Lokalnej Grupie Działania Powiatu Opatowskiego, Czekarzewice Drugie 125, 27-515 Tarłów";260607;"gm. Tarłów";"opatowski";"świętokrzyskie";1;1;78;179;31;7;13
3;"Budynek po Szkole Podstawowej w Ciszycy Górnej, Ciszyca Górna 53, 27-515 Tarłów";260607;"gm. Tarłów";"opatowski";"świętokrzyskie";1;1;70;255;46;20;36
4;"Specjalny Ośrodek Szkolno-Wychowawczy w Sulejowie, Sulejów 69, 27-515 Tarłów";260607;"gm. Tarłów";"opatowski";"świętokrzyskie";1;1;33;89;9;4;18
5;"Remiza Ochotniczej Straży Pożarnej w Cegielni, Cegielnia 25A, 27-515 Tarłów";260607;"gm. Tarłów";"opatowski";"świętokrzyskie";1;1;66;293;52;15;47
6;"Budynek po Szkole Podstawowej w Duranowie, Duranów 67, 27-515 Tarłów";260607;"gm. Tarłów";"opatowski";"świętokrzyskie";1;1;87;210;25;12;34
1;"Publiczna Szkoła Podstawowa w Wojciechowicach, Wojciechowice 40, 27-532 Wojciechowice";260608;"gm. Wojciechowice";"opatowski";"świętokrzyskie";1;1;122;162;43;23;37
2;"Publiczna Szkoła Podstawowa w Bidzinach, Bidziny 121, 27-532 Wojciechowice";260608;"gm. Wojciechowice";"opatowski";"świętokrzyskie";1;1;136;227;55;24;40
3;"Publiczna Szkoła Podstawowa w Gierczycach, Gierczyce 123, 27-532 Wojciechowice";260608;"gm. Wojciechowice";"opatowski";"świętokrzyskie";1;1;120;221;34;14;28
4;"Publiczna Szkoła Podstawowa w Stodołach, Stodoły-Kolonie 55, 27-532 Wojciechowice";260608;"gm. Wojciechowice";"opatowski";"świętokrzyskie";1;1;130;154;42;25;37
5;"Świetlica Wiejska w Drygulcu, Drygulec 21, 27-532 Wojciechowice";260608;"gm. Wojciechowice";"opatowski";"świętokrzyskie";1;1;50;75;13;7;15
6;"Świetlica Wiejska w Kunicach, Kunice 33A, 27-532 Wojciechowice";260608;"gm. Wojciechowice";"opatowski";"świętokrzyskie";1;1;50;77;15;10;12
1;"Przedszkole Publiczne Nr 5, ul. Jasna 4, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;336;275;44;21;107
2;"Publiczna Szkoła Podstawowa Nr 3, ul. Niska 9, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;318;322;39;24;79
3;"Miejski Ośrodek Sportu i Rekreacji Hala Sportowo-Widowiskowa, ul. Świętokrzyska 11, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;298;406;54;20;125
4;"Budynek szkolny, ul. Górna 3, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;403;350;65;32;111
5;"Publiczna Szkoła Podstawowa Nr 1, ul. Henryka Sienkiewicza 67B, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;388;260;49;39;99
6;"Centrum Kształcenia Zawodowego i Ustawicznego, ul. Adama Mickiewicza 1, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;232;209;33;21;66
7;"Środowiskowy Dom Samopomocy ""Przystań"", ul. Iłżecka 33, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;295;280;49;21;70
8;"Budynek szkolny, ul. Ferdynanda Focha 3, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;302;287;69;27;89
9;"Przedszkole Publiczne Nr 19, os. Ogrody 20, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;411;279;63;16;78
10;"Publiczne Przedszkole Nr 15, os. Ogrody 27, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;339;332;32;33;104
11;"Centrum Aktywności Obywatelskiej, ul. Henryka Sienkiewicza 70, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;544;399;57;34;159
12;"Publiczna Szkoła Podstawowa Nr 4, ul. Polna 56, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;370;281;60;36;81
13;"Przedszkole Publiczne Nr 11, ul. Wspólna 20, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;380;268;31;20;101
14;"Przedszkole Publiczne nr 12, os. Słoneczne 5, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;446;408;71;25;123
15;"Zespół Szkół Nr 1, os. Słoneczne 33, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;488;450;61;35;131
16;"Publiczna Szkoła Podstawowa Nr 5 (SALA A), os. Ogrody 20, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;417;480;58;31;119
17;"Publiczna Szkoła Podstawowa Nr 5 (SALA B), os. Ogrody 20, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;533;496;73;33;133
18;"Publiczna Szkoła Podstawowa Nr 14 (SALA A), os. Stawki 35, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;362;272;45;26;100
19;"Publiczna Szkoła Podstawowa Nr 14 (SALA B), os. Stawki 35, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;345;285;46;21;85
20;"Siedziba Rady Osiedla ""Rosochy"" w budynku wymiennikowni, ul. 11 Listopada 28, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;342;379;73;19;128
21;"Przedszkole Publiczne Nr 21, os. Stawki 43, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;337;260;35;19;102
22;"Publiczna Szkoła Podstawowa Nr 14 (SALA C), os. Stawki 35, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;521;435;70;32;159
23;"Publiczna Szkoła Podstawowa Nr 14 (SALA D), os. Stawki 35, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;306;275;40;18;79
24;"Publiczna Szkoła Podstawowa Nr 14 (SALA E), os. Stawki 35, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;298;274;39;10;56
25;"Publiczna Szkoła Podstawowa Nr 7 (SALA A), ul. Akademicka 20, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;315;285;38;21;71
26;"Publiczna Szkoła Podstawowa Nr 7 (SALA B), ul. Akademicka 20, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;267;263;40;16;84
27;"Środowiskowy Dom Samopomocy ""Przystań"", os. Pułanki 10, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;320;277;33;24;63
28;"Przedszkole Publiczne Nr 16, os. Pułanki 6, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;264;286;33;13;54
29;"Publiczna Szkoła Podstawowa Nr 1 (SALA A), ul. Trzeciaków 35, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;671;466;63;30;146
30;"Publiczna Szkoła Podstawowa Nr 1 (SALA B), ul. Trzeciaków 35, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;723;431;58;29;140
31;"Budynek przy boisku ""Orlik"", ul. Fryderyka Chopina 35, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;575;454;68;28;168
32;"Miejskie Wodociągi i Kanalizacja Sp. z o. o. Wydział Eksploatacji i Usług, ul. Długa 14, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;509;359;58;24;105
33;"Publiczna Szkoła Podstawowa Nr 10, ul. Rzeczki 18, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;722;521;98;44;199
34;"Budynek szkolny, ul. Bałtowska 336a, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;443;354;82;23;118
35;"Publiczna Szkoła Podstawowa Nr 9, ul. Niewiadoma 19, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;355;427;79;38;139
36;"Dom Pomocy Społecznej, ul. Grabowiecka 7, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;37;47;3;10;6
37;"Dom Pomocy Społecznej, os. Słoneczne 49, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;5;17;1;2;9
38;"Wielospecjalistyczny Szpital w Ostrowcu Świętokrzyskim, ul. Karola Szymanowskiego 11, 27-400 Ostrowiec Świętokrzyski";260701;"m. Ostrowiec Świętokrzyski";"ostrowiecki";"świętokrzyskie";1;1;33;59;6;2;18
1;"Szkoła Podstawowa w Bałtowie, Bałtów 81, 27-423 Bałtów";260702;"gm. Bałtów";"ostrowiecki";"świętokrzyskie";1;1;515;189;79;50;64
2;"Publiczna Szkoła Podstawowa im. Legionów Polskich w Okole, Okół 82, 27-423 Bałtów";260702;"gm. Bałtów";"ostrowiecki";"świętokrzyskie";1;1;133;155;16;9;24
3;"Remiza Ochotniczej Straży Pożarnej w Skarbce Dolnej, Skarbka Dolna 15, 27-423 Bałtów";260702;"gm. Bałtów";"ostrowiecki";"świętokrzyskie";1;1;102;132;12;8;12
4;"Środowiskowy Dom Samopomocy w Wólce Bałtowskiej, Wólka Bałtowska 30, 27-423 Bałtów";260702;"gm. Bałtów";"ostrowiecki";"świętokrzyskie";1;1;105;185;21;10;18
5;"Świetlica Wiejska w Michałowie, Michałów 11, 27-423 Bałtów";260702;"gm. Bałtów";"ostrowiecki";"świętokrzyskie";1;1;14;34;4;1;0
6;"""Lawendowy Dworek"", Maksymilianów 28C, 27-423 Bałtów";260702;"gm. Bałtów";"ostrowiecki";"świętokrzyskie";1;1;66;55;14;3;7
7;"Remiza Ochotniczej Straży Pożarnej w Lemierzach, Lemierze 20A, 27-423 Bałtów";260702;"gm. Bałtów";"ostrowiecki";"świętokrzyskie";1;1;42;81;8;4;5
8;"Remiza Ochotniczej Straży Pożarnej w Wólce Pętkowskiej, Wólka Pętkowska 3A, 27-423 Bałtów";260702;"gm. Bałtów";"ostrowiecki";"świętokrzyskie";1;1;76;76;14;6;10
1;"Publiczna Szkoła Podstawowa im. W. Stefańskiego w Bodzechowie, ul. Szkolna 12, 27-420 Bodzechów";260703;"gm. Bodzechów";"ostrowiecki";"świętokrzyskie";1;1;259;304;41;19;104
2;"Świetlica Środowiskowa w Miłkowie, Miłków ul. Szkolna 13, 27-400 Ostrowiec Świętokrzyski";260703;"gm. Bodzechów";"ostrowiecki";"świętokrzyskie";1;1;172;194;51;8;67
3;"Publiczna Szkoła Podstawowa w Szwarszowicach, Szwarszowice 20A, 27-400 Ostrowiec Świętokrzyski";260703;"gm. Bodzechów";"ostrowiecki";"świętokrzyskie";1;1;117;234;27;7;44
4;"Zespół Szkół Publicznych w Szewnie, Szewna ul. Langiewicza 3, 27-400 Ostrowiec Świętokrzyski";260703;"gm. Bodzechów";"ostrowiecki";"świętokrzyskie";1;1;520;466;73;21;153
5;"Świetlica Wiejska w Jędrzejowicach, Jędrzejowice 17A, 27-400 Ostrowiec Świętokrzyski";260703;"gm. Bodzechów";"ostrowiecki";"świętokrzyskie";1;1;58;107;14;8;26
6;"Publiczna Szkoła Podstawowa im. Jana Brzechwy w Chmielowie, Chmielów ul. Spacerowa 2, 27-400 Ostrowiec Świętokrzyski";260703;"gm. Bodzechów";"ostrowiecki";"świętokrzyskie";1;1;146;165;36;16;67
7;"Zespół Szkół Publicznych w Sarnówku, Sarnówek Duży 11, 27-400 Ostrowiec Świętokrzyski";260703;"gm. Bodzechów";"ostrowiecki";"świętokrzyskie";1;1;210;239;48;24;59
8;"Ośrodek Szkoleniowo-Wypoczynkowy ""Leśne Kąty"" w Sudole, Sudół 3, 27-400 Ostrowiec Świętokrzyski";260703;"gm. Bodzechów";"ostrowiecki";"świętokrzyskie";1;1;175;163;22;22;34
9;"Świetlica Wiejska w Goździelinie, Goździelin 70B, 27-420 Bodzechów";260703;"gm. Bodzechów";"ostrowiecki";"świętokrzyskie";1;1;138;138;14;7;43
